circo;Inscrits;Exprimés;%_Exp/Ins;LFI;voix;%_Voix/Ins;%_Voix/Exp;PCF;voix;%_Voix/Ins;%_Voix/Exp;EELV;voix;%_Voix/Ins;%_Voix/Exp;PS;voix;%_Voix/Ins;%_Voix/Exp;EM;voix;%_Voix/Ins;%_Voix/Exp;UDI;voix;%_Voix/Ins;%_Voix/Exp;LR;voix;%_Voix/Ins;%_Voix/Exp;DLF;voix;%_Voix/Ins;%_Voix/Exp;FN;voix;%_Voix/Ins;%_Voix/Exp
33_9;93615;45267;48.35;François PAPIAU;6844;7.31;15.12;Cristine GUERNÉ;977;1.04;2.16;Dominique BAUDE;2130;2.28;4.71;Gilles SAVARY;8289;8.85;18.31;Sophie METTE;14888;15.9;32.89;;0;0.0;0.0;Michel DUFRANC;6201;6.62;13.7;;0;0.0;0.0;Sophie RIVIÈRE DURIVAULT;5938;6.34;13.12
33_10;80812;32315;39.99;Eloïse BAJOU;5370;6.65;16.62;;0;0.0;0.0;Agnès SÉJOURNET;1576;1.95;4.88;Antoine GARANTO;2014;2.49;6.23;Florent BOUDIÉ;16408;20.3;50.78;;0;0.0;0.0;Julien DELAMORTE;473;0.59;1.46;;0;0.0;0.0;Sandrine CHADOURNE;6474;8.01;20.03
33_11;92975;29378;31.6;;0;0.0;0.0;Sébastien LABORDE;1021;1.1;3.48;;0;0.0;0.0;Michelle LACOSTE;3179;3.42;10.82;Véronique HAMMERER;12024;12.93;40.93;;0;0.0;0.0;Mireille CONTE JAUBERT;2924;3.14;9.95;;0;0.0;0.0;Edwige DIAZ;10230;11.0;34.82
33_12;83429;41933;50.26;Christophe MIQUEU;7191;8.62;17.15;;0;0.0;0.0;Anne-Laure FABRE-NADLER;3016;3.62;7.19;Catherine VEYSSY;2983;3.58;7.11;Christelle DUBOS;16426;19.69;39.17;;0;0.0;0.0;Yves D'AMÉCOURT;6449;7.73;15.38;;0;0.0;0.0;Patrick DUVAL-CAMPANA;5868;7.03;13.99
34_1;84607;34352;40.6;Julien COLET;6163;7.28;17.94;;0;0.0;0.0;Jean-Louis ROUMEGAS;4228;5.0;12.31;;0;0.0;0.0;Patricia MIRALLÈS;13481;15.93;39.24;;0;0.0;0.0;Joseph FRANCIS;3836;4.53;11.17;;0;0.0;0.0;France JAMET;6644;7.85;19.34
34_2;60414;21693;35.91;Muriel RESSIGUIER;5886;9.74;27.13;Isabel CABECA;278;0.46;1.28;Coralie MANTION;1339;2.22;6.17;Fatima BELLAREDJ;1784;2.95;8.22;Stéphanie JANNIN;7375;12.21;34.0;;0;0.0;0.0;Nancy CANAUD;2931;4.85;13.51;;0;0.0;0.0;Pierre ALIOTTI;2100;3.48;9.68
34_3;85110;28592;33.59;Stéphane VIDAL;6386;7.5;22.33;Logan GIRARD;539;0.63;1.89;Laurent HOARAU;6;0.01;0.02;Fanny DOMBRE COSTE;5007;5.88;17.51;Coralie DUBOST;16174;19.0;56.57;;0;0.0;0.0;Joëlle COMTE;480;0.56;1.68;;0;0.0;0.0;;0;0.0;0.0
34_4;111980;49282;44.01;Etienne HAYEM;8500;7.59;17.25;Florian VIRE;967;0.86;1.96;Laurent DUPONT;2964;2.65;6.01;Frédéric ROIG;4556;4.07;9.24;Jean-François ELIAOU;16694;14.91;33.87;;0;0.0;0.0;Laurence CRISTOL;6199;5.54;12.58;;0;0.0;0.0;François GAUBERT;9402;8.4;19.08
34_5;94276;44190;46.87;Pierre POLARD;7759;8.23;17.56;Michel CAPRON;1263;1.34;2.86;William ROUANET;1041;1.1;2.36;Marie PASSIEUX;5988;6.35;13.55;Philippe HUPPÉ;13142;13.94;29.74;;0;0.0;0.0;Catherine ROUILLÉ;4837;5.13;10.95;;0;0.0;0.0;Gilles ARDINAT;10160;10.78;22.99
34_6;91224;41206;45.17;David GARCIA;4212;4.62;10.22;Nicolas COSSANGE;1377;1.51;3.34;Jeannick ROLLAND;266;0.29;0.65;Antonio FULLEDA;1998;2.19;4.85;Isabelle VOYER;10515;11.53;25.52;;0;0.0;0.0;Elie ABOUD;7777;8.53;18.87;;0;0.0;0.0;Emmanuelle MÉNARD;15061;16.51;36.55
34_7;102086;37814;37.04;Marie-Hélène LECLERCQ;5195;5.09;13.74;Jean-Luc BOU;2388;2.34;6.32;;0;0.0;0.0;Sébastien DENAJA;6029;5.91;15.94;Christophe EUZET;12120;11.87;32.05;;0;0.0;0.0;Virginie ANGEVIN;599;0.59;1.58;;0;0.0;0.0;Myriam ROQUES;11483;11.25;30.37
34_8;88586;35370;39.93;Marielle FENECH- MONFORT;7166;8.09;20.26;Max SAVY;835;0.94;2.36;Sabria BOUALLAGA;879;0.99;2.49;Christian ASSAF;4235;4.78;11.97;Nicolas DÉMOULIN;12954;14.62;36.62;;0;0.0;0.0;Michel COLAS;543;0.61;1.54;;0;0.0;0.0;Gérard PRATO;8758;9.89;24.76
34_9;82111;32405;39.46;Imane DIANI;5723;6.97;17.66;Myriam HAMMOUD;547;0.67;1.69;Bertrand COISNE;2674;3.26;8.25;;0;0.0;0.0;Patrick VIGNAL;15033;18.31;46.39;;0;0.0;0.0;Frederic DUMAY;679;0.83;2.1;;0;0.0;0.0;Guillaume VOUZELLAUD;7749;9.44;23.91
35_1;89581;43553;48.62;Patrick BERGOGNÉ;6207;6.93;14.25;Michel DEMOLDER;771;0.86;1.77;Didier CHAPELLON;2752;3.07;6.32;Marie-Anne CHAPDELAINE;6854;7.65;15.74;Mostapha LAABID;16583;18.51;38.08;;0;0.0;0.0;Grégoire LE BLOND;7494;8.37;17.21;;0;0.0;0.0;Emeric SALMON;2892;3.23;6.64
35_2;92235;46899;50.85;Louis FRICKER;6183;6.7;13.18;Evelyne FORCIOLI;686;0.74;1.46;;0;0.0;0.0;Gaëlle ANDRO;6173;6.69;13.16;Laurence MAILLART-MÉHAIGNERIE;24727;26.81;52.72;;0;0.0;0.0;Bertrand PLOUVIER;6472;7.02;13.8;;0;0.0;0.0;Julien MASSON;2658;2.88;5.67
35_3;86076;43091;50.06;Virginie ABAUTRET;6102;7.09;14.16;Yannick NADESAN;1604;1.86;3.72;Gaëlle ROUGIER;2823;3.28;6.55;François ANDRÉ;21125;24.54;49.02;;0;0.0;0.0;;0;0.0;0.0;Mélina PARMENTIER;6832;7.94;15.85;;0;0.0;0.0;Justine DIEULAFAIT;4605;5.35;10.69
35_4;90205;43146;47.83;Marc MARTIN;6314;7.0;14.63;;0;0.0;0.0;Sarah TRICHET-ALLAIRE;1869;2.07;4.33;Franck PICHOT;5646;6.26;13.09;Gaël LE BOHEC;19421;21.53;45.01;;0;0.0;0.0;Jean-Marc CARREAU;4847;5.37;11.23;;0;0.0;0.0;Christian LECHEVALIER;5049;5.6;11.7
35_5;103147;53848;52.21;Mickaël HUGONNET;5676;5.5;10.54;;0;0.0;0.0;Bernard MARTIN;2008;1.95;3.73;Stéphane LENFANT;3063;2.97;5.69;Christine CLOAREC;22797;22.1;42.34;;0;0.0;0.0;Isabelle LE CALLENNEC;16667;16.16;30.95;;0;0.0;0.0;Laurence PRIN;3637;3.53;6.75
35_6;86855;45469;52.35;Hélène MOCQUARD;4701;5.41;10.34;Benoit MONTABONE;3525;4.06;7.75;Sylvie GALODE;587;0.68;1.29;;0;0.0;0.0;Nolwenn VAHÉ;15305;17.62;33.66;;0;0.0;0.0;Thierry BENOIT;16048;18.48;35.29;;0;0.0;0.0;Gilles PENNELLE;5303;6.11;11.66
35_7;98661;46204;46.83;Nicolas CHEVALLIER;3672;3.72;7.95;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Valérie FRIBOLLE;19605;19.87;42.43;;0;0.0;0.0;Gilles LURTON;18641;18.89;40.34;;0;0.0;0.0;Philippe MIAILHES;4286;4.34;9.28
35_8;83382;42719;51.23;Enora LE PAPE;6561;7.87;15.36;Claire PAYEN;627;0.75;1.47;Matthieu THEURIER;3364;4.03;7.87;Emmanuel COUET;6150;7.38;14.4;Florian BACHELIER;18989;22.77;44.45;;0;0.0;0.0;Amélie DHALLUIN;5258;6.31;12.31;;0;0.0;0.0;Françoise GUILLERME;1770;2.12;4.14
36_1;80311;21235;26.44;Corinne KELLER;4277;5.33;20.14;Michel FRADET;734;0.91;3.46;Muriel BEFFARA;995;1.24;4.69;Jean-Paul CHANTEGUET;5234;6.52;24.65;;0;0.0;0.0;;0;0.0;0.0;Paulette PICARD;4496;5.6;21.17;;0;0.0;0.0;Mylène WUNSCH;5499;6.85;25.9
36_2;90098;44926;49.86;Lionel THURA;5140;5.7;11.44;Michel SALLANDRE;754;0.84;1.68;Raphaël TILLIE;1218;1.35;2.71;Isabelle BRUNEAU;5942;6.6;13.23;Sophie GUERIN;13405;14.88;29.84;;0;0.0;0.0;Nicolas FORISSIER;11432;12.69;25.45;;0;0.0;0.0;Dominique LANYI;7035;7.81;15.66
37_1;68655;30323;44.17;Claude BOURDIN;4795;6.98;15.81;Léonard LEMA;486;0.71;1.6;Christophe DUPIN;1675;2.44;5.52;Jean-Patrick GILLE;5069;7.38;16.72;Philippe CHALUMEAU;12149;17.7;40.07;;0;0.0;0.0;Céline BALLESTEROS;4387;6.39;14.47;;0;0.0;0.0;Laurence LECARDONNEL;1762;2.57;5.81
37_2;88635;40069;45.21;Frédéric NOBILEAU;5726;6.46;14.29;Fabien COSTE;785;0.89;1.96;;0;0.0;0.0;Isabelle GAUDRON;2621;2.96;6.54;Daniel LABARONNE;17087;19.28;42.64;;0;0.0;0.0;Claude GREFF;9663;10.9;24.12;;0;0.0;0.0;Stanislas DE LA RUFFIE;4187;4.72;10.45
37_3;97490;35363;36.27;Sylvie ADOLPHE;6621;6.79;18.72;Ronan LEBERT;1595;1.64;4.51;;0;0.0;0.0;Marisol TOURAINE;13792;14.15;39.0;;0;0.0;0.0;;0;0.0;0.0;Sophie AUCONIE;9675;9.92;27.36;;0;0.0;0.0;Eva KUKULSKI;3680;3.77;10.41
37_4;90174;42852;47.52;Nadia VEZIN;5209;5.78;12.16;Sophie HERVÉ;645;0.72;1.51;Michel GENDRON;1616;1.79;3.77;Laurent BAUMEL;7404;8.21;17.28;Fabienne COLBOC;15618;17.32;36.45;;0;0.0;0.0;Hervé NOVELLI;8100;8.98;18.9;;0;0.0;0.0;Véronique PÉAN;4260;4.72;9.94
37_5;83917;29116;34.7;Constance ASCAR;5370;6.4;18.44;Françoise ROUX;493;0.59;1.69;Erwan DELIZ;1699;2.02;5.84;;0;0.0;0.0;Sabine THILLAYE;16281;19.4;55.92;;0;0.0;0.0;Jean DE FOUQUIÈRES;1297;1.55;4.45;;0;0.0;0.0;Daniel FRACZAK;3976;4.74;13.66
38_1;83049;42098;50.69;Elsa RÉGIS;4795;5.77;11.39;Nathalie VEYRET;664;0.8;1.58;Nicolas KADA;4132;4.98;9.82;;0;0.0;0.0;Olivier VERAN;21572;25.98;51.24;;0;0.0;0.0;Jean-Damien MERMILLOD-BLONDIN;8067;9.71;19.16;;0;0.0;0.0;Marie DE KERVÉRÉGUIN;2868;3.45;6.81
38_2;77363;31332;40.5;Taha BOUHAFS;3911;5.06;12.48;David QUEIROS;3675;4.75;11.73;;0;0.0;0.0;Pierre VERRI;2362;3.05;7.54;Jean-Charles COLAS-ROY;13927;18.0;44.45;;0;0.0;0.0;Magalie VICENTE;3031;3.92;9.67;;0;0.0;0.0;Alexis JOLLY;4426;5.72;14.13
38_3;59637;23834;39.97;Raphaël BRIOT;4040;6.77;16.95;Jean-Paul TROVERO;953;1.6;4.0;Soukaïna LARABI;3091;5.18;12.97;Michel DESTOT;2755;4.62;11.56;Emilie CHALAS;9940;16.67;41.71;;0;0.0;0.0;Alain BONNET;422;0.71;1.77;;0;0.0;0.0;Béatrix BOLVIN;2633;4.42;11.05
38_4;89807;37153;41.37;Laurent VIALLARD;4887;5.44;13.15;Myriam MARTIN;909;1.01;2.45;Henry TIDY;2055;2.29;5.53;Marie-Noëlle BATTISTEL;8552;9.52;23.02;Fabrice HUGELÉ;14754;16.43;39.71;;0;0.0;0.0;Sara SEYS;647;0.72;1.74;;0;0.0;0.0;Sandrine PIMONT;5349;5.96;14.4
38_5;102333;45714;44.67;Patrice BRUN;6833;6.68;14.95;Sylvie GUINAND;1056;1.03;2.31;;0;0.0;0.0;Eliane GIRAUD;3807;3.72;8.33;Catherine KAMOWSKI;20917;20.44;45.76;;0;0.0;0.0;Philippe LANGENIEUX-VILLARD;7023;6.86;15.36;;0;0.0;0.0;Muriel BURGAZ;6078;5.94;13.3
38_6;83217;37342;44.87;Michael AYDIN;3837;4.61;10.28;Frédérique PENAVAIRE;612;0.74;1.64;Cécile VIALLON;767;0.92;2.05;Alexandre BOLLEAU;2401;2.89;6.43;Cendra MOTIN;12499;15.02;33.47;;0;0.0;0.0;Alain MOYNE-BRESSAND;6966;8.37;18.65;;0;0.0;0.0;Gérard DÉZEMPTE;10260;12.33;27.48
38_7;91433;40665;44.48;Valérie BONO;5760;6.3;14.16;;0;0.0;0.0;Nadine REUX;1847;2.02;4.54;;0;0.0;0.0;Monique LIMON;15050;16.46;37.01;;0;0.0;0.0;Yannick NEUDER;9958;10.89;24.49;;0;0.0;0.0;Pierre DELACROIX;8050;8.8;19.8
38_8;78602;34771;44.24;Myriam THIEULENT;3899;4.96;11.21;;0;0.0;0.0;Michèle DURIEUX;513;0.65;1.48;Erwann BINET;5257;6.69;15.12;Caroline ABADIE;11757;14.96;33.81;;0;0.0;0.0;Maryline SILVESTRE;6379;8.12;18.35;;0;0.0;0.0;Thibaut MONNIER;6966;8.86;20.03
38_9;97285;45252;46.51;Marie-Pierre MICOUD;6253;6.43;13.82;;0;0.0;0.0;Patrick CHOLAT;6490;6.67;14.34;;0;0.0;0.0;Elodie JACQUIER-LAFORGE;18427;18.94;40.72;;0;0.0;0.0;Bruno GATTAZ;8034;8.26;17.75;;0;0.0;0.0;Bruno DESIES;6048;6.22;13.37
38_10;93640;32634;34.85;Thierry MONCHATRE-JACQUOT;4731;5.05;14.5;Mehdi SAHRAOUI;794;0.85;2.43;;0;0.0;0.0;Joëlle HUILLIER;3923;4.19;12.02;Marjolaine MEYNIER-MILLEFERT;14324;15.3;43.89;;0;0.0;0.0;Nicolas MONIN-VEYRET;1084;1.16;3.32;;0;0.0;0.0;Alain BREUIL;7778;8.31;23.83
39_1;65565;31688;48.33;Gabriel AMARD;4906;7.48;15.48;;0;0.0;0.0;Gérard DOBELLI;526;0.8;1.66;Marc-Henri DUVERNET;3596;5.48;11.35;Danielle BRULEBOIS;12266;18.71;38.71;;0;0.0;0.0;Cyrille BRERO;6120;9.33;19.31;;0;0.0;0.0;Jean-Paul ECARD;4274;6.52;13.49
39_2;55264;23573;42.66;Julie LANÇON;3323;6.01;14.1;;0;0.0;0.0;Christophe MASSON;1545;2.8;6.55;;0;0.0;0.0;Anne PROST-GROSJEAN;7482;13.54;31.74;;0;0.0;0.0;Marie-Christine DALLOZ;8014;14.5;34.0;;0;0.0;0.0;Nathalie DESSEIGNE;3209;5.81;13.61
39_3;69503;24116;34.7;Jean-Bernard MARCUZZI;5280;7.6;21.89;Laurence BERNIER;2848;4.1;11.81;;0;0.0;0.0;;0;0.0;0.0;Paul-Henri BARD;9758;14.04;40.46;;0;0.0;0.0;Sylvie VIARD;540;0.78;2.24;;0;0.0;0.0;Stéphane MONTRELAY;5690;8.19;23.59
40_1;101405;46362;45.72;Céline PIOT;6448;6.36;13.91;Thierry LE BRIS;953;0.94;2.06;Fanette BILLARD;1517;1.5;3.27;Renaud LAGRAVE;7208;7.11;15.55;Geneviève DARRIEUSSECQ;23213;22.89;50.07;;0;0.0;0.0;Claude MOLLE;873;0.86;1.88;;0;0.0;0.0;Christophe BARDIN;6150;6.06;13.27
40_2;112245;51397;45.79;Caroline DACHARRY;6960;6.2;13.54;Jean-Marc LESPADE;3881;3.46;7.55;Marie-Ange DELAVENNE;2078;1.85;4.04;Christine BASLY-LAPEGUE;6163;5.49;11.99;Lionel CAUSSE;25414;22.64;49.45;;0;0.0;0.0;Jean-Pierre POURRUT;1159;1.03;2.25;;0;0.0;0.0;Francis GARCIA;5742;5.12;11.17
40_3;96547;50261;52.06;Philippe DUBOURG;6225;6.45;12.39;Michèle BERTHOU;1718;1.78;3.42;Richard BIDEGARAY;1119;1.16;2.23;Boris VALLAUD;13636;14.12;27.13;Jean-Pierre STEINER;18383;19.04;36.58;;0;0.0;0.0;Marie Claire DUPRAT;3662;3.79;7.29;;0;0.0;0.0;Océane RAVIX;5518;5.72;10.98
41_1;82778;37347;45.12;Kenza BELLIARD;4302;5.2;11.52;Camélia KHABÈCHE;692;0.84;1.85;Nicolas ORGELET;1148;1.39;3.07;Denys ROBILIARD;5634;6.81;15.09;Marc FESNEAU;14076;17.0;37.69;;0;0.0;0.0;Damien HENAULT;5374;6.49;14.39;;0;0.0;0.0;Michel CHASSIER;6121;7.39;16.39
41_2;80317;39519;49.2;Yvon CHÉRY;4125;5.14;10.44;Jean-Claude DELANOUE;713;0.89;1.8;Marie ROBIN;891;1.11;2.25;Didier GUÉNIN;2072;2.58;5.24;Jean-Luc BRAULT;12043;14.99;30.47;;0;0.0;0.0;Guillaume PELTIER;12170;15.15;30.8;;0;0.0;0.0;Mathilde PARIS;7505;9.34;18.99
41_3;82226;44324;53.91;Cécile RIVIERE;4089;4.97;9.23;Patrick CALLU;1618;1.97;3.65;Christian GUELLIER;2660;3.23;6.0;;0;0.0;0.0;Marlène MARTIN;12145;14.77;27.4;;0;0.0;0.0;Maurice LEROY;17175;20.89;38.75;;0;0.0;0.0;Jean-Yves NARQUIN;6637;8.07;14.97
42_1;65602;27439;41.83;Corinne OUMAKHLOUF;2857;4.36;10.41;Lucas WINIARSKI;695;1.06;2.53;;0;0.0;0.0;Régis JUANICO;5500;8.38;20.04;Magalie VIALLON;9946;15.16;36.25;;0;0.0;0.0;Gilles ARTIGUES;4614;7.03;16.82;;0;0.0;0.0;Philippe CLAUSE;3827;5.83;13.95
42_2;53156;21775;40.96;Andrée TAURINYA;3516;6.61;16.15;Vanessa PECEL;907;1.71;4.17;Olivier LONGEON;2124;4.0;9.75;;0;0.0;0.0;Jean-Michel MIS;8860;16.67;40.69;;0;0.0;0.0;Alexandra RIBEIRO CUSTODIO;3249;6.11;14.92;;0;0.0;0.0;Pascal ARRIGHI;3119;5.87;14.32
42_3;82438;34929;42.37;Louis CAILLON;3566;4.33;10.21;Céline VEAU;626;0.76;1.79;Patricia SIMONIN-CHAILLOT;1299;1.58;3.72;Philippe KIZIRIAN;2657;3.22;7.61;Valéria FAURE-MUNTIAN;12250;14.86;35.07;;0;0.0;0.0;François ROCHEBLOINE;8161;9.9;23.36;;0;0.0;0.0;Isabelle SURPLY;6370;7.73;18.24
42_4;100995;44228;43.79;Léo CHAVAS;5206;5.15;11.77;Christophe FAVERJON;5108;5.06;11.55;Pascal THOMAS;0;0.0;0.0;;0;0.0;0.0;David KAUFFER;14880;14.73;33.64;;0;0.0;0.0;Dino CINIERI;11199;11.09;25.32;;0;0.0;0.0;Raphaëlle JEANSON;7835;7.76;17.72
42_5;101076;46905;46.41;Véronique RAKOSE-TRUCHET;4982;4.93;10.62;Jean-Luc VILLEMAGNE;1140;1.13;2.43;Alain VALENTIN;1632;1.61;3.48;Brigitte DUMOULIN;2443;2.42;5.21;Nathalie SARLES;16880;16.7;35.99;;0;0.0;0.0;Clotilde ROBIN;12265;12.13;26.15;;0;0.0;0.0;Sarah BROSSET;7563;7.48;16.12
42_6;107542;48623;45.21;Sadia Nadia SEGHIR;4700;4.37;9.67;;0;0.0;0.0;Jean DUVERGER;3024;2.81;6.22;;0;0.0;0.0;Julien BOROWCZYK;19821;18.43;40.76;;0;0.0;0.0;Paul SALEN;11973;11.13;24.62;;0;0.0;0.0;Sophie ROBERT;9105;8.47;18.73
43_1;97723;27992;28.64;Martine DEJEAN;4721;4.83;16.87;;0;0.0;0.0;;0;0.0;0.0;Fabrice FARISON;1453;1.49;5.19;Cécile GALLIEN;16423;16.81;58.67;;0;0.0;0.0;Gabriel CARDAIRE;421;0.43;1.5;;0;0.0;0.0;Fabien ALBERTINI;4974;5.09;17.77
43_2;79435;40269;50.69;Lionel BOUTON;4759;5.99;11.82;Michelle CHAUMET;785;0.99;1.95;Marie-Laure BUSSELOT;1323;1.67;3.29;Josiane MIALON;1625;2.05;4.04;Pierre ETEOCLE;11382;14.33;28.26;;0;0.0;0.0;Jean-Pierre VIGIER;16958;21.35;42.11;;0;0.0;0.0;Aurore ARNAUD;3437;4.33;8.54
44_1;74879;35474;47.38;Sylvie CLABECQ;4935;6.59;13.91;Aymeric SEASSAU;2980;3.98;8.4;;0;0.0;0.0;;0;0.0;0.0;François DE RUGY;18645;24.9;52.56;;0;0.0;0.0;Julien BAINVEL;7092;9.47;19.99;;0;0.0;0.0;Guylène FRIARD;1822;2.43;5.14
44_2;85800;44707;52.11;Carole MALARD;7627;8.89;17.06;;0;0.0;0.0;Pascale CHIRON;4905;5.72;10.97;Alain ROBERT;4410;5.14;9.86;Valérie OPPELT;19160;22.33;42.86;;0;0.0;0.0;Sébastien PILARD;6717;7.83;15.02;;0;0.0;0.0;Agnès CHRISSEMENT;1888;2.2;4.22
44_3;92183;40265;43.68;Martine GOURDON;7921;8.59;19.67;Robin SALECROIX;465;0.5;1.15;Judith LERAY;3341;3.62;8.3;Karine DANIEL;6510;7.06;16.17;Anne-France BRUNET;18301;19.85;45.45;;0;0.0;0.0;Chantal DURAND;639;0.69;1.59;;0;0.0;0.0;Eléonore REVEL;3088;3.35;7.67
44_4;88921;44154;49.66;Vincent EGRON;8238;9.26;18.66;Mireille PERNOT;539;0.61;1.22;François NICOLAS;2307;2.59;5.22;Dominique RAIMBOURG;7751;8.72;17.55;Aude AMADOU;18577;20.89;42.07;;0;0.0;0.0;Isabelle MERAND;4085;4.59;9.25;;0;0.0;0.0;Alain AVELLO;2657;2.99;6.02
44_5;116188;60211;51.82;Katell ANDROMAQUE;8723;7.51;14.49;Michel LABOUREUR;465;0.4;0.77;Franco FEDELE;2965;2.55;4.92;Michel MÉNARD;8886;7.65;14.76;Sarah EL HAÏRY;26346;22.68;43.76;;0;0.0;0.0;Frederic MAINDRON;8774;7.55;14.57;;0;0.0;0.0;Arnaud DE RIGNÉ;4052;3.49;6.73
44_6;109489;52528;47.98;Brigitte MAILLET;8156;7.45;15.53;;0;0.0;0.0;;0;0.0;0.0;Gérard POISSON;3308;3.02;6.3;Yves DANIEL;22921;20.93;43.64;;0;0.0;0.0;Alain HUNAULT;12400;11.33;23.61;;0;0.0;0.0;Brigitte NEDELEC;5743;5.25;10.93
44_7;108216;42734;39.49;Catherine LEGAL;6631;6.13;15.52;Véronique MAHÉ;832;0.77;1.95;Yves COQUARD;2045;1.89;4.79;Anne BOYÉ;2695;2.49;6.31;Sandrine JOSSO;24615;22.75;57.6;;0;0.0;0.0;Gaël BOURDEAU;984;0.91;2.3;;0;0.0;0.0;Doris NOEL;4932;4.56;11.54
44_8;85491;36162;42.3;Lionel DEBRAYE;6768;7.92;18.72;Yvon RENÉVOT;1042;1.22;2.88;Fabrice BAZIN;1692;1.98;4.68;Laurianne DENIAUD;5978;6.99;16.53;Audrey DUFEU SCHUBERT;16285;19.05;45.03;;0;0.0;0.0;Armelle GUÉNOLÉ;581;0.68;1.61;;0;0.0;0.0;Gauthier BOUCHET;3816;4.46;10.55
44_9;117855;50201;42.6;Jean Marie COSSON;8227;6.98;16.39;Françoise GODARD;461;0.39;0.92;Corine GUIGNARD;2379;2.02;4.74;;0;0.0;0.0;Yannick HAURY;23096;19.6;46.01;;0;0.0;0.0;Claire HUGUES;9560;8.11;19.04;;0;0.0;0.0;Jean-Luc JAVEL;6478;5.5;12.9
44_10;114516;42037;36.71;Gaëlle CHAILLOT;8400;7.34;19.98;Marie-Claude ROBIN;633;0.55;1.51;;0;0.0;0.0;;0;0.0;0.0;Sophie ERRANTE;27946;24.4;66.48;;0;0.0;0.0;Christophe AUDREN;788;0.69;1.87;;0;0.0;0.0;Jean-Marc BEAUVAIS;4270;3.73;10.16
45_1;75641;36849;48.72;Anne-Sophie LEGUIN;3309;4.37;8.98;Michel RICOUD;1733;2.29;4.7;;0;0.0;0.0;Olivier JOUIN;3382;4.47;9.18;Stéphanie RIST;17409;23.02;47.24;;0;0.0;0.0;Charles-Eric LEMAIGNEN;7189;9.5;19.51;;0;0.0;0.0;Colette POLTARATSKY;3827;5.06;10.39
45_2;85239;29058;34.09;Olivier HICTER;4051;4.75;13.94;Mathieu GALLOIS;1554;1.82;5.35;Jean-Philippe GRAND;3424;4.02;11.78;;0;0.0;0.0;Caroline JANVIER;14770;17.33;50.83;;0;0.0;0.0;David VAN HEMELRYCK;357;0.42;1.23;;0;0.0;0.0;Nadine BOISGERAULT;4902;5.75;16.87
45_3;70843;32253;45.53;Kevin MERLOT;3590;5.07;11.13;Monique BARRET;839;1.18;2.6;;0;0.0;0.0;;0;0.0;0.0;Jihan CHELLY;12519;17.67;38.81;;0;0.0;0.0;Claude DE GANAY;8364;11.81;25.93;;0;0.0;0.0;Charles DE GEVIGNEY;6941;9.8;21.52
45_4;74602;25646;34.38;;0;0.0;0.0;Franck DEMAUMONT;4148;5.56;16.17;Massila SALEMKOUR;813;1.09;3.17;Jalila GABORET;1961;2.63;7.65;Mélusine HARLÉ;10215;13.69;39.83;;0;0.0;0.0;Luc BUCHETON;1075;1.44;4.19;;0;0.0;0.0;Ludovic MARCHETTI;7434;9.96;28.99
45_5;74498;23772;31.91;Marie AGAM;3311;4.44;13.93;Estelle CALZADA;574;0.77;2.41;;0;0.0;0.0;Thierry STROMBONI;1697;2.28;7.14;David SIMONNET;10640;14.28;44.76;;0;0.0;0.0;Frédéric MALMARTEL;766;1.03;3.22;;0;0.0;0.0;Jeanne BEAULIER;6784;9.11;28.54
45_6;71784;28288;39.41;Jérôme SCHMITT;3585;4.99;12.67;Dominique TRIPET;586;0.82;2.07;Hamid KHOUTOUL;560;0.78;1.98;Valérie CORRE;5794;8.07;20.48;Richard RAMOS;12841;17.89;45.39;;0;0.0;0.0;Bernadette BECK;693;0.97;2.45;;0;0.0;0.0;Myriam BACHIR;4229;5.89;14.95
46_1;70850;31945;45.09;Isabelle EYMES;5813;8.2;18.2;Fanny BEGGIATO;1022;1.44;3.2;;0;0.0;0.0;;0;0.0;0.0;Sébastien MAUREL;11552;16.3;36.16;;0;0.0;0.0;Aurélien PRADIÉ;9929;14.01;31.08;;0;0.0;0.0;Emmanuel CRENNE;3629;5.12;11.36
46_2;65472;32813;50.12;Pierre DUFOUR;5758;8.79;17.55;Christian RIBEYROTTE;892;1.36;2.72;Florence ROUCH;1360;2.08;4.14;Vincent LABARTHE;7116;10.87;21.69;Huguette TIEGNA;13206;20.17;40.25;;0;0.0;0.0;Roland HUREAUX;1325;2.02;4.04;;0;0.0;0.0;Virginie CASTAGNOL;3156;4.82;9.62
47_1;88218;42115;47.74;Céline BOUSSIÉ;5232;5.93;12.42;Danielle BLASCO;729;0.83;1.73;Maryse COMBRES;1572;1.78;3.73;Lucette LOUSTEAU;3632;4.12;8.62;Michel LAUZZANA;14846;16.83;35.25;;0;0.0;0.0;Jean DIONIS DU SEJOUR;8940;10.13;21.23;;0;0.0;0.0;Catherine LESNÉ;7164;8.12;17.01
47_2;77018;32038;41.6;Sylvio GUINGAN;3917;5.09;12.23;Michel CERUTI;1086;1.41;3.39;;0;0.0;0.0;Matthias FEKL;6869;8.92;21.44;Alexandre FRESCHI;11473;14.9;35.81;;0;0.0;0.0;Dalila BENCHELIFF;479;0.62;1.5;;0;0.0;0.0;Hélène LAPORTE;8214;10.67;25.64
