numéro département;code circonscription;nom;nuance_politique;modele2rounded;voix_reel_t1_2017
53;3;Josselin CHOUZY;EM;12046;11310
53;3;Monique MORAND;FN;5369;2806
53;3;Sophie LETERRIER;EELV;1486;1445
54;1;Carole GRANDJEAN;EM;10407;13593
54;1;Nordine JOUIRA;LFI;5118;4162
54;1;François-Marie L'HUILLIER;LR;889;571
54;1;Chaynesse KHIROUNI;PS;4957;5704
54;1;Mostafa FOURAR;LR;860;3065
54;1;Barbara HOFFMANN;FN;5617;3602
54;1;Marie-Christine BASTIEN;PCF;1245;586
54;2;Lionel CHAMBROT;EELV;838;416
54;2;Grégoire EURY;FN;4358;3268
54;2;Nassima FAÏQ;LFI;3984;3508
54;2;Laurent GARCIA;EM;10766;14871
54;2;Hervé FERON;PS;4179;4881
54;2;Patricia SCHLATER;LR;584;398
54;2;Valérie DEBORD;LR;5854;5839
54;2;Bora YILMAZ;PCF;898;624
54;3;Céline DOLCEMASCOLO;FN;8716;4558
54;3;Christian ECKERT;PS;3862;2990
54;3;Christiane VAUTRIN;LR;797;411
54;3;Mathieu SERVAGI;LR;4819;2921
54;3;Patrice ZOLFO;LFI;6154;4997
54;3;Jean-Marc LEON;PCF;1387;2569
54;3;Xavier PALUSZKIEWICZ;EM;8173;10123
54;4;Dominique BILDE;FN;12548;9524
54;4;Philippe BUZZI;EM;11923;14650
54;4;Thibault BAZIN;LR;7186;11547
54;4;Vincent GUENAIRE-DOAZAN;LFI;6326;5189
54;4;Marie-Neige HOUCHARD;EELV;2018;2459
54;4;Michel NOISETTE;LR;1379;913
54;5;Marion BUCHET;EM;8044;10558
54;5;Philippe MORENVILLIER;LR;6264;4098
54;5;Billy WINKENS;FN;10430;7225
54;5;Gilbert CANTERI;LR;1370;739
54;5;Lauranne WITT;PCF;858;409
54;5;Patrick BARANGER;EELV;673;797
54;5;Dominique POTIER;PS;3702;11150
54;5;Rodolphe BAUER;LFI;3999;3131
54;6;Lise ROSELEUR;LR;7454;4550
54;6;Cédric MARSOLLE;FN;10510;7275
54;6;Julien VAILLANT;PS;11346;3867
54;6;Eric MONNINI;PCF;1406;1497
54;6;Caroline FIAT;LFI;6025;5821
54;6;Dorian MANZOLI;LR;1063;694
55;1;Corinne KAUFMANN;FN;10060;7599
55;1;Bertrand PANCHER;LR;963;10476
55;1;Sylvie FRASEZ;LR;1175;860
55;1;Guy JEANNESSON;LFI;3959;3597
55;1;Arnaud MAC FARLANE;PS;2914;1616
55;1;Diana ANDRÉ;EM;7860;10333
55;2;Yves DHYVERT;EELV;494;810
55;2;François-Xavier FRANCESCHINI;PCF;554;842
55;2;Michaël CLÉMENT;LFI;2646;2000
55;2;Emilie CARIOU;EM;6149;7777
55;2;Pierre REGENT;LR;5893;3500
55;2;Eric VILAIN;FN;7557;5349
55;2;Jean-Louis DUMONT;PS;2479;2848
56;1;Hervé PELLOIS;EM;38575;25916
56;1;Christine PENHOUET;LR;9721;9746
56;1;Anita KERVADEC;PCF;1870;776
56;1;Céline MENESES;LFI;6504;5237
56;1;Pascal BAUDONT;EELV;2511;2863
56;1;Jean-François HERVIEU;LR;1274;923
56;1;Bertrand IRAGNE;FN;6232;4105
56;1;Odile MONNET;LR;1392;1968
56;2;Stéphanie LE SQUER;PS;18308;4455
56;2;Pascale MORISS;LR;1208;897
56;2;Didier COUPEAU;EELV;1318;3072
56;2;Philippe LE RAY;LR;22874;14821
56;2;Eric FORDOS;FN;7804;5145
56;2;David JAN;LFI;7297;5767
56;2;Gwenhaëlle LE DÉLÉTER;PCF;1346;1180
56;3;Nicole LE PEIH;EM;15605;19966
56;3;Sylvie BAUD;FN;8142;5308
56;3;Benoît ROLLAND;LR;1120;5313
56;3;Soizic PERRAULT;LR;6908;5537
56;3;Patrick NAIZAIN;EELV;2018;1653
56;3;Marie Christine LE MOUËL;PS;4751;1840
56;3;Marie Madeleine DORÉ-LUCAS;LFI;5435;5723
56;3;Jérôme BOUCHÉ;LR;1363;677
56;4;Cécile BUCHET;LFI;7724;6791
56;4;Paul MOLAC;EM;33408;30166
56;4;David CABAS;LR;1601;952
56;4;Agnès RICHARD;FN;9370;5667
56;4;Marie-Hélène HERRY;LR;8527;8074
56;5;Christian MOUTON;FN;5035;3642
56;5;Alexandre SCHEUER;LFI;6465;4956
56;5;Gwendal ROUILLARD;EM;27274;17367
56;5;David DRÉGOIRE;LR;6081;4492
56;5;Delphine ALEXANDRE;PCF;1611;1460
56;5;Damien GIRARD;EELV;2051;2601
56;5;Teaki DUPONT;LR;797;3150
56;6;Anne Maud GOUJON;LR;6024;4297
56;6;Jean-Michel JACQUES;EM;20986;17450
56;6;Yvan CHICHERY;FN;7380;4333
56;6;Joël LE GUELLEC;LR;1259;691
56;6;Gwenn LE NAY;LR;1004;6829
56;6;David GUILLEMET;LFI;12986;4981
57;1;Marie TRIBOUT;LR;759;3170
57;1;Aurélie FILIPPETTI;PS;4829;4417
57;1;Narjès CHOUIKHA;LFI;5958;3901
57;1;Laurence BURG;FN;9915;6848
57;1;Corinne MORGEN;EELV;789;492
57;1;Belkhir BELHADDAD;EM;11031;10493
57;1;Thomas CALLIGARO;PCF;1160;589
57;1;Marie-Louise KUNTZ;LR;8041;4358
57;2;Ludovic MENDES;EM;9863;11422
57;2;Marie-Claude VOINÇON;FN;7956;4962
57;2;Marie-Pierre COMTE;EELV;629;871
57;2;Jean FRANÇOIS;LR;8314;6232
57;2;Claudine POIRSON;LFI;3774;3108
57;2;Jean-Michel TOULOUZE;PS;3419;2205
57;2;Irma VOLLMER;PCF;794;306
57;2;Nathalie COLIN-OESTERLÉ;LR;748;2883
57;3;Mathias BOQUET;EELV;798;1315
57;3;Marie MARECHAL;PCF;864;436
57;3;Denis MACIAZEK;LFI;3973;3423
57;3;Françoise GROLET;FN;7381;5308
57;3;Richard LIOGER;EM;9485;11408
57;3;Marie-Jo ZIMMERMANN;LR;9215;7195
57;3;Nathalie DE OLIVEIRA;PS;3644;1912
57;4;Hélène GIRARDOT;PCF;645;379
57;4;Didier CONTE;LR;1659;742
57;4;Rémy HAMANT;PS;2499;1229
57;4;Brigitte ALBERTUS;EELV;500;959
57;4;Catherine GROSSE;LFI;3631;2234
57;4;Fabien DI FILIPPO;LR;7735;6976
57;4;Mathilde HUCHOT;EM;7801;10198
57;4;Amélie DE LA ROCHÈRE;FN;12909;6853
57;5;Céleste LETT;LR;6663;9123
57;5;Angèle DUFFLO;PS;2289;823
57;5;Nicole GRIES-TRISSE;EM;6844;7775
57;5;Pascal JENFT;FN;9261;5478
57;5;David SUCK;LR;653;4193
57;5;Brigitte BLANG;LFI;3090;2092
57;5;Bernadette HILPERT;PCF;628;218
57;5;Elisabeth PARACHINI;EELV;476;549
57;5;Solenne SCHAFF;LR;1237;457
57;6;Chantal MARY;EELV;496;342
57;6;Jonathan OUTOMURO;LFI;3838;2132
57;6;Florian PHILIPPOT;FN;22077;6138
57;6;Nicolas WALCZAK;PCF;779;183
57;6;Christophe AREND;EM;6134;5679
57;6;Pierre LANG;LR;5499;4212
57;6;Jean-Christophe KINNEL;PS;2526;928
57;7;Hélène ZANNIER;EM;8538;10290
57;7;Paola ZANETTI;PS;3877;4499
57;7;André WOJCIECHOWSKI;LR;675;6520
57;7;Kévin PFEFFER;FN;12463;8916
57;7;Martine JUNG;EELV;1171;842
57;7;Kathia DONATÉ;LFI;5630;3443
57;8;Lionel BURRIELLO;LFI;6163;5038
57;8;Peggy MAZZERO-BECKER;PS;4084;3140
57;8;Brahim HAMMOUCHE;EM;9159;9729
57;8;Patrick PERON;PCF;1280;1936
57;8;Eliane ASSIOMA-COSTA;LR;4528;2488
57;8;Bernadette MECKES;LR;933;455
57;8;Pascal DIDIER;EELV;837;897
57;8;Hervé HOFF;FN;9662;7517
57;9;Emilie MATZ;FN;9911;5690
57;9;Pauline LAPOINTE-ZORDAN;LR;8079;5618
57;9;Isabelle RAUCH;EM;12322;15458
57;9;Anne RICHARD;PCF;1067;416
57;9;Carole LELIEVRE-CHRISTIANY;LR;1360;699
57;9;Brigitte VAÏSSE;PS;4062;2885
57;9;Guy HARAU;EELV;826;1243
57;9;Jean-Luc PIERRÉ;LFI;5072;4157
58;1;Gaëtan GORCE;PS;4456;4642
58;1;Perrine GOULET;EM;10695;12431
58;1;Marie-Claude TAUREL;LFI;4872;3950
58;1;Guillaume MAILLARD;LR;734;3324
58;1;François DIOT;PCF;916;1569
58;1;Pauline VIGNERON;FN;6953;5679
58;1;Jean-Louis AUBERGET;LR;1224;969
58;2;Gilbert CHAMPAGNE;EELV;740;787
58;2;Annie LEGRAIN;LR;6608;3804
58;2;Christian PAUL;PS;4807;7812
58;2;Harold BLANOT;FN;8828;6485
58;2;Patrick VANHERSECKE;LR;1256;808
58;2;Monique CHOQUEL;PCF;976;1523
58;2;Patrice PERROT;EM;14275;14441
58;2;Marie-Anne GUILLEMAIN;LFI;5283;4342
59;1;Nicolas LEBAS;LR;354;3728
59;1;Adrien QUATENNENS;LFI;5132;5236
59;1;Eric DILLIES;FN;3957;2947
59;1;Christophe ITIER;EM;10363;8810
59;1;Hugo VANDAMME;PCF;1299;631
59;1;Anne MIKOLAJCZAK;EELV;653;1383
59;1;François LAMY;PS;3788;2470
59;2;Véronique DESCAMPS;FN;6655;5554
59;2;Romain LECLERCQ;PCF;1748;711
59;2;Florence BARISEAU;LR;4213;4731
59;2;Audrey LINKENHELD;PS;5271;7314
59;2;Hélène HARDY;EELV;875;1920
59;2;Houmria BERRADA;EM;14406;8935
59;2;Ugo BERNALICIS;LFI;7312;7598
59;3;Aurélien MOTTE;LFI;5816;4144
59;3;Christophe DI POMPEO;EM;10957;9377
59;3;Sylvie GODDYN;FN;29536;10040
59;3;Alain POYART;LR;464;4658
59;3;Franck LESUEUR-BONTE;EELV;547;503
59;3;Rémi PAUVROS;PS;3177;5498
59;3;Patrick VILTART;PCF;1352;1151
59;4;Jean-Pierre HOUBRON;LFI;5538;5921
59;4;Julien FRANQUET;FN;7259;5324
59;4;Brigitte LISO;EM;18917;18781
59;4;Philippe HARQUET;PS;4490;601
59;4;Jacques HOUSSIN;LR;7808;8150
59;4;Pierre-Yves PIRA;PCF;1417;681
59;4;Christine TAVERNIER;LR;787;525
59;4;Stéphane BALY;EELV;957;3114
59;5;Guillaume LEVECQ;LR;1132;786
59;5;Yannick BROHARD;EELV;843;1421
59;5;Aude LEDUC;PS;4203;2151
59;5;Guillaume DEKONINCK;EM;16476;14906
59;5;Victor CATTEAU;FN;11285;9199
59;5;Françoise DUMEZ;PCF;1508;1530
59;5;Lucile CAPLIER;LFI;6541;6507
59;5;Sébastien HUYGHE;LR;11454;11757
59;6;Thierry LAZARO;LR;11943;10905
59;6;Nadine SAVARY-CANTELOUP;PCF;1676;1001
59;6;Eric CATTELIN-DENU;FN;9338;6999
59;6;Maryse FABER-ROSSI;EELV;1001;1540
59;6;Charlotte LECOCQ;EM;18091;17932
59;6;Amandine FOUILLARD;LFI;5152;4638
59;7;Francis VERCAMER;LR;1094;8269
59;7;Yann MERLEVEDE;LFI;5523;4792
59;7;Françoise COOLZAET;FN;6505;4761
59;7;Arnaud VERSPIEREN;EM;12225;11226
59;7;Hélène VIARD;PS;3034;1220
59;7;Karima CHOUIA;EELV;1130;1078
59;8;Mehdi MASSROUR;PS;1992;1074
59;8;Astrid LEPLAT;FN;6212;4845
59;8;Sandrine VANHOORDE;LR;420;467
59;8;Léonard DELCOURT;LR;2096;1691
59;8;Paul ZILMIA;LFI;5567;4334
59;8;Catherine OSSON;EM;8122;6369
59;9;Céleste VAN ISTERDAEL;LFI;6357;4963
59;9;Bernard GERARD;LR;12714;11047
59;9;Valérie TALPAERT;FN;5791;3340
59;9;Sandrine ROUSSEAU;EELV;1270;2058
59;9;Valérie PETIT;EM;18133;16999
59;9;Martine ROUSSEL-VANHÉE;PCF;1669;646
59;9;Jean-Luc LANDRU;LR;575;427
59;10;Vincent LEDOUX;LR;8718;8385
59;10;Jocelyne LEFEBVRE;PCF;1106;487
59;10;Yasmina CHIGRI;PS;2981;1581
59;10;Virginie ROSEZ;FN;8811;5734
59;10;Sophie TAÏEB;EM;10795;8335
59;10;Frédéric DEBRUYNE;LR;775;444
59;10;Olivier DESCAMPS;EELV;558;1064
59;10;Adélie CORMONT;LFI;4541;3886
59;11;Laurent PIETRASZEWSKI;EM;14956;13110
59;11;Roger VICOT;PS;4305;4460
59;11;Christophe DEVLIEGHER;LR;788;589
59;11;Nathalie ACS;FN;8886;6760
59;11;Karine CHARBONNIER;LR;4999;5908
59;11;Lise DALEUX;EELV;763;1743
59;11;Arnaud MARIÉ;PCF;1575;1762
59;11;Sébastien POLVECHE;LFI;6580;5520
59;12;Anne Laure CATTELOT;EM;12043;9710
59;12;Gérard PHILIPPE;FN;13842;9921
59;12;Elisabeth SAINT-GUILY;EELV;846;1119
59;12;Jean DURIEUX;PCF;1625;2216
59;12;Laurent COURTOIS;LFI;6852;5230
59;12;Marjorie GOSSELET;LR;4574;4799
59;13;Delphine CASTELLI;PCF;1886;680
59;13;Philippe EYMERY;FN;11031;9893
59;13;Elio BERTE-LANGEREAU;LFI;7338;5434
59;13;Sarah ROBIN;EM;11599;8283
59;13;Mickaëlle LEFÈVRE;LR;367;1584
59;13;Virginie HENOCQ;EELV;1097;1600
59;14;Jean-Paul TISSERAND;FN;13838;878
59;14;Christian DEVOS;PS;3209;2634
59;14;Paul CHRISTOPHE;LR;7329;13004
59;14;Delphine DECOSTER;LFI;6149;5853
59;14;Nathalie BENALLA;PCF;1286;471
59;14;Myriam SANTHUNE;EELV;671;1584
59;14;Julien LEMAITTE;EM;13638;12407
59;15;Guillaume FACHE;EELV;1196;1219
59;15;Jennifer DE TEMMERMAN;EM;14084;13764
59;15;Hervé WALRAEVE;LFI;6686;6018
59;15;Michel LABITTE;PS;3256;3326
59;15;Bruno FICHEUX;LR;735;5305
59;15;Pascal PRINCE;FN;12121;10095
59;15;Jean-Pierre BATAILLE;LR;6117;7951
59;16;Chantal RYBAK;EM;8938;7266
59;16;Frédéric DELANNOY;PS;2157;5584
59;16;Philippe BERNARD;EELV;568;1050
59;16;Alain BRUNEEL;PCF;1439;7343
59;16;Nacéra SOLTANI;LR;3738;2812
59;16;Hortense DE MEREUIL;FN;12732;10444
59;17;Lucile WACHEUX;EELV;468;628
59;17;Frédéric NIHOUS;LR;4355;3408
59;17;Dimitri HOUBRON;EM;9410;7583
59;17;Thibaut FRANCOIS;FN;9371;7993
59;17;Agnès DUPUIS;PS;2185;1174
59;17;François GUIFFARD;LFI;4855;3961
59;17;Charles BEAUCHAMP;PCF;1105;3955
59;18;Guy BRICOUT;LR;542;13232
59;18;Rosella MILOT;LR;1090;615
59;18;Mélanie DISDIER;FN;14075;10234
59;18;Claire POMMEYROL-BURLET;EM;12500;10684
59;18;Thérèse-Marie CARDON;LFI;6519;5071
59;19;Sébastien CHENU;FN;12242;11839
59;19;Julien POIX;LFI;5856;4573
59;19;Sabine HEBBAR;EM;8355;6443
59;19;Pascal JEAN;PCF;1375;3480
59;19;Olivier CAPRON;LR;3712;2472
59;19;Anne-Lise DUFOUR-TONINI;PS;3111;5019
59;20;Frédéric BIGOT;EELV;897;699
59;20;David RICHER;LFI;6271;3031
59;20;Daniel ZIELINSKI;EM;9960;6588
59;20;Ludovic DE DANNE;FN;11417;7397
59;20;David BUSTIN;LR;342;1839
59;20;Fabien ROUSSEL;PCF;1581;7712
59;21;Ophélie TRICOT;LFI;4836;4704
59;21;Béatrice DESCAMPS;LR;4973;11170
59;21;Valérie CAUDRON;FN;10324;7323
59;21;Pauline POTTIER;EELV;467;1315
59;21;Patrick KOLEBACKI;PCF;1236;1578
59;21;Christine LAURENT;PS;7084;1840
60;1;Olivier DASSAULT;LR;7103;15597
60;1;Thierry AURY;PCF;1262;2025
60;1;Nathalie HÉNOUX-DESHAYES;LR;1086;542
60;1;Claire MARAIS-BEUIL;FN;11703;7340
60;1;Richard HEIM;EELV;1242;581
60;1;Denis FLOUR;EM;12618;9773
60;1;Fabien NAVES;LFI;5811;2261
60;2;Roland GUILLAUX;LR;1384;1126
60;2;Marie LE GLOU;PCF;1203;1291
60;2;Philippe VIROLLE;LFI;7093;2914
60;2;Alexis MANCEL;LR;6638;9046
60;2;Agnès THILL;EM;12966;12991
60;2;Jacqueline FONTAINE;EELV;988;2213
60;2;Gaëtan DUSSAUSAYE;FN;12648;10684
60;3;Karine MONSÉGU;LFI;6298;3029
60;3;Mounia TANTAN;EELV;633;43
60;3;Jean-Marc GATEAU;LR;1099;689
60;3;Philippe MURER;FN;9653;6584
60;3;Karim BOUKHACHBA;PCF;1043;1257
60;3;Johann LUCAS;PS;3099;1217
60;3;Pascal BOIS;EM;9916;8658
60;3;Frédérique LEBLANC;LR;4292;3605
60;4;Martine BERNARD;EELV;1112;1605
60;4;Mylène TROSZCZYNSKI;FN;10461;8287
60;4;Anne SÉBIRE;LR;1043;755
60;4;Caroline BREBANT;PCF;1266;1206
60;4;Eric WOERTH;LR;12429;12407
60;4;Martin BATTAGLIA;LFI;6507;3035
60;4;Stéphanie LOZANO;EM;16362;15607
60;5;François GACHIGNARD;FN;9737;6596
60;5;Pierre VATIN;LR;6430;6792
60;5;Bertrand BRASSENS;PS;2092;1585
60;5;Emmanuelle BOUR;EM;10482;10218
60;5;Augusto FERNANDES;LR;1099;425
60;5;Hélène MASURE;PCF;773;1053
60;5;Luc BLANCHARD;EELV;702;1092
60;5;Laurent GRENIER;LFI;4703;2559
60;6;Véronique ROGEZ;LR;937;761
60;6;Eric DE VALROGER;LR;6275;5869
60;6;Patrice CARVALHO;PCF;1411;6963
60;6;Michel GUINIOT;FN;10447;7759
60;6;Carole BUREAU-BONNARD;EM;11906;11091
60;6;Géraldine MINET;LFI;5860;2692
60;7;Alexandre OUIZILLE;PS;3896;2118
60;7;Marie-France BOUTROUE;PCF;933;1669
60;7;Philippe LAMBILLIOTTE;FN;10157;7458
60;7;Maxime MINOT;LR;4384;9630
60;7;Marie-Laure DARRIGADE;LFI;6094;3050
60;7;Marc MOUILLESEAUX;LR;1038;634
60;7;Jean-François DARDENNE;EM;10719;9066
61;1;Joaquim PUEYO;PS;11892;10441
61;1;Bertrand DENIAUD;LR;11829;5614
61;1;Claudine PROD'HOMME;LR;878;578
61;1;Raymond HERBRETEAU;FN;6627;4314
61;1;Isabelle ROBERT;EELV;592;1522
61;1;Martine HAMEL;LFI;3527;2865
61;1;François TOLLOT;PCF;676;525
61;2;Jean-Claude MARIE;LFI;4355;2987
61;2;Serge DELAVALLÉE;PS;2190;1854
61;2;Philippe CAMUS;LR;1103;694
61;2;Ophélie LEROUGE;EM;9000;10727
61;2;Véronique LOUWAGIE;LR;9739;10699
61;2;Francine LAVANRY;FN;7471;5690
61;2;Pierre RISTIC;EELV;995;1005
61;3;Isabelle BOSCHER;EM;11961;12980
61;3;Jérôme NURY;LR;7139;12542
61;3;Pierre LATEUX;LR;1158;359
61;3;Jean CHATELAIS;PCF;1070;846
61;3;Corinne MALIGNAC;EELV;984;1488
61;3;Clément BUJARRABAL;LFI;4796;3378
61;3;Katia FRÉMONT;FN;7317;5019
62;1;Jean-Jacques COTTEL;PS;3689;8415
62;1;Arnaud CUGIER;LR;1279;891
62;1;Maryse MASSART;PCF;1274;429
62;1;Sylvie JONIAUX;EELV;624;1179
62;1;Michel PETIT;LR;7595;8676
62;1;Bruno DUVERGÉ;EM;14894;15037
62;1;Agnès CAUDRON;FN;16568;12710
62;1;Gabriel BERTEIN;LFI;6245;5415
62;2;Alban HEUSELE;FN;8791;7718
62;2;Véronique LOIR;LR;827;880
62;2;Caroline DELPLACE;LFI;5832;5531
62;2;Alexandre MALFAIT;LR;624;6937
62;2;Antoine DÉTOURNÉ;PS;3949;2880
62;2;Leïla DUTAILLY;PCF;1249;548
62;2;Jacqueline MAQUET;EM;19394;15889
62;2;Laure OLIVIER;EELV;768;2051
62;3;José EVRARD;FN;12326;11707
62;3;Jamel OUFQIR;EELV;603;1275
62;3;Sabine BANACH-FINEZ;LR;3368;1752
62;3;Patrick DEBRUYNE;EM;8580;6276
62;3;Frédérique MASSON;PS;3174;3310
62;3;Jean-Marc TELLIER;PCF;1494;6055
62;3;Djordje KUZMANOVIC;LFI;7134;4172
62;4;Anaïs ALLIOT;LFI;5035;3670
62;4;Martine MINNE;EELV;995;678
62;4;Thibaut GUILLUY;EM;16233;17158
62;4;Blandine DRAIN;PS;3302;2954
62;4;Benoit DOLLE;FN;10464;7098
62;4;Daniel FASQUELLE;LR;11164;15126
62;5;Cindy PACQUES;EELV;718;1418
62;5;Antoine GOLLIOT;FN;10178;8789
62;5;Mireille HINGREZ-CÉRÉDA;PS;2807;4400
62;5;Alain BERTHAULT;LFI;5985;5776
62;5;Fabienne CHOCHOIS;LR;5546;4176
62;5;Jean-Pierre PONT;EM;13643;13145
62;5;David GOBE;PCF;1423;1446
62;6;Claudine BLAUWART;LR;1061;1109
62;6;Brigitte BOURGUIGNON;EM;18907;20173
62;6;Jean-Michel TACCOEN;LR;5840;7672
62;6;Patricia DUVIEUBOURG;PCF;1694;1016
62;6;Nadine DEMAREY;LFI;6427;5311
62;6;Marie-Christine BOURGEOIS;FN;12687;10914
62;6;Charlotte TALPAERT;EELV;1094;1095
62;7;Anne-Sophie LIGNIERT;LFI;6235;4742
62;7;Sébastien LECOUSTRE;LR;981;510
62;7;Philippe OLIVIER;FN;13418;10033
62;7;Francis GEST;EELV;556;922
62;7;Pierre-Henri DUMONT;LR;4639;8907
62;7;Jacky HENIN;PCF;1414;1744
62;7;Dominique PIEDFORT;EM;9819;8354
62;7;Yann CAPET;PS;3625;5211
62;8;Casimir LETELLIER;LFI;6576;5334
62;8;Muriel VOLLE;LR;527;3657
62;8;Karine HAVERLANT;FN;13646;10055
62;8;Rene HOCQ;PCF;1197;2393
62;8;Bertrand PETIT;PS;3615;10022
62;8;Benoit POTTERIE;EM;15028;12594
62;8;Florian QUÈZE;EELV;689;856
62;9;Marguerite DEPREZ-AUDEBERT;EM;11038;10903
62;9;Bruno WESTRELIN;PCF;1638;1217
62;9;Pierre-Emmanuel GIBSON;LR;4291;4912
62;9;Sebastien HOCHART;LR;899;759
62;9;Marie-Andrée QUESTE;EELV;900;1042
62;9;Jacques DELAIRE;FN;10001;8325
62;9;Bruno DUBOUT;LFI;6197;4561
62;10;Lisette SUDIC;EELV;585;936
62;10;Laurence DESCHANEL;EM;8642;8309
62;10;Gauthier JANKOWSKI;LFI;6236;5192
62;10;Nesrédine RAMDANI;LR;4433;2133
62;10;Bernard CAILLIAU;PS;3300;7260
62;10;Ludovic PAJOT;FN;13632;12676
62;10;Ludovic GUYOT;PCF;1452;1998
62;11;Alexandrine PINTUS;LR;3111;1818
62;11;Anne ROQUET;EM;8338;7141
62;11;Marine LE PEN;FN;15864;19997
62;11;Marine TONDELIER;EELV;656;1542
62;11;Betty LECLERCQ;LR;851;346
62;11;Philippe KEMEL;PS;3555;4705
62;11;Hervé POLY;PCF;1635;2172
62;11;Jean-Pierre CARPENTIER;LFI;6836;4334
62;12;Daniel LUDWIKOWSKI;EELV;714;992
62;12;Coralie REMBERT;EM;9147;8863
62;12;Christian CHAMPIRE;PCF;1531;1774
62;12;Caroline MELONI;LR;3615;1781
62;12;Laurent DUPORGE;PS;3479;6829
62;12;Grégory FRACKOWIAK;LFI;6774;5120
62;12;Jean-Michel ANDREAU;LR;978;525
62;12;Bruno BILDE;FN;15772;15115
63;1;Cécile AUDET;PS;4897;3544
63;1;Antoine RECHAGNEUX;LR;792;418
63;1;Damien FOLIO;EELV;1061;863
63;1;Cyril CINEUX;PCF;1215;972
63;1;Alain LAFFONT;LFI;7588;5945
63;1;Valérie THOMAS;EM;14650;15481
63;1;Maxime VERGNAULT;LR;5411;3738
63;1;Anne BISCOS;FN;5115;3546
63;2;Stanislas CHAVELET;FN;6915;4850
63;2;Mohand HAMOUMOU;EM;15687;13731
63;2;Stéphanie FLORI-DUTOUR;LR;5978;5827
63;2;Pascal ESTIER;LFI;9118;7225
63;2;Christine PIRÈS BEAUNE;PS;6522;12536
63;2;Doris VALOUR;LR;1097;683
63;3;Laurence VICHNIEVSKY;EM;18539;18384
63;3;Nicolas BONNET;EELV;2199;5260
63;3;Corinne NEVEUX;LR;873;484
63;3;Louis GISCARD D'ESTAING;LR;1058;10043
63;3;Christine THOMAS;PCF;1635;1307
63;3;Anne-Marie CARTA;FN;5174;3234
63;3;Marc CHOVIN;LFI;7467;5683
63;3;Christophe SERRE;LR;7827;2789
63;4;Sylwia POWARUNAS;FN;7457;4293
63;4;Bertrand BARRAUD;LR;7123;7363
63;4;Hervé PRONONCE;LR;957;3352
63;4;Maximilien MARTINS;LR;1081;628
63;4;Michel FANGET;EM;18912;16472
63;4;Sylvie MAISONNET;PS;4128;4828
63;4;Catherine MOLLET;LFI;7416;7240
63;4;Catherine FROMAGE;PCF;1455;2330
63;5;Sara PERRET;LFI;8234;3612
63;5;Gérard BETENFELD;PS;3006;1704
63;5;Jérémy PRÉVOST;LR;1152;845
63;5;Sébastien GARDETTE;EM;17501;15491
63;5;Jérôme JAYET;FN;9222;5267
63;5;Claire LESPAGNOL;EELV;1162;716
63;5;Florence DINOUARD;LR;908;495
63;5;Myriam FOUGÈRE;LR;6364;5125
63;5;André CHASSAIGNE;PCF;1807;18444
64;1;Olivier DARTIGOLLES;PCF;917;1635
64;1;Claudie CHEYROUX;FN;3828;3149
64;1;Séverine GHEDJATI;LFI;4638;4404
64;1;Josy POUEYTO;EM;13524;14112
64;1;Jérôme MARBOT;PS;5383;4427
64;1;Philippe KROMPHOLTZ;LR;840;422
64;1;Pauline ROY;LR;4515;5265
64;2;Thierry MOUTOU;LFI;7307;4341
64;2;Nathalie CHABANNE;PS;5620;6244
64;2;Joseph DAMOUR;FN;5592;3995
64;2;Jean-Paul MATTEI;EM;19547;18019
64;2;Eric SAUBATTE;LR;6576;6065
64;3;Isabelle LARROUY;PCF;1159;1348
64;3;David HABIB;PS;5929;11644
64;3;Pierre SAULNIER;LR;9102;3234
64;3;Lucinda CARVALHO;FN;5923;4031
64;3;Michel BERNOS;EM;17625;13647
64;3;Bernard DUPONT;LR;713;4008
64;3;Eric PETETIN;EELV;1234;256
64;3;Eric LYTWYN;LFI;7278;5020
64;4;Laurent INCHAUSPÉ;LR;812;2494
64;4;Véronique DAZORD;LR;712;282
64;4;Bernard UTHURRY;PS;3961;5808
64;4;Didier BAYENS;LFI;6488;3529
64;4;Véronique ZENONI;EELV;1022;1236
64;4;Loïc CORRÉGÉ;EM;14864;11688
64;4;Gilles HUSTAIX;FN;4185;1970
64;4;Marc OXIBAR;LR;6155;4443
64;4;Robert BAREILLE;PCF;977;1540
64;5;Florence LASSERRE-DAVID;EM;14836;17528
64;5;Caroline OUSTALET;LR;6989;5353
64;5;Yves UGALDE;LR;1200;1647
64;5;Jérémy FARGE;LFI;6029;4942
64;5;Jean-Michel IRATCHET;FN;5151;3378
64;5;Thibault PATHIAS;EELV;1093;1994
64;5;Pascal LESELLIER;LR;1032;494
64;5;Colette CAPDEVIELLE;PS;6300;6253
64;5;Marie José RIVAS;PCF;1220;1130
64;6;Christine LABROUSSE;LFI;6003;4804
64;6;Vincent BRU;EM;21186;20087
64;6;Maider AROSTEGUY;LR;11385;7882
64;6;Sylviane ALAUX;PS;5815;3848
64;6;Stéphane ALVAREZ;LR;1406;886
64;6;Dominique MÉLÉ;PCF;1187;638
64;6;Sophie BUSSIÈRE;EELV;1257;1824
64;6;Sylviane LOPEZ;FN;5003;3309
65;1;Jean GLAVANY;PS;5740;6583
65;1;Henri LOURDOU;EELV;954;1520
65;1;Sylvie FERRER;LFI;8094;6949
65;1;Jean-Bernard SEMPASTOUS;EM;22737;19437
