Dept_circo;Nom;Prenom;nuance;voix;%Voix/inscrit;%Voix/exprimes;Acces
92_6;GRANGER;MARIE;DIV;13;0,02;0,03;N
92_7;;;;;0,00;0,00;
92_8;PAILLARD;CHRISTOPHE;DVD;76;0,11;0,18;N
92_9;CRETEGNY;GUILLAUME;DIV;10978;17,99;30,41;N
92_10;;;;;0,00;0,00;
92_11;HAUJARD;SÃ‰BASTIEN;DVD;71;0,11;0,18;N
92_12;;;;;0,00;0,00;
92_13;;;;;0,00;0,00;
93_1;;;;;0,00;0,00;
93_2;FEUILLETTE;PIERRE;DIV;109;0,21;0,49;N
93_3;;;;;0,00;0,00;
93_4;;;;;0,00;0,00;
93_5;;;;;0,00;0,00;
93_6;;;;;0,00;0,00;
93_7;GLEMAIN;LAURE;DIV;16;0,02;0,05;N
93_8;;;;;0,00;0,00;
93_9;;;;;0,00;0,00;
93_10;CURTET;ROLAND;EXD;338;0,50;1,05;N
93_11;DOS SANTOS;MAXIME;DIV;4;0,01;0,01;N
93_12;KHELIFI;AHMED;DIV;42;0,07;0,13;N
94_1;;;;;0,00;0,00;
94_2;CHIBOUT;FARID;DVD;187;0,29;0,59;N
94_3;;;;;0,00;0,00;
94_4;;;;;0,00;0,00;
94_5;;;;;0,00;0,00;
94_6;FARRÃ‰;ALADIN;DIV;35;0,04;0,08;N
94_7;;;;;0,00;0,00;
94_8;;;;;0,00;0,00;
94_9;;;;;0,00;0,00;
94_10;BOULANGER;ALAIN;DIV;96;0,15;0,30;N
94_11;;;;;0,00;0,00;
95_1;;;;;0,00;0,00;
95_2;;;;;0,00;0,00;
95_3;;;;;0,00;0,00;
95_4;;;;;0,00;0,00;
95_5;;;;;0,00;0,00;
95_6;;;;;0,00;0,00;
95_7;;;;;0,00;0,00;
95_8;;;;;0,00;0,00;
95_9;;;;;0,00;0,00;
95_10;;;;;0,00;0,00;
971_1;;;;;0,00;0,00;
971_2;;;;;0,00;0,00;
971_3;;;;;0,00;0,00;
971_4;;;;;0,00;0,00;
972_1;;;;;0,00;0,00;
972_2;;;;;0,00;0,00;
972_3;;;;;0,00;0,00;
972_4;;;;;0,00;0,00;
973_1;;;;;0,00;0,00;
973_2;;;;;0,00;0,00;
974_1;;;;;0,00;0,00;
974_2;;;;;0,00;0,00;
974_3;;;;;0,00;0,00;
974_4;;;;;0,00;0,00;
974_5;;;;;0,00;0,00;
974_6;;;;;0,00;0,00;
974_7;;;;;0,00;0,00;
975_1;;;;;0,00;0,00;
979_1;;;;;0,00;0,00;
985_1;CARVALHO;LUCINDA;FRN;189;0,53;1,22;N
985_2;;;;;0,00;0,00;
986_1;;;;;0,00;0,00;
987_1;FREBAULT;PIERRE;DIV;5524;8,23;18,30;O
987_2;TUNOA;HINANO;DIV;371;0,62;1,44;N
987_3;TETUANUI;GASTON;DIV;379;0,63;1,35;N
988_1;;;;;0,00;0,00;
988_2;;;;;0,00;0,00;
99_1;CLAYETTE;RAPHAÃ‹L;DIV;409;0,26;1,29;N
99_2;;;;;0,00;0,00;
99_3;TIXIER;EDITH;DIV;38;0,04;0,21;N
99_4;DUBOST;GUILLAUME;DIV;99;0,10;0,43;N
99_5;;;;;0,00;0,00;
99_6;FLOQUET;CHRISTIANE;FRN;1223;1,15;5,28;N
99_7;RÃ‰GNIER;JACQUES;DIV;141;0,16;0,68;N
99_8;;;;;0,00;0,00;
99_9;RUGGIERI;FRÃ‰DÃ‰RIQUE;DIV;189;0,20;1,12;N
99_10;PONT;JEAN-PIERRE;DIV;467;0,51;2,22;N
99_11;RAMAKICHENANE;ALAVANDANE;DIV;221;0,28;1,01;N
1_1;;;;;0,00;0,00;
1_2;;;;;0,00;0,00;
1_3;;;;;0,00;0,00;
1_4;;;;;0,00;0,00;
1_5;;;;;0,00;0,00;
2_1;;;;;0,00;0,00;
2_2;;;;;0,00;0,00;
2_3;;;;;0,00;0,00;
2_4;;;;;0,00;0,00;
2_5;;;;;0,00;0,00;
3_1;;;;;0,00;0,00;
3_2;;;;;0,00;0,00;
3_3;;;;;0,00;0,00;
4_1;;;;;0,00;0,00;
4_2;;;;;0,00;0,00;
5_1;;;;;0,00;0,00;
5_2;;;;;0,00;0,00;
6_1;GASTAUD;JEAN-PIERRE;DIV;16;0,02;0,04;N
6_2;;;;;0,00;0,00;
6_3;NOFRI;GAÃ‹L;FRN;10770;12,33;22,75;N
6_4;;;;;0,00;0,00;
6_5;;;;;0,00;0,00;
6_6;;;;;0,00;0,00;
6_7;;;;;0,00;0,00;
6_8;;;;;0,00;0,00;
6_9;;;;;0,00;0,00;
7_1;;;;;0,00;0,00;
7_2;;;;;0,00;0,00;
7_3;;;;;0,00;0,00;
8_1;;;;;0,00;0,00;
8_2;;;;;0,00;0,00;
8_3;;;;;0,00;0,00;
9_1;;;;;0,00;0,00;
9_2;;;;;0,00;0,00;
10_1;;;;;0,00;0,00;
10_2;;;;;0,00;0,00;
10_3;;;;;0,00;0,00;
11_1;;;;;0,00;0,00;
11_2;;;;;0,00;0,00;
11_3;;;;;0,00;0,00;
12_1;;;;;0,00;0,00;
12_2;;;;;0,00;0,00;
12_3;;;;;0,00;0,00;
13_1;DAHMANI;MOHAMED;DIV;487;0,66;1,16;N
13_2;;;;;0,00;0,00;
13_3;;;;;0,00;0,00;
13_4;AUCOUTURIER;MARIE-CLAUDE;FRN;4356;7,42;14,30;O
13_5;BAUMANN;JEANPIERRE;FRN;6512;9,48;16,27;N
13_6;;;;;0,00;0,00;
13_7;GOUAL;MOURAD;DVD;93;0,15;0,31;N
13_8;;;;;0,00;0,00;
13_9;;;;;0,00;0,00;
13_10;;;;;0,00;0,00;
13_11;;;;;0,00;0,00;
13_12;;;;;0,00;0,00;
13_13;;;;;0,00;0,00;
13_14;;;;;0,00;0,00;
13_15;;;;;0,00;0,00;
13_16;;;;;0,00;0,00;
14_1;;;;;0,00;0,00;
14_2;;;;;0,00;0,00;
14_3;;;;;0,00;0,00;
14_4;;;;;0,00;0,00;
14_5;;;;;0,00;0,00;
14_6;;;;;0,00;0,00;
15_1;;;;;0,00;0,00;
15_2;;;;;0,00;0,00;
16_1;;;;;0,00;0,00;
16_2;;;;;0,00;0,00;
16_3;;;;;0,00;0,00;
17_1;;;;;0,00;0,00;
17_2;;;;;0,00;0,00;
17_3;;;;;0,00;0,00;
17_4;;;;;0,00;0,00;
17_5;;;;;0,00;0,00;
18_1;;;;;0,00;0,00;
18_2;;;;;0,00;0,00;
18_3;;;;;0,00;0,00;
19_1;;;;;0,00;0,00;
19_2;;;;;0,00;0,00;
21_1;;;;;0,00;0,00;
21_2;;;;;0,00;0,00;
21_3;;;;;0,00;0,00;
21_4;;;;;0,00;0,00;
21_5;;;;;0,00;0,00;
22_1;;;;;0,00;0,00;
22_2;;;;;0,00;0,00;
22_3;;;;;0,00;0,00;
22_4;;;;;0,00;0,00;
22_5;;;;;0,00;0,00;
23_1;;;;;0,00;0,00;
24_1;;;;;0,00;0,00;
24_2;;;;;0,00;0,00;
24_3;;;;;0,00;0,00;
24_4;;;;;0,00;0,00;
25_1;;;;;0,00;0,00;
25_2;;;;;0,00;0,00;
25_3;;;;;0,00;0,00;
25_4;;;;;0,00;0,00;
25_5;;;;;0,00;0,00;
26_1;;;;;0,00;0,00;
26_2;;;;;0,00;0,00;
26_3;;;;;0,00;0,00;
26_4;;;;;0,00;0,00;
27_1;;;;;0,00;0,00;
27_2;;;;;0,00;0,00;
27_3;;;;;0,00;0,00;
27_4;;;;;0,00;0,00;
27_5;;;;;0,00;0,00;
28_1;;;;;0,00;0,00;
28_2;DAUTRÃŠME;JACQUES;EXD;803;1,12;2,09;N
28_3;;;;;0,00;0,00;
28_4;;;;;0,00;0,00;
29_1;;;;;0,00;0,00;
29_2;;;;;0,00;0,00;
29_3;;;;;0,00;0,00;
29_4;;;;;0,00;0,00;
29_5;;;;;0,00;0,00;
29_6;;;;;0,00;0,00;
29_7;;;;;0,00;0,00;
29_8;;;;;0,00;0,00;
2A_1;;;;;0,00;0,00;
2A_2;;;;;0,00;0,00;
2B_1;;;;;0,00;0,00;
2B_2;;;;;0,00;0,00;
30_1;ALIROL;ANNE;DIV;102;0,12;0,21;N
30_2;;;;;0,00;0,00;
30_3;;;;;0,00;0,00;
30_4;;;;;0,00;0,00;
30_5;;;;;0,00;0,00;
30_6;;;;;0,00;0,00;
31_1;ROUJA;ANTHONY;DIV;0;0,00;0,00;N
31_2;ISLA;RAPHAÃ‹L;DIV;660;0,70;1,21;N
31_3;;;;;0,00;0,00;
31_4;VEYSSEYRE;DAVID;DIV;69;0,10;0,20;N
31_5;;;;;0,00;0,00;
31_6;;;;;0,00;0,00;
31_7;;;;;0,00;0,00;
31_8;;;;;0,00;0,00;
31_9;;;;;0,00;0,00;
31_10;;;;;0,00;0,00;
32_1;;;;;0,00;0,00;
32_2;;;;;0,00;0,00;
33_1;;;;;0,00;0,00;
33_2;;;;;0,00;0,00;
33_3;;;;;0,00;0,00;
33_4;;;;;0,00;0,00;
33_5;;;;;0,00;0,00;
33_6;;;;;0,00;0,00;
33_7;;;;;0,00;0,00;
33_8;;;;;0,00;0,00;
33_9;;;;;0,00;0,00;
33_10;;;;;0,00;0,00;
33_11;;;;;0,00;0,00;
33_12;;;;;0,00;0,00;
34_1;;;;;0,00;0,00;
34_2;MEYER;CAROLE;DIV;68;0,12;0,22;N
34_3;;;;;0,00;0,00;
34_4;METZGER;MARIE-JOSÃ‰;DIV;122;0,12;0,20;N
34_5;;;;;0,00;0,00;
34_6;CANTOURNET;DENIS;DIV;246;0,29;0,49;N
34_7;;;;;0,00;0,00;
34_8;;;;;0,00;0,00;
34_9;PELLETIER;JEAN-LOUIS;DIV;412;0,54;0,94;N
35_1;;;;;0,00;0,00;
35_2;;;;;0,00;0,00;
35_3;;;;;0,00;0,00;
35_4;;;;;0,00;0,00;
35_5;;;;;0,00;0,00;
35_6;;;;;0,00;0,00;
35_7;;;;;0,00;0,00;
35_8;;;;;0,00;0,00;
36_1;;;;;0,00;0,00;
36_2;;;;;0,00;0,00;
37_1;;;;;0,00;0,00;
37_2;;;;;0,00;0,00;
37_3;;;;;0,00;0,00;
37_4;;;;;0,00;0,00;
37_5;;;;;0,00;0,00;
38_1;COURAUD;MAXIME;DIV;40;0,05;0,08;N
38_2;;;;;0,00;0,00;
38_3;FAVARO;CHRISTINE;DIV;149;0,25;0,46;N
38_4;;;;;0,00;0,00;
38_5;;;;;0,00;0,00;
38_6;;;;;0,00;0,00;
38_7;;;;;0,00;0,00;
38_8;;;;;0,00;0,00;
38_9;;;;;0,00;0,00;
38_10;SABATIER;ANTONIN;FRN;10257;11,69;21,36;N
39_1;;;;;0,00;0,00;
39_2;;;;;0,00;0,00;
39_3;;;;;0,00;0,00;
40_1;;;;;0,00;0,00;
40_2;;;;;0,00;0,00;
40_3;;;;;0,00;0,00;
41_1;;;;;0,00;0,00;
41_2;;;;;0,00;0,00;
41_3;;;;;0,00;0,00;
42_1;;;;;0,00;0,00;
42_2;;;;;0,00;0,00;
42_3;;;;;0,00;0,00;
42_4;;;;;0,00;0,00;
42_5;;;;;0,00;0,00;
42_6;;;;;0,00;0,00;
43_1;;;;;0,00;0,00;
43_2;;;;;0,00;0,00;
44_1;;;;;0,00;0,00;
44_2;;;;;0,00;0,00;
44_3;;;;;0,00;0,00;
44_4;;;;;0,00;0,00;
44_5;;;;;0,00;0,00;
44_6;;;;;0,00;0,00;
44_7;;;;;0,00;0,00;
44_8;;;;;0,00;0,00;
44_9;;;;;0,00;0,00;
44_10;;;;;0,00;0,00;
45_1;;;;;0,00;0,00;
45_2;;;;;0,00;0,00;
45_3;;;;;0,00;0,00;
45_4;;;;;0,00;0,00;
45_5;;;;;0,00;0,00;
45_6;;;;;0,00;0,00;
46_1;;;;;0,00;0,00;
46_2;;;;;0,00;0,00;
47_1;;;;;0,00;0,00;
47_2;;;;;0,00;0,00;
47_3;;;;;0,00;0,00;
48_1;;;;;0,00;0,00;
49_1;;;;;0,00;0,00;
49_2;;;;;0,00;0,00;
49_3;;;;;0,00;0,00;
49_4;;;;;0,00;0,00;
49_5;;;;;0,00;0,00;
49_6;;;;;0,00;0,00;
49_7;;;;;0,00;0,00;
50_1;;;;;0,00;0,00;
50_2;;;;;0,00;0,00;
50_3;;;;;0,00;0,00;
50_4;;;;;0,00;0,00;
51_1;;;;;0,00;0,00;
51_2;;;;;0,00;0,00;
51_3;;;;;0,00;0,00;
51_4;;;;;0,00;0,00;
51_5;;;;;0,00;0,00;
52_1;;;;;0,00;0,00;
52_2;;;;;0,00;0,00;
53_1;;;;;0,00;0,00;
53_2;;;;;0,00;0,00;
53_3;;;;;0,00;0,00;
54_1;POUVREAU;SIMON;DIV;104;0,13;0,23;N
54_2;MLADENOVIC;ALEXANDRE;DVD;74;0,10;0,18;N
54_3;;;;;0,00;0,00;
54_4;;;;;0,00;0,00;
54_5;;;;;0,00;0,00;
54_6;;;;;0,00;0,00;
55_1;;;;;0,00;0,00;
55_2;;;;;0,00;0,00;
56_1;;;;;0,00;0,00;
56_2;;;;;0,00;0,00;
56_3;;;;;0,00;0,00;
56_4;;;;;0,00;0,00;
56_5;;;;;0,00;0,00;
56_6;;;;;0,00;0,00;
57_1;;;;;0,00;0,00;
57_2;;;;;0,00;0,00;
57_3;;;;;0,00;0,00;
57_4;;;;;0,00;0,00;
57_5;;;;;0,00;0,00;
57_6;;;;;0,00;0,00;
57_7;;;;;0,00;0,00;
57_8;;;;;0,00;0,00;
57_9;;;;;0,00;0,00;
58_1;;;;;0,00;0,00;
58_2;;;;;0,00;0,00;
59_1;;;;;0,00;0,00;
59_2;;;;;0,00;0,00;
59_3;;;;;0,00;0,00;
59_4;;;;;0,00;0,00;
59_5;;;;;0,00;0,00;
59_6;;;;;0,00;0,00;
59_7;;;;;0,00;0,00;
59_8;;;;;0,00;0,00;
59_9;;;;;0,00;0,00;
59_10;;;;;0,00;0,00;
59_11;;;;;0,00;0,00;
59_12;;;;;0,00;0,00;
59_13;;;;;0,00;0,00;
59_14;;;;;0,00;0,00;
59_15;;;;;0,00;0,00;
59_16;;;;;0,00;0,00;
59_17;;;;;0,00;0,00;
59_18;;;;;0,00;0,00;
59_19;;;;;0,00;0,00;
59_20;;;;;0,00;0,00;
59_21;;;;;0,00;0,00;
60_1;;;;;0,00;0,00;
60_2;;;;;0,00;0,00;
60_3;;;;;0,00;0,00;
60_4;;;;;0,00;0,00;
60_5;;;;;0,00;0,00;
60_6;;;;;0,00;0,00;
60_7;;;;;0,00;0,00;
61_1;;;;;0,00;0,00;
61_2;;;;;0,00;0,00;
61_3;;;;;0,00;0,00;
62_1;;;;;0,00;0,00;
62_2;;;;;0,00;0,00;
62_3;;;;;0,00;0,00;
62_4;;;;;0,00;0,00;
62_5;;;;;0,00;0,00;
62_6;;;;;0,00;0,00;
62_7;;;;;0,00;0,00;
62_8;;;;;0,00;0,00;
62_9;;;;;0,00;0,00;
62_10;;;;;0,00;0,00;
62_11;;;;;0,00;0,00;
62_12;;;;;0,00;0,00;
63_1;;;;;0,00;0,00;
63_2;;;;;0,00;0,00;
63_3;;;;;0,00;0,00;
63_4;;;;;0,00;0,00;
63_5;;;;;0,00;0,00;
64_1;;;;;0,00;0,00;
64_2;;;;;0,00;0,00;
64_3;;;;;0,00;0,00;
64_4;;;;;0,00;0,00;
64_5;;;;;0,00;0,00;
64_6;;;;;0,00;0,00;
65_1;;;;;0,00;0,00;
65_2;;;;;0,00;0,00;
66_1;MARCINIAK;ANNIE;DIV;41;0,06;0,10;N
66_2;;;;;0,00;0,00;
66_3;;;;;0,00;0,00;
66_4;;;;;0,00;0,00;
67_1;;;;;0,00;0,00;
67_2;;;;;0,00;0,00;
67_3;;;;;0,00;0,00;
67_4;;;;;0,00;0,00;
67_5;;;;;0,00;0,00;
67_6;;;;;0,00;0,00;
67_7;;;;;0,00;0,00;
67_8;;;;;0,00;0,00;
67_9;;;;;0,00;0,00;
68_1;;;;;0,00;0,00;
68_2;;;;;0,00;0,00;
68_3;;;;;0,00;0,00;
68_4;;;;;0,00;0,00;
68_5;;;;;0,00;0,00;
68_6;;;;;0,00;0,00;
69_1;;;;;0,00;0,00;
69_2;FLUSIN;CLÃ‰MENCE;DIV;102;0,14;0,24;N
69_3;LAFOND;ERIC;DVD;677;0,96;1,72;N
69_4;;;;;0,00;0,00;
69_5;;;;;0,00;0,00;
69_6;;;;;0,00;0,00;
69_7;AMSELLEM;DAVID;DIV;140;0,22;0,45;N
69_8;;;;;0,00;0,00;
69_9;;;;;0,00;0,00;
69_10;BRUN;MICHÃˆLE;DIV;0;0,00;0,00;N
69_11;;;;;0,00;0,00;
69_12;;;;;0,00;0,00;
69_13;;;;;0,00;0,00;
69_14;;;;;0,00;0,00;
70_1;;;;;0,00;0,00;
70_2;;;;;0,00;0,00;
71_1;;;;;0,00;0,00;
71_2;;;;;0,00;0,00;
71_3;;;;;0,00;0,00;
71_4;;;;;0,00;0,00;
71_5;;;;;0,00;0,00;
72_1;;;;;0,00;0,00;
72_2;;;;;0,00;0,00;
72_3;;;;;0,00;0,00;
72_4;;;;;0,00;0,00;
72_5;;;;;0,00;0,00;
73_1;;;;;0,00;0,00;
73_2;;;;;0,00;0,00;
73_3;;;;;0,00;0,00;
73_4;;;;;0,00;0,00;
74_1;;;;;0,00;0,00;
74_2;;;;;0,00;0,00;
74_3;;;;;0,00;0,00;
74_4;;;;;0,00;0,00;
74_5;;;;;0,00;0,00;
74_6;;;;;0,00;0,00;
75_1;AISSANI;CHARLES;DIV;179;0,23;0,39;N
75_2;REBOT;STELLA;DVD;101;0,14;0,22;N
75_3;;;;;0,00;0,00;
75_4;BACH;MARIE-LAURE;DIV;24;0,04;0,06;N
75_5;DELANOE;GASPARD;DIV;180;0,25;0,43;N
75_6;LOUBET;MURIEL;DVD;345;0,47;0,80;N
75_7;VOITIER;ISABELLE;DVD;144;0,20;0,33;N
75_8;CLERGEAULT;PHILIPPE;DVD;82;0,10;0,17;N
75_9;CRETON;CATHERINE;FRN;2718;4,08;6,98;N
75_10;SANTI;OLIVIER;DVD;441;0,66;1,13;N
75_11;COUTAU-BEGARIE;CLAIRE;FRN;1976;2,84;4,47;N
75_12;;;;;0,00;0,00;
75_13;BENZERGA;SHÃ‰HÃ‰RAZADE;DIV;151;0,21;0,33;N
75_14;DE JOUSSINEAU;MARC;FRN;2172;3,11;5,49;N
75_15;MOHAMMEDI;HACEN;DIV;141;0,19;0,33;N
75_16;CIARDI;MICHEL;FRN;2131;3,22;5,91;N
75_17;JEAN-BAPTISTE;RONALD;DIV;87;0,16;0,30;N
75_18;;;;;0,00;0,00;
76_1;;;;;0,00;0,00;
76_2;;;;;0,00;0,00;
76_3;;;;;0,00;0,00;
76_4;;;;;0,00;0,00;
76_5;;;;;0,00;0,00;
76_6;;;;;0,00;0,00;
76_7;;;;;0,00;0,00;
76_8;;;;;0,00;0,00;
76_9;;;;;0,00;0,00;
76_10;;;;;0,00;0,00;
77_1;;;;;0,00;0,00;
77_2;;;;;0,00;0,00;
77_3;;;;;0,00;0,00;
77_4;;;;;0,00;0,00;
77_5;;;;;0,00;0,00;
77_6;;;;;0,00;0,00;
77_7;;;;;0,00;0,00;
77_8;;;;;0,00;0,00;
77_9;;;;;0,00;0,00;
77_10;;;;;0,00;0,00;
77_11;;;;;0,00;0,00;
78_1;LEOPOLD;ARIELLE;DIV;435;0,53;0,88;N
78_2;;;;;0,00;0,00;
78_3;SOUCHÃˆRE;SOPHIE;FRN;3461;4,25;7,10;N
78_4;;;;;0,00;0,00;
78_5;;;;;0,00;0,00;
78_6;;;;;0,00;0,00;
78_7;;;;;0,00;0,00;
78_8;;;;;0,00;0,00;
78_9;;;;;0,00;0,00;
78_10;;;;;0,00;0,00;
78_11;;;;;0,00;0,00;
78_12;;;;;0,00;0,00;
79_1;;;;;0,00;0,00;
79_2;;;;;0,00;0,00;
79_3;;;;;0,00;0,00;
80_1;;;;;0,00;0,00;
80_2;;;;;0,00;0,00;
80_3;;;;;0,00;0,00;
80_4;;;;;0,00;0,00;
80_5;;;;;0,00;0,00;
81_1;;;;;0,00;0,00;
81_2;;;;;0,00;0,00;
81_3;;;;;0,00;0,00;
82_1;;;;;0,00;0,00;
82_2;;;;;0,00;0,00;
83_1;;;;;0,00;0,00;
83_2;;;;;0,00;0,00;
83_3;;;;;0,00;0,00;
83_4;;;;;0,00;0,00;
83_5;;;;;0,00;0,00;
83_6;;;;;0,00;0,00;
83_7;GUARDIA;FRANÃ‡OISE;EXD;254;0,25;0,45;N
83_8;;;;;0,00;0,00;
84_1;DE LA TOCNAYE;THIBAULT;FRN;9862;13,61;24,37;O
84_2;;;;;0,00;0,00;
84_3;;;;;0,00;0,00;
84_4;;;;;0,00;0,00;
84_5;;;;;0,00;0,00;
85_1;;;;;0,00;0,00;
85_2;;;;;0,00;0,00;
85_3;;;;;0,00;0,00;
85_4;;;;;0,00;0,00;
85_5;;;;;0,00;0,00;
86_1;;;;;0,00;0,00;
86_2;;;;;0,00;0,00;
86_3;;;;;0,00;0,00;
86_4;;;;;0,00;0,00;
87_1;;;;;0,00;0,00;
87_2;;;;;0,00;0,00;
87_3;;;;;0,00;0,00;
88_1;;;;;0,00;0,00;
88_2;;;;;0,00;0,00;
88_3;;;;;0,00;0,00;
88_4;;;;;0,00;0,00;
89_1;;;;;0,00;0,00;
89_2;;;;;0,00;0,00;
89_3;;;;;0,00;0,00;
90_1;;;;;0,00;0,00;
90_2;;;;;0,00;0,00;
91_1;;;;;0,00;0,00;
91_2;;;;;0,00;0,00;
91_3;;;;;0,00;0,00;
91_4;;;;;0,00;0,00;
91_5;MIGNON;PATRICK;DVD;447;0,67;1,07;N
91_6;;;;;0,00;0,00;
91_7;;;;;0,00;0,00;
91_8;;;;;0,00;0,00;
91_9;;;;;0,00;0,00;
91_10;;;;;0,00;0,00;
92_1;CARILLON;RÃ‰MI;FRN;3255;5,47;11,47;N
92_2;;;;;0,00;0,00;
92_3;;;;;0,00;0,00;
92_4;STEBE;YVES;DVD;244;0,34;0,63;N
92_5;RONDEPIERRE;GEOFFROY;FRN;2340;3,40;5,83;N
92_6;NEKKAZ;RACHID;DIV;7;0,01;0,02;N
92_7;;;;;0,00;0,00;
92_8;BECQ;MICHEL;DVD;333;0,50;0,81;N
92_9;BOUKTIT;SOFIANE;DIV;87;0,14;0,24;N
92_10;;;;;0,00;0,00;
92_11;DE FONTENAILLES;MARIE;FRN;2564;3,81;6,57;N
92_12;;;;;0,00;0,00;
92_13;;;;;0,00;0,00;
93_1;;;;;0,00;0,00;
93_2;;;;;0,00;0,00;
93_3;;;;;0,00;0,00;
93_4;;;;;0,00;0,00;
93_5;;;;;0,00;0,00;
93_6;;;;;0,00;0,00;
93_7;KHELIF;SALIM;DIV;70;0,10;0,20;N
93_8;;;;;0,00;0,00;
93_9;;;;;0,00;0,00;
93_10;MASWIKOSA;MARC;DIV;100;0,15;0,31;N
93_11;FERRAT;SEID;DIV;811;1,31;2,73;N
93_12;VOILLEMIN;ARNOLD;DIV;104;0,16;0,31;N
94_1;;;;;0,00;0,00;
94_2;LE RUYET;ANNICK;FRN;3557;5,46;11,18;N
94_3;;;;;0,00;0,00;
94_4;;;;;0,00;0,00;
94_5;;;;;0,00;0,00;
94_6;MAHÃ‰O;JEAN-GABRIEL;DIV;51;0,07;0,11;N
94_7;;;;;0,00;0,00;
94_8;;;;;0,00;0,00;
94_9;;;;;0,00;0,00;
94_10;;;;;0,00;0,00;
94_11;;;;;0,00;0,00;
95_1;;;;;0,00;0,00;
95_2;;;;;0,00;0,00;
95_3;;;;;0,00;0,00;
95_4;;;;;0,00;0,00;
95_5;;;;;0,00;0,00;
95_6;;;;;0,00;0,00;
95_7;;;;;0,00;0,00;
95_8;;;;;0,00;0,00;
95_9;;;;;0,00;0,00;
95_10;;;;;0,00;0,00;
971_1;;;;;0,00;0,00;
971_2;;;;;0,00;0,00;
971_3;;;;;0,00;0,00;
971_4;;;;;0,00;0,00;
972_1;;;;;0,00;0,00;
972_2;;;;;0,00;0,00;
972_3;;;;;0,00;0,00;
972_4;;;;;0,00;0,00;
973_1;;;;;0,00;0,00;
973_2;;;;;0,00;0,00;
974_1;;;;;0,00;0,00;
974_2;;;;;0,00;0,00;
974_3;;;;;0,00;0,00;
974_4;;;;;0,00;0,00;
974_5;;;;;0,00;0,00;
974_6;;;;;0,00;0,00;
974_7;;;;;0,00;0,00;
975_1;;;;;0,00;0,00;
979_1;;;;;0,00;0,00;
985_1;BEN ALI;ALI-MOHAMED;DIV;2607;7,32;16,85;N
985_2;;;;;0,00;0,00;
986_1;;;;;0,00;0,00;
987_1;MARCHESINI;PIERRE;DIV;421;0,63;1,39;N
987_2;;;;;0,00;0,00;
987_3;HOFFER;RENÃ‰;DIV;108;0,18;0,39;N
988_1;;;;;0,00;0,00;
988_2;;;;;0,00;0,00;
99_1;REMONDEAU;MIKE;DIV;6;0,00;0,02;N
99_2;;;;;0,00;0,00;
99_3;SCHERMESSER;CHRISTOPHE;DIV;49;0,06;0,27;N
99_4;CHEVALIER;ELISABETH;DIV;40;0,04;0,17;N
99_5;;;;;0,00;0,00;
99_6;TAILLIEZ;DIDIER;DIV;19;0,02;0,08;N
99_7;MÃœLLER;HYACINTHE;DIV;30;0,03;0,14;N
99_8;;;;;0,00;0,00;
99_9;;;;;0,00;0,00;
99_10;GARSON;JOSÃ‰;DIV;64;0,07;0,30;N
99_11;TOISON;OLIVIER;DIV;38;0,05;0,17;N
1_1;;;;;0,00;0,00;
1_2;;;;;0,00;0,00;
1_3;;;;;0,00;0,00;
1_4;;;;;0,00;0,00;
1_5;;;;;0,00;0,00;
2_1;;;;;0,00;0,00;
2_2;;;;;0,00;0,00;
2_3;;;;;0,00;0,00;
2_4;;;;;0,00;0,00;
2_5;;;;;0,00;0,00;
3_1;;;;;0,00;0,00;
3_2;;;;;0,00;0,00;
3_3;;;;;0,00;0,00;
4_1;;;;;0,00;0,00;
4_2;;;;;0,00;0,00;
5_1;;;;;0,00;0,00;
5_2;;;;;0,00;0,00;
6_1;;;;;0,00;0,00;
6_2;;;;;0,00;0,00;
6_3;CATTET;MARIE-EDITH;EXD;387;0,44;0,82;N
6_4;;;;;0,00;0,00;
6_5;;;;;0,00;0,00;
6_6;;;;;0,00;0,00;
6_7;;;;;0,00;0,00;
6_8;;;;;0,00;0,00;
6_9;;;;;0,00;0,00;
7_1;;;;;0,00;0,00;
7_2;;;;;0,00;0,00;
7_3;;;;;0,00;0,00;
8_1;;;;;0,00;0,00;
8_2;;;;;0,00;0,00;
8_3;;;;;0,00;0,00;
9_1;;;;;0,00;0,00;
9_2;;;;;0,00;0,00;
10_1;;;;;0,00;0,00;
10_2;;;;;0,00;0,00;
10_3;;;;;0,00;0,00;
11_1;;;;;0,00;0,00;
11_2;;;;;0,00;0,00;
11_3;;;;;0,00;0,00;
12_1;;;;;0,00;0,00;
12_2;;;;;0,00;0,00;
12_3;;;;;0,00;0,00;
13_1;;;;;0,00;0,00;
13_2;;;;;0,00;0,00;
13_3;;;;;0,00;0,00;
13_4;NOEL;THIERRY;DIV;159;0,27;0,52;N
13_5;BONACASE;RICHARD;EXD;133;0,19;0,33;N
13_6;;;;;0,00;0,00;
13_7;CAMILLERI;EDDY;DVD;150;0,24;0,50;N
13_8;;;;;0,00;0,00;
13_9;;;;;0,00;0,00;
13_10;;;;;0,00;0,00;
13_11;;;;;0,00;0,00;
13_12;;;;;0,00;0,00;
13_13;;;;;0,00;0,00;
13_14;;;;;0,00;0,00;
13_15;;;;;0,00;0,00;
13_16;;;;;0,00;0,00;
14_1;;;;;0,00;0,00;
14_2;;;;;0,00;0,00;
14_3;;;;;0,00;0,00;
14_4;;;;;0,00;0,00;
