Dept_circo;Nom;Prenom;nuance;voix;%Voix/inscrit;%Voix/exprimes;Acces
17_1;CHADJAA;SALLY;UMP;11554;11,70;19,47;N
17_2;DESIRE;JOAN;FRN;5261;5,40;9,36;N
17_3;KLIEWER;AGNÃˆS;FRN;5444;6,66;11,73;N
17_4;;;;;0,00;0,00;
17_5;;;;;0,00;0,00;
18_1;;;;;0,00;0,00;
18_2;;;;;0,00;0,00;
18_3;;;;;0,00;0,00;
19_1;;;;;0,00;0,00;
19_2;;;;;0,00;0,00;
21_1;;;;;0,00;0,00;
21_2;;;;;0,00;0,00;
21_3;TREBUCHET;JEAN;DIV;135;0,20;0,34;N
21_4;GNININVI;EDOUARD;DIV;162;0,23;0,37;N
21_5;MICHAUD;MAGALIE;DVD;456;0,55;0,92;N
22_1;;;;;0,00;0,00;
22_2;DE MELLON;GÃ‰RARD;FRN;5471;5,83;9,25;N
22_3;;;;;0,00;0,00;
22_4;RICHARD;THIERRY;DIV;254;0,32;0,50;N
22_5;;;;;0,00;0,00;
23_1;;;;;0,00;0,00;
24_1;ABENOZA;MARIE-JOSÃ‰;DVD;497;0,66;1,07;N
24_2;;;;;0,00;0,00;
24_3;;;;;0,00;0,00;
24_4;;;;;0,00;0,00;
25_1;DUCHÃŠNE;DANIEL;DIV;61;0,08;0,14;N
25_2;CLERC;JOHANNA;DIV;177;0,23;0,38;N
25_3;;;;;0,00;0,00;
25_4;DEMOUGE;CHARLES;UMP;9341;13,86;23,21;O
25_5;CHARLES;CHANTAL;DVD;275;0,36;0,58;N
26_1;;;;;0,00;0,00;
26_2;;;;;0,00;0,00;
26_3;;;;;0,00;0,00;
26_4;;;;;0,00;0,00;
27_1;;;;;0,00;0,00;
27_2;CAMOIN;EMMANUEL;FRN;7024;9,12;15,66;N
27_3;;;;;0,00;0,00;
27_4;;;;;0,00;0,00;
27_5;DUBOIS;JEAN-MICHEL;FRN;9985;11,45;20,01;O
28_1;;;;;0,00;0,00;
28_2;ARIPA;ALAIN;DVD;156;0,22;0,41;N
28_3;SABATTIER;PIERRE;DVD;94;0,13;0,23;N
28_4;BAECKEROOT;CHRISTIAN;EXD;324;0,48;0,80;N
29_1;;;;;0,00;0,00;
29_2;;;;;0,00;0,00;
29_3;;;;;0,00;0,00;
29_4;;;;;0,00;0,00;
29_5;;;;;0,00;0,00;
29_6;;;;;0,00;0,00;
29_7;;;;;0,00;0,00;
29_8;EBROUSSARD;GILLES;FRN;4461;5,28;9,00;N
2A_1;;;;;0,00;0,00;
2A_2;;;;;0,00;0,00;
2B_1;;;;;0,00;0,00;
2B_2;;;;;0,00;0,00;
30_1;ANDRE;CATHERINE;DVD;72;0,09;0,15;N
30_2;CLIMENT;JAMES;DIV;209;0,25;0,41;N
30_3;;;;;0,00;0,00;
30_4;PONGE;DENISE;EXD;473;0,54;0,87;N
30_5;ROUDIER;RICHARD;DIV;311;0,33;0,54;N
30_6;BENEZECH;CAMILLE;DVD;454;0,58;1,03;N
31_1;GARNIER;AUDE;DVD;210;0,27;0,49;N
31_2;AUGE;JOSETTE;DVD;69;0,07;0,13;N
31_3;CREVELLE;MONIQUE;DIV;24;0,03;0,05;N
31_4;DIEBOLD;STÃ‰PHANE;DVD;1001;1,51;2,87;N
31_5;JOVELIN;GUY;FRN;8935;9,89;16,52;N
31_6;PELLIZZON;MICHÃˆLE;FRN;8452;8,18;13,64;N
31_7;;;;;0,00;0,00;
31_8;;;;;0,00;0,00;
31_9;BURAS;THÃ‰O;FRN;5086;6,66;11,97;N
31_10;ALBOUY;JEAN-PIERRE;MODEM;1517;1,71;2,59;N
32_1;GIROT;MARCELLE;FRN;4424;6,01;9,79;N
32_2;;;;;0,00;0,00;
33_1;GIREAU;CORINNE;DIV;218;0,25;0,44;N
33_2;JAY;FRANÃ‡OIS;FRN;2042;3,28;5,77;N
33_3;MARTINS;CHRISTOPHE;DIV;90;0,12;0,21;N
33_4;;;;;0,00;0,00;
33_5;RODRIGUEZ;MARTINE;DVD;339;0,33;0,57;N
33_6;AUPETIT;JEAN-LUC;FRN;5636;5,92;9,99;N
33_7;AUPETIT;GÃ‰RARD;FRN;3965;5,45;9,05;N
33_8;LORBLANCHER;MARIE-ELISE;DVD;211;0,22;0,36;N
33_9;COLOMBIER;VALÃ‰RIE;FRN;5896;6,88;11,34;N
33_10;ROYAL;ANNE-CHRISTINE;FRN;7374;9,39;15,74;N
33_11;FOUCO;LAURENT;DVD;813;0,92;1,64;N
33_12;MALHERBE;GONZAGUE;FRN;5700;7,25;11,79;N
34_1;JEANJEAN;CHRISTIAN;UMP;12133;15,34;26,63;O
34_2;FRANCIS;JOSEPH;DVD;1211;2,08;3,96;N
34_3;BERTHET;ALAIN;DVD;7746;10,01;16,13;N
34_4;BRUN;PHILIPPE;DVD;259;0,25;0,42;N
34_5;CALANDRI;CONSTANCE;FRN;12221;13,43;22,44;O
34_6;ABOUD;ELIE;UMP;16901;19,60;33,62;O
34_7;PARINGAUX;VALÃ‰RIE;DIV;107;0,11;0,18;N
34_8;TAVERA;FABRICE;DIV;234;0,29;0,50;N
34_9;ALINE;PAULE-EMMA;DVD;266;0,35;0,61;N
35_1;LEROUX;KARIN;NouvC;1103;1,27;2,26;N
35_2;;;;;0,00;0,00;
35_3;HELGEN;GILLES;DIV;2;0,00;0,00;N
35_4;;;;;0,00;0,00;
35_5;;;;;0,00;0,00;
35_6;;;;;0,00;0,00;
35_7;CLEMENT;PASCAL;FRN;4249;4,47;7,53;N
35_8;ABDILLA;CÃ‰DRIC;FRN;2513;3,18;5,60;N
36_1;SULLY;VIRGINIE;FRN;6235;7,59;13,12;N
36_2;COLOMBIER;MATTHIEU;FRN;6765;7,39;12,17;N
37_1;COULON;THIBAULT;DVD;1633;2,49;4,59;N
37_2;LEFORT;BERNADETTE;DVD;353;0,42;0,70;N
37_3;DESBOIS;CAROLINE;DVD;281;0,30;0,49;N
37_4;BERNARD;JOÃ‹L;DVD;54;0,06;0,10;N
37_5;BOULAY;MARTINE;DVD;411;0,51;0,85;N
38_1;LORTAT-JACOB;FANNY;DVD;277;0,35;0,56;N
38_2;MESSOUS;LOUISA;DVD;336;0,45;0,79;N
38_3;BERANGER;NATHALIE;UMP;6272;10,58;19,35;O
38_4;BAZATOLE;PHILIPPE;DIV;244;0,28;0,48;N
38_5;ROUSSEL;EMMANUEL;DIV;319;0,33;0,55;N
38_6;SIMON;LAURENT;DIV;91;0,12;0,21;N
38_7;ARLAUD;ROBERT;FRN;9298;10,61;17,91;N
38_8;DEZUTTER;FABRICE;DIV;279;0,37;0,64;N
38_9;RODRIGUES;ANDRÃ‰;DVD;305;0,33;0,57;N
38_10;FONTAINE;PIERRE-ANDRÃ‰;DVD;171;0,19;0,36;N
39_1;LACROIX;GÃ‰RARD;DIV;208;0,32;0,51;N
39_2;;;;;0,00;0,00;
39_3;;;;;0,00;0,00;
40_1;LAGRAVE;ARNAUD;FRN;5727;5,86;9,87;N
40_2;MONTEIL;LAURENCE;FRN;6376;6,08;10,29;N
40_3;;;;;0,00;0,00;
41_1;CHASSIER;MICHEL;FRN;6607;8,21;14,25;N
41_2;DUBOIS;FRANÃ‡OIS;DIV;35;0,04;0,07;N
41_3;NARQUIN;JEAN-YVES;FRN;6766;8,21;13,08;N
42_1;NUSSBAUM;YANN;DIV;187;0,28;0,51;N
42_2;;;;;0,00;0,00;
42_3;;;;;0,00;0,00;
42_4;;;;;0,00;0,00;
42_5;;;;;0,00;0,00;
42_6;;;;;0,00;0,00;
43_1;CHEYNET;PIERRE;FRN;7257;7,57;11,68;N
43_2;;;;;0,00;0,00;
44_1;SULTAN;CHÃ‰RINE;DIV;92;0,13;0,21;N
44_2;LOMBARDO;MICHEL;FRN;2666;3,27;5,64;N
44_3;BOUCHET;CHRISTIAN;FRN;4284;4,83;8,42;N
44_4;;;;;0,00;0,00;
44_5;ETOURNEAU;ANNE;FRN;5542;5,24;8,56;N
44_6;RENAUD;XAVIER;FRN;6578;6,15;10,28;N
44_7;;;;;0,00;0,00;
44_8;BLANCHARD;JEAN-CLAUDE;FRN;4593;5,66;10,12;N
44_9;DE GUERINES;STEPHANIE;DVD;491;0,46;0,74;N
44_10;;;;;0,00;0,00;
45_1;DAROUSSIN;YVONNE;DIV;1;0,00;0,00;N
45_2;LECOQ;PHILIPPE;FRN;6812;8,31;14,19;N
45_3;;;;;0,00;0,00;
45_4;;;;;0,00;0,00;
45_5;DESBOIS;HUGUETTE;DVD;387;0,53;0,91;N
45_6;;;;;0,00;0,00;
46_1;LAPIERRE;ELIZABETH;FRN;2867;4,08;6,42;N
46_2;;;;;0,00;0,00;
47_1;COLLET;HÃ‰LÃˆNE;FRN;8507;9,81;16,10;N
47_2;;;;;0,00;0,00;
47_3;;;;;0,00;0,00;
48_1;BLANCHON;PASCALE;DIV;53;0,09;0,13;N
49_1;CHAMAILLE;THOMAS;DVD;386;0,48;0,82;N
49_2;OUDIN;CHARLES-OLIVIER;DVD;55;0,06;0,11;N
49_3;MORINEAU;PATRICK;DVD;288;0,42;0,71;N
49_4;;;;;0,00;0,00;
49_5;;;;;0,00;0,00;
49_6;GANDIN;DOMINIQUE;DVD;457;0,49;0,84;N
49_7;;;;;0,00;0,00;
50_1;;;;;0,00;0,00;
50_2;;;;;0,00;0,00;
50_3;MASSON;CARMEN;FRN;7178;6,78;11,68;N
50_4;;;;;0,00;0,00;
51_1;;;;;0,00;0,00;
51_2;WEBER;PATRICK;DIV;14;0,02;0,04;N
51_3;NAROZNY;MARIE-HÃ‰LÃˆNE;DVD;389;0,48;0,88;N
51_4;;;;;0,00;0,00;
51_5;MELIN;CLAUDE;DVD;1387;1,77;3,00;N
52_1;;;;;0,00;0,00;
52_2;;;;;0,00;0,00;
53_1;CORTES;YVES;DVD;3660;5,04;8,58;N
53_2;;;;;0,00;0,00;
53_3;;;;;0,00;0,00;
54_1;NOÃ‹L;DANIÃˆLE;MODEM;796;0,99;1,78;N
54_2;BUSSER;ELISE;ECO;157;0,22;0,39;N
54_3;LATRIVE;GEORGES;DIV;172;0,21;0,42;N
54_4;;;;;0,00;0,00;
54_5;;;;;0,00;0,00;
54_6;;;;;0,00;0,00;
55_1;;;;;0,00;0,00;
55_2;;;;;0,00;0,00;
56_1;PETIT;BRUNO;FRN;5278;5,34;8,50;N
56_2;;;;;0,00;0,00;
56_3;;;;;0,00;0,00;
56_4;;;;;0,00;0,00;
56_5;SYZ;YANN;DIV;912;1,14;2,01;N
56_6;;;;;0,00;0,00;
57_1;SINGER;CHRISTINE;MODEM;1021;1,16;2,20;N
57_2;JERAS;PIERRE;DVD;215;0,28;0,53;N
57_3;;;;;0,00;0,00;
57_4;;;;;0,00;0,00;
57_5;;;;;0,00;0,00;
57_6;;;;;0,00;0,00;
57_7;;;;;0,00;0,00;
57_8;THOMAS-JAMINET;SYLVIE;UMP;7093;7,78;17,14;N
57_9;;;;;0,00;0,00;
58_1;RENARD;VALÃ‰RIE;FRN;6346;8,11;14,63;N
58_2;STEPHAN;MARCEL;FRN;7183;8,29;13,97;N
59_1;MAUROY;BRIGITTE;DVD;427;0,71;1,45;N
59_2;LESAFFRE;THÃ‰RÃˆSE;FRN;6542;7,49;14,39;N
59_3;DE BEJARRY;LOUIS-ARMAND;FRN;9321;9,65;18,57;N
59_4;GUEYRAUD;THOMAS;DIV;141;0,15;0,27;N
59_5;;;;;0,00;0,00;
59_6;LEFEBVRE;RÃ‰MI;DIV;0;0,00;0,00;N
59_7;;;;;0,00;0,00;
59_8;LANGLOIS;SYLVIE;EXD;206;0,30;0,68;N
59_9;LANDRU;CHRISTINE;DVD;357;0,40;0,76;N
59_10;DARMANIN;GÃ‰RALD;UMP;9355;11,64;24,93;O
59_11;PAUCHET;THIERRY;NouvC;12563;13,90;26,44;O
59_12;HAQUETTE;SERGE;EXD;360;0,38;0,69;N
59_13;EYMERY;PHILIPPE;FRN;10982;12,13;23,30;O
59_14;;;;;0,00;0,00;
59_15;;;;;0,00;0,00;
59_16;;;;;0,00;0,00;
59_17;;;;;0,00;0,00;
59_18;;;;;0,00;0,00;
59_19;THOMES;SERGE;EXD;10137;12,82;24,20;N
59_20;;;;;0,00;0,00;
59_21;;;;;0,00;0,00;
60_1;;;;;0,00;0,00;
60_2;FOUET;ANNIE;EXD;573;0,67;1,15;N
60_3;OUCHIKH;KARIM;FRN;7213;10,11;18,89;N
60_4;;;;;0,00;0,00;
60_5;BELAIDI;BENJAMIN;DIV;368;0,52;0,90;N
60_6;;;;;0,00;0,00;
60_7;;;;;0,00;0,00;
61_1;;;;;0,00;0,00;
61_2;ALLAIN;BERNARD;EXD;368;0,53;0,92;N
61_3;CALDAIROU;MARIE-ANTOINETTE;DVD;278;0,38;0,63;N
62_1;;;;;0,00;0,00;
62_2;HIEN;TERENCE;EXG;147;0,17;0,30;N
62_3;GAYANT;DIDIER;EXG;72;0,08;0,16;N
62_4;;;;;0,00;0,00;
62_5;;;;;0,00;0,00;
62_6;BLAUWART;CLAUDINE;DVD;385;0,43;0,71;N
62_7;HAMY;MICHEL;DVD;2640;2,86;5,60;N
62_8;;;;;0,00;0,00;
62_9;BEIGNEUX;AURÃ‰LIA;FRN;7658;9,66;16,88;N
62_10;LEFEBURE;MARTINE;DVD;301;0,34;0,65;N
62_11;SAHRAOUI;RACHIDA;PRV;80;0,08;0,15;N
62_12;LAMAND;FRÃ‰DÃ‰RIC;UMP;6099;6,45;12,21;N
63_1;BRENAS;JEAN-PIERRE;UMP;8918;11,06;20,66;O
63_2;PIERROT;AUDREY;DIV;1;0,00;0,00;N
63_3;GUIBERT;MARIE-CHRISTINE;FRN;3929;4,54;7,57;N
63_4;BESNARD;CÃ‰CILE;NouvC;490;0,51;0,88;N
63_5;FAUROT;ERIK;FRN;7541;7,52;12,66;N
64_1;PICHAI;JEAN;DVD;178;0,26;0,46;N
64_2;BERNADEZ;JESSICA;FRN;4477;5,76;9,32;N
64_3;NAYA;JACQUES;DVD;413;0,50;0,82;N
64_4;BOUTELANT-JESER;CATHERINE;FRN;2285;2,84;4,45;N
64_5;RENOU;CHANTAL;FRN;3551;4,15;7,14;N
64_6;TELLECHEA;JEAN;DIV;989;1,04;1,79;N
65_1;;;;;0,00;0,00;
65_2;MANUSSET;PHILIPPE;FRN;5659;6,36;10,61;N
66_1;MACH;DANIEL;UMP;11097;16,41;28,19;O
66_2;CLAVEL;PASCALE;DIV;226;0,25;0,43;N
66_3;RUL;JEAN-MARIE;DIV;81;0,10;0,17;N
66_4;COSTA-FESENBECK;MARIE-THÃ‰RÃˆSE;FRN;10437;11,30;18,35;N
67_1;HOFFMANN;MAURICE;DIV;419;0,65;1,27;N
67_2;CODDERENS;XAVIER;FRN;4611;6,48;12,41;N
67_3;;;;;0,00;0,00;
67_4;BARTHEL;JACQUES;DVD;641;0,71;1,28;N
67_5;;;;;0,00;0,00;
67_6;;;;;0,00;0,00;
67_7;;;;;0,00;0,00;
67_8;;;;;0,00;0,00;
67_9;DIARI;MOUNIR;DIV;9196;10,41;19,56;N
68_1;WISS;VINCENT;FRN;5375;7,25;13,13;N
68_2;;;;;0,00;0,00;
68_3;;;;;0,00;0,00;
68_4;;;;;0,00;0,00;
68_5;WERTENSCHLAG;JEAN-LUC;DIV;174;0,22;0,43;N
68_6;GODINOT;CYPRIEN;DIV;145;0,16;0,31;N
69_1;GIRERD;MAGUY;DVD;213;0,31;0,57;N
69_2;LIMOUSIN;CHRISTOPHE;DVD;172;0,23;0,40;N
69_3;DAGORNE;LAURE;UMP;10604;15,07;26,92;O
69_4;HUGON;NICOLE;FRN;4461;5,61;9,76;N
69_5;EKOBE;ELEAZARD;DIV;298;0,37;0,61;N
69_6;KAPELA;KU-BUKAKA;DIV;114;0,15;0,28;N
69_7;DEBIOL;JEAN-FRANÃ‡OIS;DVD;1880;2,90;5,98;N
69_8;;;;;0,00;0,00;
69_9;;;;;0,00;0,00;
69_10;DOMBRET-BIGOT;CHANTAL;DVD;44;0,05;0,08;N
69_11;HENRY;AGNÃˆS;FRN;9475;11,08;18,84;O
69_12;CHAUVIN;MATTHIEU;DIV;404;0,53;0,89;N
69_13;;;;;0,00;0,00;
69_14;LIGOUT;SANDRINE;FRN;7269;10,36;21,60;O
70_1;CLERC;COLETTE;FRN;7686;8,65;13,61;N
70_2;;;;;0,00;0,00;
71_1;;;;;0,00;0,00;
71_2;;;;;0,00;0,00;
71_3;;;;;0,00;0,00;
71_4;;;;;0,00;0,00;
71_5;;;;;0,00;0,00;
72_1;LE GRAS;JEAN-FRANÃ‡OIS;FRN;4450;6,13;10,60;N
72_2;D'HERBAIS;MARIE;FRN;6182;7,42;13,52;N
72_3;;;;;0,00;0,00;
72_4;;;;;0,00;0,00;
72_5;;;;;0,00;0,00;
73_1;;;;;0,00;0,00;
73_2;;;;;0,00;0,00;
73_3;;;;;0,00;0,00;
73_4;SPEHNER;VINCENT;DIV;227;0,32;0,55;N
74_1;ADOBATI;ANDRÃ‰;FRN;6799;7,30;12,56;N
74_2;FROMAGET;QUENTIN;DVD;472;0,52;0,91;N
74_3;BOUCHET;JEAN-MARC;DVD;2332;3,10;5,55;N
74_4;BARDOUX;ANNE;FRN;5710;7,13;14,09;N
74_5;CHEVALLAY;PATRICK;FRN;5532;6,15;11,51;N
74_6;FROMAGET;ROMAIN;DVD;139;0,18;0,34;N
75_1;NIZET;JACQUELINE;DVD;217;0,28;0,48;N
75_2;MOISAN DE KERBINO;GILLES;DVD;99;0,14;0,22;N
75_3;HUBERSCHWILLER;MATTIAS;DVD;75;0,12;0,20;N
75_4;ATLAN;BERNARD;DVD;91;0,14;0,23;N
75_5;FERRAZ;MICKAÃ‹L;DVD;214;0,30;0,51;N
75_6;MAMY;SYLVIE;MODEM;1274;1,74;2,94;N
75_7;LEBRETON;ANNE;PRV;641;0,88;1,45;N
75_8;MONEME;IVAN;MODEM-;216;0,27;0,45;N
75_9;SOUHAITE;ANNE-SOPHIE;UMP;8497;12,77;21,82;O
75_10;TIEU;CHENVA;UMP;9003;13,49;23,13;O
75_11;LECOQ;JEAN-PIERRE;UMP;14770;21,24;33,43;O
75_12;SALVISBERG;CATHERINE;FRN;2302;3,23;5,13;N
75_13;MASSON;GENEVIÃˆVE;DVD;317;0,44;0,70;N
75_14;ALPHAND;DAVID;DVD;3504;5,01;8,85;N
75_15;TRANNET;CLAUDE;DVD;314;0,42;0,74;N
75_16;ROCHAS;THIERRY;NouvC;157;0,24;0,44;N
75_17;DECORTE;ROXANE;UMP;5225;9,49;18,29;O
75_18;LETACONNOUX;ANNABELLE;FRN;2030;3,13;5,33;N
76_1;PENNELLE;GUILLAUME;FRN;3703;5,72;10,09;N
76_2;;;;;0,00;0,00;
76_3;;;;;0,00;0,00;
76_4;;;;;0,00;0,00;
76_5;;;;;0,00;0,00;
76_6;;;;;0,00;0,00;
76_7;SOW;OUSMANE;DIV;66;0,07;0,14;N
76_8;;;;;0,00;0,00;
76_9;;;;;0,00;0,00;
76_10;;;;;0,00;0,00;
77_1;ROULLAUD;BÃ‰ATRICE;FRN;5094;7,51;13,57;N
77_2;BOUCLY;GILBERT;FRN;6225;7,93;13,59;N
77_3;RECHER;VIRGINIE;FRN;6965;9,61;16,50;N
77_4;ABERLEN;PASCAL;FRN;9084;10,67;18,42;N
77_5;;;;;0,00;0,00;
77_6;;;;;0,00;0,00;
77_7;;;;;0,00;0,00;
77_8;DELHAYE;CHANTAL;FRN;5731;6,93;13,03;N
77_9;;;;;0,00;0,00;
77_10;PHAM PHU;CUONG;DVD;470;0,60;1,18;N
77_11;MENNESSON;CORALIE;DVD;341;0,54;1,09;N
78_1;CHABANET;BERNADETTE;DVD;166;0,20;0,34;N
78_2;SIMÃ‰ONI;FRANÃ‡OIS;FRN;4391;5,28;8,50;N
78_3;HAGEGE;BERNARD;DVD;413;0,51;0,85;N
78_4;BENTZ;CHRISTOPHE;DVD;103;0,13;0,23;N
78_5;;;;;0,00;0,00;
78_6;LOUVEL;JUDITH;FRN;3499;4,72;8,54;N
78_7;DELPORT;ALEXANDRE;FRN;5308;6,77;12,10;N
78_8;COTE;PATRICIA;FRN;6356;8,94;16,98;N
78_9;;;;;0,00;0,00;
78_10;CHEVRIER;PHILIPPE;FRN;6268;7,22;11,83;N
78_11;DAIROU;JACQUES;FRN;3095;4,71;8,39;N
78_12;BERNARD;FLORENCE;DVD;608;0,92;1,56;N
79_1;;;;;0,00;0,00;
79_2;ATHANASSOF;GILLES;DIV;37;0,04;0,07;N
79_3;GUIARDEL;BRIGITTE;DVD;322;0,38;0,64;N
80_1;FLAHAUT;YVON;FRN;8276;9,72;17,70;N
80_2;;;;;0,00;0,00;
80_3;;;;;0,00;0,00;
80_4;;;;;0,00;0,00;
80_5;;;;;0,00;0,00;
81_1;;;;;0,00;0,00;
81_2;DEL REY;HENRI;DVD;10217;9,98;16,15;N
81_3;CARAYON;BERNARD;UMP;21274;21,61;33,47;O
82_1;GRILHAULT DES FONTAINES;JEAN-FRANCOIS;DIV;182;0,21;0,34;N
82_2;DULAC;MARIE-CLAUDE;FRN;10457;11,71;19,21;O
83_1;COSTA;PIERRE;DIV;155;0,21;0,39;N
83_2;;;;;0,00;0,00;
83_3;;;;;0,00;0,00;
83_4;BOUGUEREAU;JEAN-LOUIS;FRN;13347;13,45;23,73;O
83_5;;;;;0,00;0,00;
83_6;WASSER;MARIANNE;DIV;0;0,00;0,00;N
83_7;DERVILLE;SIXTINE;DVD;174;0,17;0,31;N
83_8;VIGIER;ALAIN;DVD;360;0,36;0,61;N
84_1;BENSALEM;SLIMAN;DVD;209;0,29;0,52;N
84_2;;;;;0,00;0,00;
84_3;;;;;0,00;0,00;
84_4;TRICOT;DAVID;DIV;275;0,32;0,53;N
84_5;;;;;0,00;0,00;
85_1;DUCRET;RICHARD;FRN;5751;5,63;9,77;N
85_2;SINET;JEAN-MICHEL;DVD;495;0,51;0,84;N
85_3;BOUILLON;CATHERINE;DVD;468;0,41;0,70;N
85_4;;;;;0,00;0,00;
85_5;;;;;0,00;0,00;
86_1;DE HERICOURT;MYRIAM;DVD;324;0,42;0,75;N
86_2;DEDRYVER;NICOLE;DVD;514;0,68;1,17;N
86_3;PERROT;CÃ‰CILE;FRN;5249;7,02;12,02;N
86_4;FOUQUENET;PIERRE-CLAUDE;DVD;270;0,36;0,64;N
87_1;;;;;0,00;0,00;
87_2;;;;;0,00;0,00;
87_3;;;;;0,00;0,00;
88_1;;;;;0,00;0,00;
88_2;;;;;0,00;0,00;
88_3;BAZIN;BERNARD;EXD;69;0,10;0,17;N
88_4;MANGIN;JEAN-MARIE;DIV;367;0,54;0,89;N
89_1;JACOB;RICHARD;FRN;7809;9,97;16,79;N
89_2;;;;;0,00;0,00;
89_3;FERRAND;EDOUARD;FRN;9883;11,08;19,26;N
90_1;DOMIN;CLAUDE;DIV;0;0,00;0,00;N
90_2;BOUHMADOU;BACHIR;DIV;593;1,24;2,12;N
91_1;BRAY;JEAN-PIERRE;FRN;4588;6,52;13,47;N
91_2;PORRY;JEAN-LOUIS;DVD;455;0,52;0,89;N
91_3;ANDRIEU;FRANÃ‡OISE;FRN;8635;9,37;16,04;N
91_4;DUPIN;BRIGITTE;FRN;6436;6,98;11,39;N
91_5;HOCQUARD;HERVÃ‰;UMP;13151;19,72;31,38;O
91_6;;;;;0,00;0,00;
91_7;CHEKINI;BASHIR;DVD;162;0,23;0,41;N
91_8;DUPONT-AIGNAN;NICOLAS;DVD;18904;25,09;42,82;O
91_9;ROUX;FRANÃ‡OIS-JOSEPH;DVD;0;0,00;0,00;N
91_10;FOUILLEUL;GAÃ‹L;FRN;4920;8,11;15,58;N
92_1;DJELLAB;NORA;UMP;3484;5,86;12,28;N
92_2;MARTIN SAINT LEON;LAURENT;DVD;1001;1,57;2,67;N
92_3;FRATELLIA;JACQUES;DVD;237;0,31;0,53;N
92_4;DE BEAUFORT;VIVIANE;PRV;162;0,23;0,42;N
92_5;BALKANY;PATRICK;UMP;14647;21,28;36,51;O
92_6;CABRERA;JULIEN;DVD;340;0,46;0,79;N
92_7;;;;;0,00;0,00;
92_8;BOUCHARD;RENAUD;DVD;32;0,05;0,08;N
92_9;DUFOUR;JULIEN;FRN;1908;3,13;5,29;N
92_10;HESSE;FRÃ‰DÃ‰RIC;DIV;17;0,02;0,04;N
92_11;METTON;JEAN-LOUP;NouvC;9428;14,00;24,15;O
92_12;BIERENT;RUDOLPH;DIV;90;0,10;0,16;N
92_13;GEORGET;MICHEL;FRN;2968;3,43;5,47;N
93_1;ZOLDI DEDIEU;ETIENNE;DIV;14;0,03;0,06;N
93_2;LANDWERLIN;VÃ‰RONIQUE;DVD;1;0,00;0,00;N
93_3;ASSELIN;RENÃ‰E;FRN;4535;6,41;12,34;N
93_4;;;;;0,00;0,00;
93_5;FARDEAU;HERMINIA;FRN;2699;4,34;9,11;N
93_6;BOZONNET;CYRIL;FRN;2299;4,60;10,20;N
93_7;HABERT;ANNIE;FRN;2867;4,04;8,10;N
93_8;FORESTIER;MARCEL;EXD;280;0,47;0,86;N
93_9;;;;;0,00;0,00;
93_10;OUADAH;BILLEL;MODEM-;286;0,43;0,89;N
93_11;SOUTINHO;NATHALIE;DVD;75;0,12;0,25;N
93_12;METAY;GISÃˆLE;FRN;5461;8,47;16,41;N
94_1;LASNIER;CHRISTIAN;DVD;395;0,48;0,82;N
94_2;MASENGU;MADELEINE;MODEM;625;0,96;1,96;N
94_3;LOPEZ;CLAUDIA;DVD;7;0,01;0,02;N
94_4;ORIBES;PHILIPPE;FRN;5218;7,26;12,90;N
94_5;GUICHETEAU;JULIE;DVD;323;0,38;0,69;N
94_6;ROUSSEAU;ALBAN;DVD;171;0,22;0,37;N
94_7;VIAUD;JEANNINE;FRN;3423;5,38;9,44;N
94_8;COUSTENOBLE;GRÃ‰GOIRE;DVD;39;0,05;0,09;N
94_9;;;;;0,00;0,00;
94_10;ZHU;JULIE;DVD;0;0,00;0,00;N
94_11;LAMOURET;IVAN;DIV;389;0,65;1,24;N
95_1;GILIBERT;BRIGITTE;FRN;6878;8,74;15,04;N
95_2;;;;;0,00;0,00;
95_3;SIMONNOT;ALEXANDRE;FRN;7797;8,86;16,13;N
95_4;MALACAIN;CHRISTIAN;FRN;5209;7,17;12,75;N
95_5;DEBEAUD;FRANCK;DVD;198;0,29;0,59;N
95_6;SIMONNOT;MICHEL;FRN;4174;5,59;10,28;N
95_7;;;;;0,00;0,00;
95_8;GUIZONNE;THIERRY;DVD;68;0,13;0,31;N
95_9;DORÃ‰;RÃ‰JANE;EXD;401;0,59;1,20;N
95_10;ANDRES;THÃ‰RÃ‰SA;FRN;3679;5,86;11,52;N
971_1;;;;;0,00;0,00;
971_2;;;;;0,00;0,00;
971_3;;;;;0,00;0,00;
971_4;;;;;0,00;0,00;
972_1;;;;;0,00;0,00;
972_2;MONPLAISIR;YAN;UMP;5387;6,59;20,27;N
972_3;;;;;0,00;0,00;
972_4;PETIT;PHILIPPE;DVD;462;0,58;1,78;N
973_1;;;;;0,00;0,00;
973_2;;;;;0,00;0,00;
974_1;RIVIERE;GLADYS;FRN;1057;1,43;3,23;N
974_2;DUCAROUGE;ELIZABETH;DVD;185;0,22;0,48;N
974_3;;;;;0,00;0,00;
974_4;;;;;0,00;0,00;
974_5;;;;;0,00;0,00;
974_6;;;;;0,00;0,00;
974_7;;;;;0,00;0,00;
975_1;;;;;0,00;0,00;
979_1;;;;;0,00;0,00;
985_1;SOUMAILA;MOHAMADI;UMP;2264;6,36;14,63;N
985_2;MAURICE DIT MANDELA;TOUMBOU;DIV;403;0,96;1,89;N
986_1;;;;;0,00;0,00;
987_1;BRAUN-ORTEGA;QUITO;DVD;1258;1,87;4,17;N
