link2;nom;departement;circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixModele1;%_voix/ins;%_voix/exp;prediction;modele2Voix;modele2rounded
Jean-Paul CADEDDU_77_5;Jean-Paul CADEDDU;77;5;M;CADEDDU;Jean-Paul;75;EXG;7;Non;Non;Non;7.95;37.6562067292;1;952;1.12;2.43;-0.0767459988397;797.7943375905779;798
Mounia CHARAF_77_5;Mounia CHARAF;77;5;F;CHARAF;Mounia;54;FG-FI;3;Non;Non;Non;7.95;37.6562067292;1;7766;9.14;19.85;-0.151081102301;5484.237877048197;5484
Martial MORELLE_77_5;Martial MORELLE;77;5;M;MORELLE;Martial;30;LR-UMP;8;Non;Non;Non;7.95;37.6562067292;1;1959;2.31;5.01;-0.151017393151;1383.6206747762471;1384
Franck BRACQUEMART_77_5;Franck BRACQUEMART;77;5;M;BRACQUEMART;Franck;47;EELV;6;Non;Non;Non;7.95;37.6562067292;1;1080;1.27;2.76;-0.117498524641;823.9962416799971;824
Joffrey BOLLÉE_77_5;Joffrey BOLLÉE;77;5;M;BOLLÉE;Joffrey;27;FN;3;Non;Non;Non;7.95;37.6562067292;1;12454;14.66;31.83;-0.131236120713;9206.037522251127;9206
Séverine LECLERCQ_77_6;Séverine LECLERCQ;77;6;F;LECLERCQ;Séverine;39;EELV;3;Non;Non;Oui;7.95;37.6562067292;1;1037;1.33;2.26;-0.0884433090375;845.9319874291009;846
Jean-François PARIGI_77_6;Jean-François PARIGI;77;6;M;PARIGI;Jean-François;57;LR-UMP;4;Non;Non;Oui;7.95;37.6562067292;1;8398;10.76;18.3;-0.0707640847041;7135.292575062173;7135
Martial SOUVERAIN_77_6;Martial SOUVERAIN;77;6;M;SOUVERAIN;Martial;69;PS;7;Non;Non;Non;7.95;37.6562067292;1;3397;4.35;7.4;-0.136387334464;2481.4653334962927;2481
Béatrice ROULLAUD_77_6;Béatrice ROULLAUD;77;6;F;ROULLAUD;Béatrice;57;FN;3;Non;Non;Non;7.95;37.6562067292;1;11691;14.98;25.48;-0.0963974075722;9363.845792267744;9364
Vincent MORELLE_77_6;Vincent MORELLE;77;6;M;MORELLE;Vincent;27;LR-UMP;8;Non;Non;Non;7.95;37.6562067292;1;1709;2.19;3.72;-0.170270272987;1154.7069764850962;1155
Laëtitia MARTIG-DECÈS_77_6;Laëtitia MARTIG-DECÈS;77;6;F;MARTIG-DECÈS;Laëtitia;44;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;10700;13.71;23.32;0.0376885736595;11766.749516339636;11767
Valérie DELAGE_77_6;Valérie DELAGE;77;6;F;DELAGE;Valérie;54;FG-FI;5;Non;Non;Non;7.95;37.6562067292;1;7978;10.22;17.38;-0.180206398433;5268.507875000365;5269
Coralie JOBELIN_77_6;Coralie JOBELIN;77;6;F;JOBELIN;Coralie;42;EXG;3;Non;Non;Non;7.95;37.6562067292;1;982;1.26;2.14;-0.0413386839349;892.8382834910016;893
Yves ALBARELLO_77_7;Yves ALBARELLO;77;7;M;ALBARELLO;Yves;65;LR-UMP;3;Oui;Oui;Oui;7.95;37.6562067292;1;9642;11.3;18.94;-0.0669378696526;8264.741176416668;8265
Rodrigue KOKOUENDO_77_7;Rodrigue KOKOUENDO;77;7;M;KOKOUENDO;Rodrigue;43;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;12585;14.75;24.72;0.0345957447873;13722.879627968316;13723
Farid DJABALI_77_7;Farid DJABALI;77;7;M;DJABALI;Farid;63;EELV;3;Non;Non;Non;7.95;37.6562067292;1;1192;1.4;2.34;-0.0265679186228;1121.2651828139908;1121
Marianne MARGATÉ_77_7;Marianne MARGATÉ;77;7;F;MARGATÉ;Marianne;45;EXG;3;Non;Non;Non;7.95;37.6562067292;1;1137;1.33;2.23;-0.0427797989612;1030.3402498988912;1030
Rose-Marie HUGUET_77_7;Rose-Marie HUGUET;77;7;F;HUGUET;Rose-Marie;51;LR-UMP;5;Non;Non;Non;7.95;37.6562067292;1;1750;2.05;3.44;-0.182055625473;1150.7538146394331;1151
Stéphane JABUT_77_7;Stéphane JABUT;77;7;M;JABUT;Stéphane;46;PS;3;Non;Non;Oui;7.95;37.6562067292;1;3906;4.58;7.67;-0.0280750469298;3661.4844327624705;3661
Grégory JURADO_77_7;Grégory JURADO;77;7;M;JURADO;Grégory;40;FG-FI;5;Non;Non;Non;7.95;37.6562067292;1;9175;10.75;18.02;-0.0901258917397;7455.558481761697;7456
Béatrice TROUSSARD_77_7;Béatrice TROUSSARD;77;7;F;TROUSSARD;Béatrice;48;FN;4;Non;Non;Non;7.95;37.6562067292;1;11519;13.5;22.63;-0.101888787992;9110.159702422723;9110
Sabrina SEGHIRI_77_8;Sabrina SEGHIRI;77;8;F;SEGHIRI;Sabrina;38;EELV;3;Non;Non;Non;7.95;37.6562067292;1;1477;1.66;2.76;-0.0715728954104;1252.5861343028716;1253
Flora DOMINGUES_77_8;Flora DOMINGUES;77;8;F;DOMINGUES;Flora;27;EXG;5;Non;Non;Non;7.95;37.6562067292;1;1168;1.31;2.18;-0.0226050857064;1108.7605291734867;1109
Chantal BRUNEL_77_8;Chantal BRUNEL;77;8;F;BRUNEL;Chantal;68;LR-UMP;7;Non;Non;Oui;7.95;37.6562067292;1;10704;12.01;20.01;-0.150183755672;7574.64606616836;7575
Eduardo RIHAN CYPEL_77_8;Eduardo RIHAN CYPEL;77;8;M;RIHAN CYPEL;Eduardo;41;PS;3;Oui;Oui;Oui;7.95;37.6562067292;1;4770;5.35;8.92;-0.00448227074133;4721.022913638484;4721
Jacqueline LEVY_77_8;Jacqueline LEVY;77;8;F;LEVY;Jacqueline;79;LR-UMP;7;Non;Non;Non;7.95;37.6562067292;1;1633;1.83;3.05;-0.159335891095;1131.488889044319;1131
Julia KILLIAN_77_8;Julia KILLIAN;77;8;F;KILLIAN;Julia;30;FG-FI;8;Non;Non;Non;7.95;37.6562067292;1;9114;10.23;17.04;-0.178987863956;6035.609873117395;6036
Jean-Michel FAUVERGUE_77_8;Jean-Michel FAUVERGUE;77;8;M;FAUVERGUE;Jean-Michel;60;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;16205;18.18;30.3;0.0336080976233;17622.91350019026;17623
Josette BLESSON_77_8;Josette BLESSON;77;8;F;BLESSON;Josette;70;FN;7;Non;Non;Non;7.95;37.6562067292;1;8415;9.44;15.73;-0.117518123624;6420.0143187194535;6420
Elsa MARTIN_77_9;Elsa MARTIN;77;9;F;MARTIN;Elsa;29;EXG;5;Non;Non;Non;7.95;37.6562067292;1;1027;1.2;2.04;-0.0232887276817;973.3784251537262;973
Fernande TREZENTOS OLIVEIRA_77_9;Fernande TREZENTOS OLIVEIRA;77;9;F;TREZENTOS OLIVEIRA;Fernande;55;EELV;5;Non;Non;Non;7.95;37.6562067292;1;1234;1.44;2.45;-0.17475375853;825.2041457594117;825
Pascal FIANDRIN_77_9;Pascal FIANDRIN;77;9;M;FIANDRIN;Pascal;40;FN;3;Non;Non;Non;7.95;37.6562067292;1;10057;11.73;19.95;-0.0662901794002;8633.328589543813;8633
Pascal ROBERT_77_9;Pascal ROBERT;77;9;M;ROBERT;Pascal;53;LR-UMP;2;Non;Non;Non;7.95;37.6562067292;1;2071;2.42;4.11;-0.104613432364;1627.671152707323;1628
Delphine HEUCLIN_77_9;Delphine HEUCLIN;77;9;F;HEUCLIN;Delphine;45;FG-FI;4;Non;Non;Non;7.95;37.6562067292;1;8169;9.53;16.2;-0.133624754052;6005.430454383711;6005
Michèle PEYRON_77_9;Michèle PEYRON;77;9;F;PEYRON;Michèle;55;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;13679;15.96;27.13;0.0423240837569;15238.8760122657;15239
Guy GEOFFROY_77_9;Guy GEOFFROY;77;9;M;GEOFFROY;Guy;68;LR-UMP;7;Oui;Oui;Oui;7.95;37.6562067292;1;10177;11.87;20.19;-0.0753805904277;8555.377634980727;8555
Monique DELESSARD_77_9;Monique DELESSARD;77;9;F;DELESSARD;Monique;68;PS;7;Non;Non;Oui;7.95;37.6562067292;1;4000;4.67;7.93;-0.0378494497965;3666.1526291060295;3666
Olivier DE SOUSA_77_10;Olivier DE SOUSA;77;10;M;DE SOUSA;Olivier;40;LR-UMP;3;Non;Non;Oui;7.95;37.6562067292;1;6818;8.55;14.86;-0.0978669384296;5442.39499376731;5442
Céline NETTHAVONGS_77_10;Céline NETTHAVONGS;77;10;F;NETTHAVONGS;Céline;47;LR-UMP;3;Non;Non;Non;7.95;37.6562067292;1;963;1.21;2.1;-0.152679520141;677.5584517756739;678
Stéphanie DO_77_10;Stéphanie DO;77;10;F;DO;Stéphanie;37;EM-MODEM;3;Non;Non;Non;7.95;37.6562067292;1;13297;16.68;28.98;0.0403643593781;14731.861063364326;14732
Frank MOULY_77_10;Frank MOULY;77;10;M;MOULY;Frank;47;EXG;3;Non;Non;Non;7.95;37.6562067292;1;1232;1.55;2.69;-0.0475710253378;1104.1795067265177;1104
Raphaël GILARD_77_10;Raphaël GILARD;77;10;M;GILARD;Raphaël;41;LR-UMP;4;Non;Non;Non;7.95;37.6562067292;1;1226;1.54;2.67;-0.0616565622506;1063.736123987759;1064
Pascal VESVRE_77_10;Pascal VESVRE;77;10;M;VESVRE;Pascal;55;EELV;3;Non;Non;Non;7.95;37.6562067292;1;1376;1.73;3.0;-0.064836382752;1185.1738244187088;1185
Véronique FORNILLI-RATA_77_10;Véronique FORNILLI-RATA;77;10;F;FORNILLI-RATA;Véronique;26;FN;3;Non;Non;Non;7.95;37.6562067292;1;6889;8.64;15.02;-0.110337549909;5343.411672730035;5343
Maxime LAISNEY_77_10;Maxime LAISNEY;77;10;M;LAISNEY;Maxime;36;FG-FI;3;Non;Non;Non;7.95;37.6562067292;1;9591;12.03;20.91;-0.0597034933254;8359.116878846597;8359
Juliette MÉADEL_77_10;Juliette MÉADEL;77;10;F;MÉADEL;Juliette;43;PS;3;Non;Non;Oui;7.95;37.6562067292;1;4486;5.63;9.78;-0.0269513883145;4216.070660290449;4216
Evelyne MARQUE GRAS_77_11;Evelyne MARQUE GRAS;77;11;F;MARQUE GRAS;Evelyne;59;LR-UMP;3;Non;Non;Non;7.95;37.6562067292;1;1398;2.16;3.7;-0.161666066918;963.4764515875415;963
Olivier FAURE_77_11;Olivier FAURE;77;11;M;FAURE;Olivier;48;PS;3;Oui;Oui;Oui;7.95;37.6562067292;1;3555;5.49;9.4;-0.00912549669714;3481.080835902194;3481
Daniel ALLIOUX_77_11;Daniel ALLIOUX;77;11;M;ALLIOUX;Daniel;60;FG-FI;7;Non;Non;Non;7.95;37.6562067292;1;9081;14.02;24.01;-0.0738280068004;7661.35645369972;7661
Natacha BEDHIAF_77_11;Natacha BEDHIAF;77;11;F;BEDHIAF;Natacha;33;LR-UMP;4;Non;Non;Oui;7.95;37.6562067292;1;5007;7.73;13.24;-0.167230996706;3406.7996557811935;3407
Jean Marc GOVERNATORI_77_11;Jean Marc GOVERNATORI;77;11;M;GOVERNATORI;Jean Marc;58;EELV;5;Non;Non;Non;7.95;37.6562067292;1;2112;3.26;5.59;-0.10122689971;1672.8885711319745;1673
Amandine RUBINELLI_77_11;Amandine RUBINELLI;77;11;F;RUBINELLI;Amandine;30;EM-MODEM;5;Non;Non;Non;7.95;37.6562067292;1;10210;15.76;27.0;-0.00597139910579;10070.57673428447;10071
Jean-Marie LAUNAY_77_11;Jean-Marie LAUNAY;77;11;M;LAUNAY;Jean-Marie;25;FN;3;Non;Non;Non;7.95;37.6562067292;1;6452;9.96;17.06;-0.136719578411;4709.49977306158;4709
Didier BAICHÈRE_78_1;Didier BAICHÈRE;78;1;M;BAICHÈRE;Didier;46;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;17546;21.05;33.22;0.0333003162149;19065.37866808705;19065
François-Xavier BELLAMY_78_1;François-Xavier BELLAMY;78;1;M;BELLAMY;François-Xavier;31;LR-UMP;4;Non;Non;Oui;7.4;38.9517791651;1;15943;19.12;30.18;-0.0935064383701;12854.749196478537;12855
Emmanuel BOJAN_78_1;Emmanuel BOJAN;78;1;M;BOJAN;Emmanuel;34;LR-UMP;3;Non;Non;Non;7.4;38.9517791651;1;994;1.19;1.88;-0.0976059001069;793.9268401097263;794
Charlotte ROSSETTINI_78_1;Charlotte ROSSETTINI;78;1;F;ROSSETTINI;Charlotte;31;PS;5;Non;Non;Oui;7.4;38.9517791651;1;4767;5.72;9.03;-0.0149768363736;4605.410168767789;4605
Geneviève KUJAWSKI_78_1;Geneviève KUJAWSKI;78;1;F;KUJAWSKI;Geneviève;61;EXG;5;Non;Non;Non;7.4;38.9517791651;1;854;1.02;1.62;-0.104720872598;671.0223692632645;671
Olivier PAREJA_78_1;Olivier PAREJA;78;1;M;PAREJA;Olivier;51;EELV;3;Non;Non;Non;7.4;38.9517791651;1;1505;1.81;2.85;-0.0186584113965;1441.7105899375206;1442
Thibaut MARCHAL_78_1;Thibaut MARCHAL;78;1;M;MARCHAL;Thibaut;32;FG-FI;4;Non;Non;Non;7.4;38.9517791651;1;6260;7.51;11.85;-0.103893763189;4928.112007354108;4928
Thierry PEREZ_78_1;Thierry PEREZ;78;1;M;PEREZ;Thierry;50;FN;2;Non;Non;Non;7.4;38.9517791651;1;4949;5.94;9.37;-0.101050161752;3921.6361027422386;3922
Pascal THEVENOT_78_2;Pascal THEVENOT;78;2;M;THEVENOT;Pascal;51;LR-UMP;2;Oui;Oui;Oui;7.4;38.9517791651;1;13807;16.18;25.41;0.00330002691069;13913.122836097536;13913
Yasmine BENZELMAT_78_2;Yasmine BENZELMAT;78;2;F;BENZELMAT;Yasmine;34;FN;3;Non;Non;Non;7.4;38.9517791651;1;5939;6.96;10.93;-0.0927733758699;4796.6711971098775;4797
Marc SORIANO_78_2;Marc SORIANO;78;2;M;SORIANO;Marc;54;FG-FI;3;Non;Non;Non;7.4;38.9517791651;1;9071;10.63;16.7;-0.0908294270696;7359.117545603288;7359
Tanguy RUELLAN_78_2;Tanguy RUELLAN;78;2;M;RUELLAN;Tanguy;34;EELV;3;Non;Non;Non;7.4;38.9517791651;1;3494;4.1;6.43;-0.0200140500657;3336.6361487223935;3337
Jean-Noël BARROT_78_2;Jean-Noël BARROT;78;2;M;BARROT;Jean-Noël;34;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;20751;24.32;38.19;0.0431396901833;23170.8164656778;23171
Françoise FOREL_78_2;Françoise FOREL;78;2;F;FOREL;Françoise;61;LR-UMP;2;Non;Non;Non;7.4;38.9517791651;1;1271;1.49;2.34;-0.131646744073;938.6394571193097;939
Alexandre LANGLOIS_78_3;Alexandre LANGLOIS;78;3;M;LANGLOIS;Alexandre;34;FG-FI;4;Non;Non;Non;7.4;38.9517791651;1;5520;6.61;10.78;-0.0778760239919;4613.845565508287;4614
Philippe BRILLAULT_78_3;Philippe BRILLAULT;78;3;M;BRILLAULT;Philippe;65;LR-UMP;3;Non;Non;Oui;7.4;38.9517791651;1;16352;19.59;31.93;-0.0636228895709;14123.683892259489;14124
Béatrice PIRON_78_3;Béatrice PIRON;78;3;F;PIRON;Béatrice;51;EM-MODEM;2;Non;Non;Non;7.4;38.9517791651;1;17463;20.92;34.1;0.0432833672964;19507.356119574386;19507
Thibault TOURNIER_78_3;Thibault TOURNIER;78;3;M;TOURNIER;Thibault;33;LR-UMP;4;Non;Non;Non;7.4;38.9517791651;1;972;1.16;1.9;-0.0672691976662;832.5245847889497;833
Stéphane GALARDINI_78_3;Stéphane GALARDINI;78;3;M;GALARDINI;Stéphane;48;EELV;5;Non;Non;Non;7.4;38.9517791651;1;1891;2.26;3.69;-0.0749027101895;1591.4346830437123;1591
Nicolas HUE_78_3;Nicolas HUE;78;3;M;HUE;Nicolas;45;PS;3;Non;Non;Oui;7.4;38.9517791651;1;3913;4.69;7.64;-0.0160620560021;3770.924106518165;3771
Stéphanie DE GONNEVILLE_78_3;Stéphanie DE GONNEVILLE;78;3;F;DE GONNEVILLE;Stéphanie;52;FN;3;Non;Non;Non;7.4;38.9517791651;1;5104;6.11;9.97;-0.122703746768;3847.7506387344383;3848
Marie LEBEC_78_4;Marie LEBEC;78;4;F;LEBEC;Marie;26;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;17831;22.75;35.69;0.0418886443955;19839.9298907987;19840
Faustine HUET_78_4;Faustine HUET;78;4;F;HUET;Faustine;35;FG-FI;5;Non;Non;Non;7.4;38.9517791651;1;5585;7.12;11.18;-0.151881403911;3936.785691344756;3937
Ghislain FOURNIER_78_4;Ghislain FOURNIER;78;4;M;FOURNIER;Ghislain;53;LR-UMP;3;Non;Non;Oui;7.4;38.9517791651;1;14292;18.23;28.6;-0.0873130781246;11689.06919233324;11689
Monika BELALA_78_4;Monika BELALA;78;4;F;BELALA;Monika;43;PS;3;Non;Non;Oui;7.4;38.9517791651;1;4327;5.52;8.66;-0.0166519530752;4164.232239292901;4164
Olivier MEGRET_78_4;Olivier MEGRET;78;4;M;MEGRET;Olivier;60;EXG;3;Non;Non;Non;7.4;38.9517791651;1;748;0.95;1.5;-0.100383774438;593.632710351814;594
Claire COUEIGNAS_78_4;Claire COUEIGNAS;78;4;F;COUEIGNAS;Claire;61;LR-UMP;8;Non;Non;Non;7.4;38.9517791651;1;1022;1.3;2.05;-0.130978167009;755.9145917342762;756
Marie-Jo RENAUDIN_78_4;Marie-Jo RENAUDIN;78;4;F;RENAUDIN;Marie-Jo;63;FN;7;Non;Non;Non;7.4;38.9517791651;1;4790;6.11;9.59;-0.135857815855;3503.302972343724;3503
Jean-Philippe MARS_78_5;Jean-Philippe MARS;78;5;M;MARS;Jean-Philippe;61;EELV;3;Non;Non;Non;7.4;38.9517791651;1;1962;2.66;4.58;0.00156568583495;1969.1117051580197;1969
Laurence TOULEMONDE_78_5;Laurence TOULEMONDE;78;5;F;TOULEMONDE;Laurence;51;FN;8;Non;Non;Non;7.4;38.9517791651;1;4551;6.18;10.63;-0.136877066808;3320.70096749307;3321
Sophie THEVENET_78_5;Sophie THEVENET;78;5;F;THEVENET;Sophie;56;FG-FI;3;Non;Non;Non;7.4;38.9517791651;1;6883;9.34;16.08;-0.142719682406;4955.16461997118;4955
Roger AUDROIN_78_5;Roger AUDROIN;78;5;M;AUDROIN;Roger;58;EXG;5;Non;Non;Non;7.4;38.9517791651;1;1115;1.51;2.6;-0.103176426176;879.2217867963052;879
Jacques MYARD_78_5;Jacques MYARD;78;5;M;MYARD;Jacques;69;LR-UMP;3;Oui;Oui;Oui;7.4;38.9517791651;1;11495;15.6;26.85;-0.0687028475036;9813.097821208847;9813
Yaël BRAUN-PIVET_78_5;Yaël BRAUN-PIVET;78;5;F;BRAUN-PIVET;Yaël;46;EM-MODEM;4;Non;Non;Non;7.4;38.9517791651;1;16801;22.8;39.25;0.0411761089919;18656.409457314683;18656
Natalia POUZYREFF_78_6;Natalia POUZYREFF;78;6;F;POUZYREFF;Natalia;56;EM-MODEM;4;Non;Non;Non;7.4;38.9517791651;1;16617;21.93;37.29;0.027863667705;17796.200280980815;17796
Didier ROUXEL_78_6;Didier ROUXEL;78;6;M;ROUXEL;Didier;49;FN;3;Non;Non;Non;7.4;38.9517791651;1;4872;6.43;10.93;-0.0726943890556;4121.097510059866;4121
Nelly PASCAUD_78_6;Nelly PASCAUD;78;6;F;PASCAUD;Nelly;39;FG-FI;4;Non;Non;Non;7.4;38.9517791651;1;8268;10.91;18.55;-0.114620916342;6350.085189634703;6350
Pierre MORANGE_78_6;Pierre MORANGE;78;6;M;MORANGE;Pierre;60;LR-UMP;3;Oui;Oui;Oui;7.4;38.9517791651;1;11730;15.48;26.32;-0.0206733475562;11184.70836407755;11185
Josiane DUPÉ-SUAREZ_78_6;Josiane DUPÉ-SUAREZ;78;6;F;DUPÉ-SUAREZ;Josiane;67;EXG;7;Non;Non;Non;7.4;38.9517791651;1;1456;1.92;3.27;-0.110762380198;1128.233510228962;1128
Denise COLLACHOT_78_6;Denise COLLACHOT;78;6;F;COLLACHOT;Denise;71;LR-UMP;7;Non;Non;Non;7.4;38.9517791651;1;903;1.19;2.03;-0.138802205859;655.9723661801005;656
Paul DEBOUTIN_78_7;Paul DEBOUTIN;78;7;M;DEBOUTIN;Paul;23;FG-FI;4;Non;Non;Non;7.4;38.9517791651;1;8886;11.03;22.85;-0.192006832896;5710.833204980393;5711
Nicole PRADIER_78_7;Nicole PRADIER;78;7;F;PRADIER;Nicole;70;EXG;7;Non;Non;Non;7.4;38.9517791651;1;1398;1.74;3.59;-0.110762380198;1083.2901423764347;1083
Ghislaine SENÉE_78_7;Ghislaine SENÉE;78;7;F;SENÉE;Ghislaine;48;EELV;8;Non;Non;Non;7.4;38.9517791651;1;2241;2.78;5.76;-0.0321649018436;2081.0233570765567;2081
Arnaud RICHARD_78_7;Arnaud RICHARD;78;7;M;RICHARD;Arnaud;46;LR-UMP;8;Oui;Oui;Non;7.4;38.9517791651;1;1315;1.63;3.38;-0.00650609285139;1295.4470309334088;1295
Michèle DE VAUCOULEURS_78_7;Michèle DE VAUCOULEURS;78;7;F;DE VAUCOULEURS;Michèle;53;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;16444;20.42;42.28;0.0359341438841;17996.384135224143;17996
Victoria KOSTIAEVA_78_7;Victoria KOSTIAEVA;78;7;F;KOSTIAEVA;Victoria;45;FN;3;Non;Non;Non;7.4;38.9517791651;1;7258;9.01;18.66;-0.0970459847473;5804.582379098396;5805
Sandrine FERAUD_78_7;Sandrine FERAUD;78;7;F;FERAUD;Sandrine;41;LR-UMP;8;Non;Non;Non;7.4;38.9517791651;1;1349;1.68;3.47;-0.151132570032;952.5315724552879;953
Esther KOOIMAN_78_8;Esther KOOIMAN;78;8;F;KOOIMAN;Esther;48;EELV;8;Non;Non;Non;7.4;38.9517791651;1;1099;1.49;2.67;-0.0321649018436;1020.5464834569995;1021
Michel VIALAY_78_8;Michel VIALAY;78;8;M;VIALAY;Michel;57;LR-UMP;3;Non;Non;Oui;7.4;38.9517791651;1;6882;9.33;16.71;-0.0557694682381;6052.644967196958;6053
Romain CARBONNE_78_8;Romain CARBONNE;78;8;M;CARBONNE;Romain;33;FG-FI;3;Non;Non;Non;7.4;38.9517791651;1;8800;11.93;21.36;-0.133012715161;6478.432781305337;6478
Michael TAVERNE_78_8;Michael TAVERNE;78;8;M;TAVERNE;Michael;38;LR-UMP;4;Non;Non;Non;7.4;38.9517791651;1;1204;1.63;2.92;-0.0431227976611;1090.1937533637042;1090
Françoise DESCAMPS-CROSNIER_78_8;Françoise DESCAMPS-CROSNIER;78;8;F;DESCAMPS-CROSNIER;Françoise;61;PS;8;Oui;Oui;Oui;7.4;38.9517791651;1;3619;4.91;8.79;7.10924890567E-4;3624.938757516617;3625
François SIMÉONI_78_8;François SIMÉONI;78;8;M;SIMÉONI;François;57;FN;4;Non;Non;Non;7.4;38.9517791651;1;8378;11.36;20.34;-0.0495784332589;7474.1519487538735;7474
Khadija MOUDNIB_78_8;Khadija MOUDNIB;78;8;F;MOUDNIB;Khadija;40;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;10105;13.7;24.53;0.042150944992;11251.809531945653;11252
Eric ROULOT_78_8;Eric ROULOT;78;8;M;ROULOT;Eric;59;EXG;7;Non;Non;Non;7.4;38.9517791651;1;1108;1.5;2.69;-0.107800311536;864.4491445351158;864
Guillaume QUINTIN_78_9;Guillaume QUINTIN;78;9;M;QUINTIN;Guillaume;51;FG-FI;3;Non;Non;Non;7.4;38.9517791651;1;8496;9.35;15.51;-0.0807031440859;7055.232978747368;7055
Marie-France LAVENNE-REYNAERT_78_9;Marie-France LAVENNE-REYNAERT;78;9;F;LAVENNE-REYNAERT;Marie-France;65;LR-UMP;7;Non;Non;Non;7.4;38.9517791651;1;1810;1.99;3.31;-0.126678032496;1352.0742517452265;1352
Thibaud DE FLEURY_78_9;Thibaud DE FLEURY;78;9;M;DE FLEURY;Thibaud;30;EXG;5;Non;Non;Non;7.4;38.9517791651;1;1073;1.18;1.96;-0.0380376681445;983.019320899316;983
Salah ANOUAR_78_9;Salah ANOUAR;78;9;M;ANOUAR;Salah;56;EELV;4;Non;Non;Oui;7.4;38.9517791651;1;1323;1.46;2.42;-0.00908244497409;1295.6192714321642;1296
Bruno MILLIENNE_78_9;Bruno MILLIENNE;78;9;M;MILLIENNE;Bruno;57;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;14507;15.96;26.49;0.0148678049622;15030.468024318898;15030
Jean-Marie TETART_78_9;Jean-Marie TETART;78;9;M;TETART;Jean-Marie;67;LR-UMP;7;Oui;Oui;Oui;7.4;38.9517791651;1;12358;13.6;22.57;-0.0656673367922;10623.823676107795;10624
Ali MOHAMMAD_78_9;Ali MOHAMMAD;78;9;M;MOHAMMAD;Ali;40;PS;3;Non;Non;Non;7.4;38.9517791651;1;4283;4.71;7.82;-0.0596358806173;3733.465941012806;3733
Emmanuel NORBERT-COUADE_78_9;Emmanuel NORBERT-COUADE;78;9;M;NORBERT-COUADE;Emmanuel;37;FN;3;Non;Non;Non;7.4;38.9517791651;1;10910;12.01;19.92;-0.0839776538354;8991.809486964345;8992
Benjamin NICOLETTA_78_10;Benjamin NICOLETTA;78;10;M;NICOLETTA;Benjamin;36;FG-FI;3;Non;Non;Non;7.4;38.9517791651;1;7259;8.18;13.23;-0.101822685876;5741.879981839044;5742
David JUTIER_78_10;David JUTIER;78;10;M;JUTIER;David;41;EELV;4;Non;Non;Oui;7.4;38.9517791651;1;1502;1.69;2.74;-0.0154582227867;1449.4782730413565;1449
Joël BOCHE_78_10;Joël BOCHE;78;10;M;BOCHE;Joël;60;LR-UMP;2;Non;Non;Non;7.4;38.9517791651;1;1646;1.85;3.0;-0.0583232711044;1439.1516494217253;1439
François LE HOT_78_10;François LE HOT;78;10;M;LE HOT;François;48;FN;3;Non;Non;Non;7.4;38.9517791651;1;12460;14.04;22.71;-0.0766811643539;10443.27893528582;10443
Aurore BERGÉ_78_10;Aurore BERGÉ;78;10;F;BERGÉ;Aurore;30;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;26250;29.57;47.85;0.0418886443955;29207.4566560185;29207
Jean-Claude HUSSON_78_10;Jean-Claude HUSSON;78;10;M;HUSSON;Jean-Claude;51;PS;3;Non;Non;Non;7.4;38.9517791651;1;4785;5.39;8.72;-0.108567071697;3726.617940693877;3727
Corinne AURIBAULT_78_10;Corinne AURIBAULT;78;10;F;AURIBAULT;Corinne;53;EXG;4;Non;Non;Non;7.4;38.9517791651;1;955;1.08;1.74;-0.0886499741439;778.6699185744164;779
Mathilde ANDROUËT_78_11;Mathilde ANDROUËT;78;11;F;ANDROUËT;Mathilde;32;FN;3;Non;Non;Non;7.4;38.9517791651;1;4682;6.86;11.8;-0.10043893959;3715.2878710593177;3715
Benoît HAMON_78_11;Benoît HAMON;78;11;M;HAMON;Benoît;49;PS;8;Oui;Oui;Oui;7.4;38.9517791651;1;6293;9.22;15.86;0.0206059162009;6614.396806808392;6614
Nadia HAÏ_78_11;Nadia HAÏ;78;11;F;HAÏ;Nadia;37;EM-MODEM;3;Non;Non;Non;7.4;38.9517791651;1;11894;17.43;29.98;0.0418232227918;13231.595560140997;13232
Jean-Michel FOURGOUS_78_11;Jean-Michel FOURGOUS;78;11;M;FOURGOUS;Jean-Michel;63;LR-UMP;2;Non;Non;Oui;7.4;38.9517791651;1;6834;10.01;17.22;-0.0799940257961;5684.351805762706;5684
