Circo;Inscrits;%_Exp/Ins;Couleur;Nom;Voix;%_Voix/Ins;%_Voix/Exp,qualifie
79_1;90241;50.1;REM;Guillaume CHICHE;18350;20.33;40.59;oui
79_1;90241;50.1;FI;Nathalie SEGUIN;7164;7.94;15.85;oui
79_1;90241;50.1;UDI;Marc THEBAULT;5140;5.7;11.37;non
79_1;90241;50.1;SOC;Elodie TRUONG;3952;4.38;8.74;non
79_1;90241;50.1;DVD;Coralie DENOUES;3279;3.63;7.25;non
79_1;90241;50.1;FN;Martine GENDRY;3106;3.44;6.87;non
79_1;90241;50.1;DVG;Alain PIVETEAU;2167;2.4;4.79;non
79_1;90241;50.1;DLF;Cédric CHARLIER;720;0.8;1.59;non
79_1;90241;50.1;EXD;Cyril GIRAUD;463;0.51;1.02;non
79_1;90241;50.1;EXG;Maryse VALLEE;351;0.39;0.78;non
79_1;90241;50.1;DIV;Joseph ABI NADER;280;0.31;0.62;non
79_1;90241;50.1;DIV;Tristan PELISSIER;238;0.26;0.53;non
79_2;97396;51.59;REM;Christine HEINTZ;15875;16.3;31.6;oui
79_2;97396;51.59;SOC;Delphine BATHO;14970;15.37;29.79;oui
79_2;97396;51.59;LR;Séverine VACHON;6395;6.57;12.73;non
79_2;97396;51.59;FN;Jean-Romée CHARBONNEAU;5577;5.73;11.1;non
79_2;97396;51.59;FI;Yannick MAILLOU;5319;5.46;10.59;non
79_2;97396;51.59;ECO;Laurence RÉAU;1284;1.32;2.56;non
79_2;97396;51.59;DIV;Sylvie CLÉMENT;444;0.46;0.88;non
79_2;97396;51.59;EXG;Nicole POUPINOT;380;0.39;0.76;non
79_3;84790;49.0;REM;Jean-Marie FIEVET;16692;19.69;40.18;oui
79_3;84790;49.0;LR;Véronique SCHAAF-GAUTHIER;7928;9.35;19.08;oui
79_3;84790;49.0;SOC;Marc BONNEAU;4864;5.74;11.71;non
79_3;84790;49.0;FN;Lucie CHAUMERON;4525;5.34;10.89;non
79_3;84790;49.0;FI;Philippe COCHARD;4175;4.92;10.05;non
79_3;84790;49.0;ECO;Armelle BOIVIN;1438;1.7;3.46;non
79_3;84790;49.0;DLF;Marie POUJADE;845;1.0;2.03;non
79_3;84790;49.0;EXD;David ROBIN;388;0.46;0.93;non
79_3;84790;49.0;DIV;Valérie MORMICHE;379;0.45;0.91;non
79_3;84790;49.0;EXG;Ludvic SZOTOWSKI;311;0.37;0.75;non
78_1;83490;55.78;REM;Didier BAICHÈRE;19630;23.51;42.15;oui
78_1;83490;55.78;LR;François-Xavier BELLAMY;12801;15.33;27.49;oui
78_1;83490;55.78;FI;Thibaut MARCHAL;3744;4.48;8.04;non
78_1;83490;55.78;FN;Thierry PEREZ;2360;2.83;5.07;non
78_1;83490;55.78;SOC;Charlotte ROSSETTINI;2163;2.59;4.64;non
78_1;83490;55.78;ECO;Olivier PAREJA;1918;2.3;4.12;non
78_1;83490;55.78;DVD;François BILLOT DE LOCHNER;1295;1.55;2.78;non
78_1;83490;55.78;DLF;Emmanuel BOJAN;637;0.76;1.37;non
78_1;83490;55.78;DVD;Nicolas JACOT CARMICHAEL;609;0.73;1.31;non
78_1;83490;55.78;ECO;Florence HUMBERT;394;0.47;0.85;non
78_1;83490;55.78;DIV;Nicolas-Robin PLINATE;357;0.43;0.77;non
78_1;83490;55.78;COM;Geneviève KUJAWSKI;355;0.43;0.76;non
78_1;83490;55.78;EXG;Jean-Loup LEROUX;186;0.22;0.4;non
78_1;83490;55.78;DIV;Paul DE BÉON;123;0.15;0.26;non
80_1;84296;46.56;REM;Nicolas DUMONT;13394;15.89;34.13;oui
80_1;84296;46.56;FI;François RUFFIN;9545;11.32;24.32;oui
80_1;84296;46.56;FN;Franck DE LAPERSONNE;6255;7.42;15.94;non
80_1;84296;46.56;LR;Stéphane DECAYEUX;5251;6.23;13.38;non
80_1;84296;46.56;SOC;Pascale BOISTARD;2770;3.29;7.06;non
80_1;84296;46.56;DLF;Florient TRYOEN;623;0.74;1.59;non
80_1;84296;46.56;EXD;Yvon FLAHAUT;599;0.71;1.53;non
80_1;84296;46.56;EXG;Amal AISSAOUI;313;0.37;0.8;non
80_1;84296;46.56;DIV;Mai-Linh NGUYEN;202;0.24;0.51;non
80_1;84296;46.56;EXG;Dominique REITZMAN;180;0.21;0.46;non
80_1;84296;46.56;DIV;Ricky MOUKO;116;0.14;0.3;non
80_3;83773;52.85;REM;Bruno MARIAGE;11552;13.79;26.09;oui
80_3;83773;52.85;LR;Emmanuel MAQUET;9711;11.59;21.93;oui
80_3;83773;52.85;FN;Patricia CHAGNON;9592;11.45;21.66;non
80_3;83773;52.85;FI;Isabelle BRUSADELLI-DORION;5349;6.39;12.08;non
80_3;83773;52.85;SOC;Jean-Claude BUISINE;2658;3.17;6.0;non
80_3;83773;52.85;COM;Arnaud PETIT;2642;3.15;5.97;non
80_3;83773;52.85;DLF;Nicolas LOTTIN;1228;1.47;2.77;non
80_3;83773;52.85;EXD;Anne LENGELÉ;677;0.81;1.53;non
80_3;83773;52.85;EXG;Rémy CHASSOULIER;376;0.45;0.85;non
80_3;83773;52.85;DIV;David MONGIN;271;0.32;0.61;non
80_3;83773;52.85;DIV;Dominique LEDET;219;0.26;0.49;non
80_2;75505;48.71;REM;Barbara POMPILI;14970;19.83;40.7;oui
80_2;75505;48.71;FI;Cédric MAISSE;5269;6.98;14.33;oui
80_2;75505;48.71;DVD;Olivier JARDÉ;4579;6.06;12.45;non
80_2;75505;48.71;FN;Nicolas VERSAEN;4044;5.36;11.0;non
80_2;75505;48.71;UDI;Hubert DE JENLIS;3719;4.93;10.11;non
80_2;75505;48.71;SOC;Philippe CASIER;2102;2.78;5.72;non
80_2;75505;48.71;ECO;Christian GALLI;786;1.04;2.14;non
80_2;75505;48.71;DLF;Noémie DEVISSE;491;0.65;1.33;non
80_2;75505;48.71;EXG;Bruno PALENI;389;0.52;1.06;non
80_2;75505;48.71;EXD;Étienne BAUVOIS;237;0.31;0.64;non
80_2;75505;48.71;DIV;Gérard DAULLÉ;194;0.26;0.53;non
76_1;64488;51.35;REM;Damien ADAM;11471;17.79;34.64;oui
76_1;64488;51.35;SOC;Valérie FOURNEYRON;5702;8.84;17.22;oui
76_1;64488;51.35;LR;Jean-François BURES;5302;8.22;16.01;non
76_1;64488;51.35;FI;Lionel DESCAMPS;4416;6.85;13.33;non
76_1;64488;51.35;FN;Claire PRADEL;2667;4.14;8.05;non
76_1;64488;51.35;ECO;Véronique BEREGOVOY;2118;3.28;6.4;non
76_1;64488;51.35;DIV;Christophe CORET;546;0.85;1.65;non
76_1;64488;51.35;DLF;Christophe LEVASSEUR;405;0.63;1.22;non
76_1;64488;51.35;EXG;Valérie FOISSEY;287;0.45;0.87;non
76_1;64488;51.35;DIV;Vincent BROUSSEAU;202;0.31;0.61;non
76_1;64488;51.35;DIV;Mathias GIRARD;0;0.0;0.0;non
80_4;84033;50.85;REM;Jean-Claude LECLABART;13977;16.63;32.71;oui
80_4;84033;50.85;FN;Eric RICHERMOZ;9266;11.03;21.69;oui
80_4;84033;50.85;LR;Martin DOMISE;7726;9.19;18.08;non
80_4;84033;50.85;FI;Christophe HERTOUT;5540;6.59;12.97;non
80_4;84033;50.85;ECO;Elodie HEREN;2091;2.49;4.89;non
80_4;84033;50.85;UDI;Christelle HIVER;1783;2.12;4.17;non
80_4;84033;50.85;DLF;Patricia WYBO;1083;1.29;2.53;non
80_4;84033;50.85;EXG;Pascal FLAMENT;531;0.63;1.24;non
80_4;84033;50.85;EXD;Sabrina LE CORRONC;487;0.58;1.14;non
80_4;84033;50.85;DIV;Adam MAKOWSKI;245;0.29;0.57;non
80_5;81450;49.03;UDI;Stéphane DEMILLY;21505;26.4;53.85;elu
80_5;81450;49.03;FN;Loïc GRIMAUX;8487;10.42;21.25;non
80_5;81450;49.03;FI;Olivier SPINELLI;4770;5.86;11.94;non
80_5;81450;49.03;COM;Valérie ROUSSEL;1937;2.38;4.85;non
80_5;81450;49.03;DIV;Thierry VINDEVOGEL;1441;1.77;3.61;non
80_5;81450;49.03;DLF;Olga SOROKINA-DOLLE;620;0.76;1.55;non
80_5;81450;49.03;EXD;Florence PERDU;472;0.58;1.18;non
80_5;81450;49.03;EXG;Régis LIÉVRARD;439;0.54;1.1;non
80_5;81450;49.03;DIV;David MAKOWSKI;263;0.32;0.66;non
81_2;106024;52.74;REM;Marie-Christine VERDIER-JOUCLAS;19174;18.08;34.29;oui
81_2;106024;52.74;FN;Doriane ALBARAO;9418;8.88;16.84;oui
81_2;106024;52.74;FI;Thomas DOMENECH;8213;7.75;14.69;non
81_2;106024;52.74;SOC;Claire FITA;7260;6.85;12.98;non
81_2;106024;52.74;LR;Pascal GRANDIN;3996;3.77;7.15;non
81_2;106024;52.74;ECO;Pascal PRAGNÈRE;2250;2.12;4.02;non
81_2;106024;52.74;COM;Rachid TOUZANI;1943;1.83;3.47;non
81_2;106024;52.74;DLF;Pascal THIBAUT;1152;1.09;2.06;non
81_2;106024;52.74;ECO;Ben LEFETEY;765;0.72;1.37;non
81_2;106024;52.74;DIV;Gisèle BERLIC;514;0.48;0.92;non
81_2;106024;52.74;DIV;Thierry PONS;493;0.46;0.88;non
81_2;106024;52.74;EXG;Boris GIMENEZ SASTRE;339;0.32;0.61;non
81_2;106024;52.74;DIV;Jean-Pierre BERENGUER;339;0.32;0.61;non
81_2;106024;52.74;ECO;Patrick AUDOUY;62;0.06;0.11;non
81_2;106024;52.74;DVD;Marina LENIE;0;0.0;0.0;non
82_1;89975;52.71;REM;Pierre MARDEGAN;13801;15.34;29.1;oui
82_1;89975;52.71;SOC;Valérie RABAULT;8891;9.88;18.75;oui
82_1;89975;52.71;FN;Thierry VIALLON;8113;9.02;17.11;non
82_1;89975;52.71;LR;Thierry DEVILLE;7480;8.31;15.77;non
82_1;89975;52.71;FI;Marie NADAL;5348;5.94;11.28;non
82_1;89975;52.71;COM;Rodolphe PORTOLES;1155;1.28;2.44;non
82_1;89975;52.71;ECO;Guillaume ARNAUD;1112;1.24;2.34;non
82_1;89975;52.71;DLF;Martine BAUDOZ;673;0.75;1.42;non
82_1;89975;52.71;ECO;Sandy RIVIERE;298;0.33;0.63;non
82_1;89975;52.71;EXG;Richard BLANCO;293;0.33;0.62;non
82_1;89975;52.71;DIV;Alexia SALGUES;265;0.29;0.56;non
78_6;75709;50.71;REM;Natalia POUZYREFF;18396;24.3;47.91;oui
78_6;75709;50.71;LR;Pierre MORANGE;10155;13.41;26.45;oui
78_6;75709;50.71;FI;Nelly PASCAUD;3295;4.35;8.58;non
78_6;75709;50.71;FN;Didier ROUXEL;2333;3.08;6.08;non
78_6;75709;50.71;COM;Josiane DUPÉ-SUAREZ;1744;2.3;4.54;non
78_6;75709;50.71;DVD;Christophe BENTZ;732;0.97;1.91;non
78_6;75709;50.71;DLF;Denise COLLACHOT;387;0.51;1.01;non
78_6;75709;50.71;DVG;Béatrice SAINT-PERON;316;0.42;0.82;non
78_6;75709;50.71;DIV;Véronique LANCELOT;283;0.37;0.74;non
78_6;75709;50.71;EXG;Frédéric HEMERY;209;0.28;0.54;non
78_6;75709;50.71;DIV;David ROELANDT;173;0.23;0.45;non
78_6;75709;50.71;DVG;Laurent LANYI;140;0.18;0.36;non
78_6;75709;50.71;DIV;Fouad ABOUHAMDA;132;0.17;0.34;non
78_6;75709;50.71;DIV;Clément MOREUX;98;0.13;0.26;non
81_1;83771;52.71;DVD;Philippe FOLLIOT;14404;17.19;32.62;oui
81_1;83771;52.71;FN;Frédéric CABROLIER;6903;8.24;15.63;oui
81_1;83771;52.71;DIV;Pierre LAPORTE;5841;6.97;13.23;non
81_1;83771;52.71;FI;Tenhinan HADJI;4759;5.68;10.78;non
81_1;83771;52.71;SOC;Patrice BÉDIER;3904;4.66;8.84;non
81_1;83771;52.71;LR;Anne-Michèle BIANCHI;3604;4.3;8.16;non
81_1;83771;52.71;ECO;Julia RIVET;1550;1.85;3.51;non
81_1;83771;52.71;COM;André BOUDES;919;1.1;2.08;non
81_1;83771;52.71;DLF;Luc COUDERC;825;0.98;1.87;non
81_1;83771;52.71;ECO;Jean-Pierre ROUSTIT;485;0.58;1.1;non
81_1;83771;52.71;ECO;Alba O'NEILL;344;0.41;0.78;non
81_1;83771;52.71;EXG;Eric CHAVEGRAND;311;0.37;0.7;non
81_1;83771;52.71;DIV;Thierry SCANDELLA;307;0.37;0.7;non
83_1;74842;44.5;REM;Elisabeth CHANTRIEUX;10592;14.15;31.8;oui
83_1;74842;44.5;LR;Geneviève LEVY;8496;11.35;25.51;oui
83_1;74842;44.5;FN;Amaury NAVARRANNE;7310;9.77;21.95;non
83_1;74842;44.5;FI;Luc LÉANDRI;2742;3.66;8.23;non
83_1;74842;44.5;ECO;Delphine DE LUCA;1034;1.38;3.1;non
83_1;74842;44.5;DVD;Philippe SANS;869;1.16;2.61;non
83_1;74842;44.5;COM;Alain GLÉMET;729;0.97;2.19;non
83_1;74842;44.5;DVD;Joel Pierre CHEVREUX;415;0.55;1.25;non
83_1;74842;44.5;DLF;Michel DE MAYNARD DE SAINT MICHEL;323;0.43;0.97;non
83_1;74842;44.5;ECO;Olivier LESAGE;288;0.38;0.86;non
83_1;74842;44.5;DIV;Marion BUCHHEIT-KAPELL;244;0.33;0.73;non
83_1;74842;44.5;EXG;Renée DEFRANCE;185;0.25;0.56;non
83_1;74842;44.5;DIV;Yassin-Faïsal BELGUECHI;45;0.06;0.14;non
83_1;74842;44.5;DVD;Jean Claude PICOT;32;0.04;0.1;non
83_1;74842;44.5;SOC;Viviane DRIQUEZ;0;0.0;0.0;non
76_6;109582;51.61;REM;Philippe DUFOUR;15197;13.87;26.87;oui
76_6;109582;51.61;COM;Sébastien JUMEL;12906;11.78;22.82;oui
76_6;109582;51.61;FN;Nicolas BAY;12886;11.76;22.78;non
76_6;109582;51.61;UDI;Blandine LEFEBVRE;8558;7.81;15.13;non
76_6;109582;51.61;SOC;Marie LE VERN;5407;4.93;9.56;non
76_6;109582;51.61;EXG;Éric MOISAN;676;0.62;1.2;non
76_6;109582;51.61;DIV;David GROUT;509;0.46;0.9;non
76_6;109582;51.61;DVG;Michel CORDIN;418;0.38;0.74;non
81_3;101421;54.43;REM;Jean TERLIER;17931;17.68;32.48;oui
81_3;101421;54.43;LR;Bernard CARAYON;12988;12.81;23.53;oui
81_3;101421;54.43;FN;Virginie CALLEJON;8356;8.24;15.14;non
81_3;101421;54.43;FI;Maud FORGEOT;6419;6.33;11.63;non
81_3;101421;54.43;SOC;Linda GOURJADE;5006;4.94;9.07;non
81_3;101421;54.43;ECO;Stéphane DELEFORGE;1571;1.55;2.85;non
81_3;101421;54.43;COM;Eric JALADE;798;0.79;1.45;non
81_3;101421;54.43;DLF;Mimose RYER;653;0.64;1.18;non
81_3;101421;54.43;ECO;Nicolas PINEL;365;0.36;0.66;non
81_3;101421;54.43;ECO;Virginie RIVAYRAND;333;0.33;0.6;non
81_3;101421;54.43;EXG;Chantal TRESSENS;326;0.32;0.59;non
81_3;101421;54.43;DIV;Emilie CARBONELL;260;0.26;0.47;non
81_3;101421;54.43;DIV;Mohamed DJAFOUR;202;0.2;0.37;non
83_2;90542;44.09;REM;Cécile MUSCHOTTI;13455;14.86;33.71;oui
83_2;90542;44.09;FN;Rachel ROUSSEL;9350;10.33;23.42;oui
83_2;90542;44.09;LR;Philippe VITEL;7678;8.48;19.24;non
83_2;90542;44.09;FI;Michel LAGRÉCA;4247;4.69;10.64;non
83_2;90542;44.09;ECO;Guy REBEC;1146;1.27;2.87;non
83_2;90542;44.09;DLF;Marie-Reine ZIMMERMANN;905;1.0;2.27;non
83_2;90542;44.09;COM;Alain BOLLA;867;0.96;2.17;non
83_2;90542;44.09;DVD;Laurence LUCCIONI;783;0.86;1.96;non
83_2;90542;44.09;DIV;Jean-Claude GONI;377;0.42;0.94;non
83_2;90542;44.09;DIV;Anaïs ENGUERAND;269;0.3;0.67;non
83_2;90542;44.09;DVD;Aleth MARESCHAL DE CHARENTENAY;267;0.29;0.67;non
83_2;90542;44.09;EXG;Jean-Michel GHIOTTO;202;0.22;0.51;non
83_2;90542;44.09;DIV;Maurice AEPLY;193;0.21;0.48;non
83_2;90542;44.09;DVG;Roseline LAFITTE VIDEAU;177;0.2;0.44;non
83_4;106142;42.79;REM;Sereine MAUBORGNE;14671;13.82;32.3;oui
83_4;106142;42.79;FN;Philippe LOTTIAUX;11245;10.59;24.76;oui
83_4;106142;42.79;LR;Françoise DUMONT;8115;7.65;17.87;non
83_4;106142;42.79;FI;Eric HABOUZIT;3337;3.14;7.35;non
83_4;106142;42.79;DVD;Annick NAPOLEON;2809;2.65;6.18;non
83_4;106142;42.79;ECO;Jean-Laurent FELIZIA;1484;1.4;3.27;non
83_4;106142;42.79;DLF;Thierry RUDNIK;651;0.61;1.43;non
83_4;106142;42.79;DIV;Catherine MOILIER;627;0.59;1.38;non
83_4;106142;42.79;COM;Jean-Marie BERNARDI;620;0.58;1.37;non
83_4;106142;42.79;DVD;Brigitte TONINI-BOSSI;529;0.5;1.16;non
83_4;106142;42.79;EXD;Didier MONNIN;422;0.4;0.93;non
83_4;106142;42.79;DIV;Gérald BITSCHY;323;0.3;0.71;non
83_4;106142;42.79;DIV;Johana MANISCALCO;286;0.27;0.63;non
83_4;106142;42.79;EXG;Geneviève CABRERA;212;0.2;0.47;non
83_4;106142;42.79;DIV;Gaëlle DE MONTGOLFIER;86;0.08;0.19;non
83_4;106142;42.79;DVD;Martine CAMOUS;0;0.0;0.0;non
77_1;70919;41.96;MDM;Aude LUQUET;11126;15.69;37.39;oui
77_1;70919;41.96;LR;Denis JULLEMIER;5440;7.67;18.28;oui
77_1;70919;41.96;FN;Stéfanie CONIGLIO;4333;6.11;14.56;non
77_1;70919;41.96;FI;Bénédicte MONVILLE;3802;5.36;12.78;non
77_1;70919;41.96;SOC;Nicolas ALIX;1774;2.5;5.96;non
77_1;70919;41.96;DLF;Léa HUGUET;714;1.01;2.4;non
77_1;70919;41.96;DVD;Nathalie BEAULNES-SERENI;542;0.76;1.82;non
77_1;70919;41.96;DVD;Franck VEZILIER;503;0.71;1.69;non
77_1;70919;41.96;COM;Yves REMY;485;0.68;1.63;non
77_1;70919;41.96;DIV;Catherine GALLOIS;280;0.39;0.94;non
77_1;70919;41.96;EXG;Jean-Louis GUERRIER;249;0.35;0.84;non
77_1;70919;41.96;DIV;Najib AZRGUI;152;0.21;0.51;non
77_1;70919;41.96;DVG;Malika HADBI;152;0.21;0.51;non
77_1;70919;41.96;EXG;Patrick DELVERT;110;0.16;0.37;non
77_1;70919;41.96;DVD;Henri Komivi DJOLEGBEHOU;59;0.08;0.2;non
77_1;70919;41.96;DIV;Flavien ATSE;32;0.05;0.11;non
77_1;70919;41.96;DVD;Bénédicte SAVATIER;7;0.01;0.02;non
78_12;69005;51.74;REM;Florence GRANJUS;14835;21.5;41.55;oui
78_12;69005;51.74;LR;David DOUILLET;9744;14.12;27.29;oui
78_12;69005;51.74;FI;Antoine BARO;3536;5.12;9.9;non
78_12;69005;51.74;FN;Jean-Luc GALLAIS;2266;3.28;6.35;non
78_12;69005;51.74;SOC;Marie-Noëlle BAS;1731;2.51;4.85;non
78_12;69005;51.74;ECO;Patricia CHARTON;1043;1.51;2.92;non
78_12;69005;51.74;DLF;Fabien MÉTAIS;732;1.06;2.05;non
78_12;69005;51.74;ECO;Isabelle FOURNIÈRE;626;0.91;1.75;non
78_12;69005;51.74;COM;Françoise PINSON;388;0.56;1.09;non
78_12;69005;51.74;EXD;Danielle WEBER;277;0.4;0.78;non
78_12;69005;51.74;DIV;Stéphane ROUSSILLO;256;0.37;0.72;non
78_12;69005;51.74;EXG;Jean-Pierre MERCIER;216;0.31;0.6;non
78_12;69005;51.74;ECO;Florian GRACY;52;0.08;0.15;non
78_12;69005;51.74;DVD;Marion MOUYON;1;0.0;0.0;non
83_7;103509;43.88;REM;Emilie GUEREL;14330;13.84;31.55;oui
83_7;103509;43.88;FN;Frédéric BOCCALETTI;10838;10.47;23.86;oui
83_7;103509;43.88;LR;Jean Sébastien VIALATTE;8658;8.36;19.06;non
83_7;103509;43.88;FI;Laurent RICHARD;4665;4.51;10.27;non
83_7;103509;43.88;DVD;Jean-Pierre COLIN;1669;1.61;3.67;non
83_7;103509;43.88;ECO;Denise REVERDITO NÉE ORTIGUE;1358;1.31;2.99;non
83_7;103509;43.88;COM;Janine LECLER;910;0.88;2.0;non
83_7;103509;43.88;DLF;Reine PEUGEOT;845;0.82;1.86;non
83_7;103509;43.88;DVD;Lucienne DAUDÉ;721;0.7;1.59;non
83_7;103509;43.88;DIV;Thomas ROSTAING;288;0.28;0.63;non
83_7;103509;43.88;ECO;Nadine ROUZIC;247;0.24;0.54;non
83_7;103509;43.88;DIV;Jeanne-Marie CARRERE;215;0.21;0.47;non
83_7;103509;43.88;EXG;Marie-Renée BALTY;206;0.2;0.45;non
83_7;103509;43.88;EXD;Elie HATEM;169;0.16;0.37;non
83_7;103509;43.88;DVG;Michèle THOUVEREZ-BROCHOT;131;0.13;0.29;non
83_7;103509;43.88;DVD;Khalid EL GARTI;86;0.08;0.19;non
83_7;103509;43.88;ECO;Jean-René TOZZA;56;0.05;0.12;non
83_7;103509;43.88;DIV;Gilles ZOBIRI;24;0.02;0.05;non
83_8;104367;48.82;REM;Fabien MATRAS;16619;15.92;32.61;oui
83_8;104367;48.82;FN;Pierre JUGY;12161;11.65;23.87;oui
83_8;104367;48.82;LR;Olivier AUDIBERT-TROIN;11879;11.38;23.31;non
83_8;104367;48.82;FI;Patricia MASSIS-CALLET;4989;4.78;9.79;non
83_8;104367;48.82;ECO;Bruno DELPORT;1374;1.32;2.7;non
83_8;104367;48.82;DVD;Clémence RAZEAU;1072;1.03;2.1;non
83_8;104367;48.82;COM;Marie-Pierre BURLANDO;820;0.79;1.61;non
83_8;104367;48.82;DLF;Bernard LEMAITRE;790;0.76;1.55;non
83_8;104367;48.82;ECO;Sophie GOY;628;0.6;1.23;non
83_8;104367;48.82;DIV;Guy FERNANDEZ;401;0.38;0.79;non
83_8;104367;48.82;EXG;Ludovic MARTIN;223;0.21;0.44;non
83_6;118406;44.77;REM;Valérie GOMEZ-BASSAC;18133;15.31;34.21;oui
83_6;118406;44.77;FN;Jérôme RIVIERE;13661;11.54;25.77;oui
83_6;118406;44.77;LR;Marc LAURIOL;8057;6.8;15.2;non
83_6;118406;44.77;FI;Jill CAZICONSTANTINOS;5538;4.68;10.45;non
83_6;118406;44.77;SOC;Cécile LAUBLET;1269;1.07;2.39;non
83_6;118406;44.77;DVD;Maryse RÉTALI;1094;0.92;2.06;non
83_6;118406;44.77;COM;Laurent CARRATALA;1083;0.91;2.04;non
83_6;118406;44.77;REG;Didier CADE;980;0.83;1.85;non
83_6;118406;44.77;EXD;Laurent LOPEZ;838;0.71;1.58;non
83_6;118406;44.77;EXD;Gilles FOURNEL;602;0.51;1.14;non
83_6;118406;44.77;ECO;Hélène LION;545;0.46;1.03;non
83_6;118406;44.77;RDG;Marc D'AMATO;499;0.42;0.94;non
83_6;118406;44.77;DIV;Cédric CARASCO;388;0.33;0.73;non
83_6;118406;44.77;EXG;Hélène DELAGE;223;0.19;0.42;non
83_6;118406;44.77;DVD;Frédéric WEBER;101;0.09;0.19;non
83_3;100807;48.33;REM;Alexandre ZAPOLSKY;16523;16.39;33.91;oui
83_3;100807;48.33;LR;Jean-Louis MASSON;11302;11.21;23.2;oui
83_3;100807;48.33;FN;Aline RENCK-GUIGUE;10486;10.4;21.52;non
83_3;100807;48.33;FI;Danielle LAPIERRE;4267;4.23;8.76;non
83_3;100807;48.33;ECO;Chantal MOUTTET;1648;1.63;3.38;non
83_3;100807;48.33;DLF;Marie MARTIN;987;0.98;2.03;non
83_3;100807;48.33;COM;Anaïs ESCUDIER;814;0.81;1.67;non
83_3;100807;48.33;DVD;Daniel MEHL;733;0.73;1.5;non
83_3;100807;48.33;DIV;Marine AGIN;415;0.41;0.85;non
83_3;100807;48.33;DVD;Jean-Louis BANES;412;0.41;0.85;non
83_3;100807;48.33;DIV;Stéphane SIMON;349;0.35;0.72;non
83_3;100807;48.33;DIV;Franck CHAUVET;311;0.31;0.64;non
83_3;100807;48.33;ECO;Françoise GUILMOTO;287;0.28;0.59;non
83_3;100807;48.33;EXG;Pierre DEIDON;187;0.19;0.38;non
84_1;72991;43.23;REM;Jean-François CESARINI;9495;13.01;30.09;oui
84_1;72991;43.23;FN;Anne-Sophie RIGAULT;7261;9.95;23.01;oui
84_1;72991;43.23;FI;Amandine LAUGIER;4090;5.6;12.96;non
84_1;72991;43.23;LR;Stéphanie PARRY;3288;4.5;10.42;non
84_1;72991;43.23;COM;André CASTELLI;2408;3.3;7.63;non
84_1;72991;43.23;SOC;Christine LAGRANGE;1354;1.86;4.29;non
84_1;72991;43.23;ECO;Jean Pierre CERVANTES;1007;1.38;3.19;non
84_1;72991;43.23;ECO;Audrey CASTANET;485;0.66;1.54;non
84_1;72991;43.23;DIV;Pierre BORIES;403;0.55;1.28;non
84_1;72991;43.23;DLF;Alain GOUIN;352;0.48;1.12;non
84_1;72991;43.23;DIV;Denis SCHMID;321;0.44;1.02;non
84_1;72991;43.23;DVG;Monique BERION;231;0.32;0.73;non
84_1;72991;43.23;EXG;Claudine RODINSON;211;0.29;0.67;non
84_1;72991;43.23;DIV;Bruno ROLLAND DU ROSCOAT;200;0.27;0.63;non
84_1;72991;43.23;DVG;Kader GUETTAF;123;0.17;0.39;non
84_1;72991;43.23;EXG;Stéphane GESLIN;100;0.14;0.32;non
84_1;72991;43.23;DIV;Gaetan NGUYEN-HUN;99;0.14;0.31;non
84_1;72991;43.23;DIV;Philip CRIPE;70;0.1;0.22;non
84_1;72991;43.23;DIV;Philippe JAFFRE;57;0.08;0.18;non
84_3;75598;47.13;REM;Brune POIRSON;11425;15.11;32.07;oui
84_3;75598;47.13;FN;Hervé DE LÉPINAU;11335;14.99;31.81;oui
84_3;75598;47.13;LR;Gilles VÈVE;4893;6.47;13.73;non
84_3;75598;47.13;FI;Laurence CERMOLACCE-BOISSIER;3952;5.23;11.09;non
84_3;75598;47.13;COM;Mina IDIR;1245;1.65;3.49;non
84_3;75598;47.13;ECO;Bernard MAUNIER;978;1.29;2.74;non
84_3;75598;47.13;DLF;Emmanuel COINTOT;787;1.04;2.21;non
84_3;75598;47.13;EXD;Tristan FLINT D'AURIAC;311;0.41;0.87;non
84_3;75598;47.13;DIV;Aurélie ROUSSEAU;272;0.36;0.76;non
84_3;75598;47.13;ECO;Jacqueline SCIBILIA;223;0.29;0.63;non
84_3;75598;47.13;EXG;Bertrand HELLEU;208;0.28;0.58;non
84_3;75598;47.13;DVD;Philippe MAIRE;0;0.0;0.0;non
83_5;96236;45.5;MDM;Philippe MICHEL-KLEISBAUER;12513;13.0;28.58;oui
83_5;96236;45.5;FN;Gilles LONGO;11188;11.63;25.55;oui
83_5;96236;45.5;LR;Guillaume DECARD;8509;8.84;19.43;non
83_5;96236;45.5;FI;Catherine AUBRY;2736;2.84;6.25;non
83_5;96236;45.5;DVD;Jonathan DERY;1758;1.83;4.01;non
83_5;96236;45.5;DIV;Luc LAÎNÉ;1405;1.46;3.21;non
83_5;96236;45.5;DVG;Jean-Pierre MEYNET;1227;1.27;2.8;non
83_5;96236;45.5;ECO;Jacky GIRAL;880;0.91;2.01;non
83_5;96236;45.5;SOC;Insaf REZAGUI;816;0.85;1.86;non
83_5;96236;45.5;DVD;Géraldine MAIYE PRAPAS;809;0.84;1.85;non
83_5;96236;45.5;DLF;Thierry SARRAUTON;689;0.72;1.57;non
83_5;96236;45.5;EXD;Gilles DEDIER;508;0.53;1.16;non
83_5;96236;45.5;COM;Barbara CROS;345;0.36;0.79;non
