code du département;numéro département;libellé du département;code circonscription;link2;libellé circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixmodele1;%_voix/ins;%_voix/exp;predictiont1;modele2voix;modele2rounded;voixt1;convergence_modele2;convergence_modele2_cut;convergence_modele_2_tag;passe_t2_2017;tweet_tag_count;tweet_tag_avg;tweet_nuance_count;tweet_nuance_avg;voixt2Modele1;prediction;voixT2_modele2
33;33;Gironde;12;Christophe MIQUEU_33_12;12ème circonscription;M;MIQUEU;Christophe;39;FG-FI;3;Non;Non;Non;9.9;40.6896158004;6;10415;12.48;20.64;-0.0920635842985;8425.50013684;8426;7191;0.616935483871;0.616935483871;améliore;oui;;;71423;0.0576651973747;15119;-0.007525536375;14859
34;34;Hérault;1;Julien COLET_34_1;1ère circonscription;M;COLET;Julien;43;FG-FI;4;Non;Non;Non;13.95;41.5487450702;8;12389;14.64;29.08;0.00847630036441;12638.0854487;12638;6163;-0.0399935753293;-0.0399935753293;degrade_un_peu;non;;;71423;0.0576651973747;14970;0.00129313380403;15015
34;34;Hérault;1;Patricia MIRALLÈS_34_1;1ère circonscription;F;MIRALLÈS;Patricia;49;EM-MODEM;5;Non;Non;Non;13.95;41.5487450702;8;14177;16.76;33.27;-0.0725069651409;11997.1302585;11997;13481;3.13218390805;1.715;surestime;oui;;;41745;0.0440392981251;16087;0.0491372211981;18276
34;34;Hérault;2;Stéphanie JANNIN_34_2;2ème circonscription;F;JANNIN;Stéphanie;39;EM-MODEM;3;Non;Non;Oui;13.95;41.5487450702;8;9122;15.1;27.41;-0.0384484589186;8349.13741501;8349;7375;0.442472810532;0.442472810532;améliore;oui;;;41745;0.0440392981251;14069;0.00549158802011;14250
34;34;Hérault;2;Muriel RESSIGUIER_34_2;2ème circonscription;F;RESSIGUIER;Muriel;39;FG-FI;5;Non;Non;Non;13.95;41.5487450702;8;8814;14.59;26.49;-0.102864492301;6955.18288047;6955;5886;0.634904371585;0.634904371585;améliore;oui;;;71423;0.0576651973747;13036;-9.67020149163E-4;13007
34;34;Hérault;3;Coralie DUBOST_34_3;3ème circonscription;F;DUBOST;Coralie;34;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;14709;17.28;27.7;-0.0379657105631;13477.7512742;13478;16174;-0.840273037543;-0.840273037543;degrade;oui;;;41745;0.0440392981251;18822;0.0458647110974;21181
34;34;Hérault;3;Catherine DARDÉ_34_3;3ème circonscription;F;DARDÉ;Catherine;67;LR-UMP;7;Non;Non;Oui;13.95;41.5487450702;8;11349;13.33;21.37;-0.215980258562;6902.03786377;6902;3703;0.581611300026;0.581611300026;améliore;non;;;15078;0.0310684164536;16070;0.0214808189958;16928
34;34;Hérault;4;François GAUBERT_34_4;4ème circonscription;M;GAUBERT;François;73;FN;3;Non;Non;Non;13.95;41.5487450702;8;16069;14.35;23.31;-0.0447540538874;14495.5532898;14496;9402;0.23593820309;0.23593820309;améliore;oui;;;60621;0.040893260993;21958;0.0590869963007;25704
34;34;Hérault;4;Jean-François ELIAOU_34_4;4ème circonscription;M;ELIAOU;Jean-François;60;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;16174;14.44;23.46;-0.0121037589825;15729.4551632;15729;16694;-0.855769230769;-0.855769230769;degrade;oui;;;41745;0.0440392981251;34837;0.0396460503468;38519
34;34;Hérault;5;Gilles ARDINAT_34_5;5ème circonscription;M;ARDINAT;Gilles;40;FN;4;Non;Non;Oui;13.95;41.5487450702;8;15493;16.43;27.85;-0.0185400908207;14845.520535;14846;10160;0.121320082505;0.121320082505;améliore;oui;;;60621;0.040893260993;19793;0.0622039960932;23396
34;34;Hérault;5;Philippe HUPPÉ_34_5;5ème circonscription;M;HUPPÉ;Philippe;49;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;11571;12.27;20.8;0.0350269816365;12632.0168825;12632;13142;0.675366008912;0.675366008912;améliore;oui;;;41745;0.0440392981251;26738;0.0453936329775;30049
34;34;Hérault;6;Elie ABOUD_34_6;6ème circonscription;M;ABOUD;Elie;57;LR-UMP;3;Oui;Oui;Oui;13.95;41.5487450702;8;11477;12.58;21.88;-0.0800037406477;9546.07057876;9546;7777;0.521891891892;0.521891891892;améliore;non;;;15078;0.0310684164536;24456;0.00661088673397;24837
34;34;Hérault;6;Emmanuelle MÉNARD_34_6;6ème circonscription;F;MÉNARD;Emmanuelle;48;FN;3;Non;Non;Oui;13.95;41.5487450702;8;16485;18.07;31.43;-0.0542296544815;14549.876164;14550;15061;1.35884831461;1.35884831461;ameliore/surestime;oui;;;60621;0.040893260993;16964;0.0695875290037;20532
34;34;Hérault;7;Christophe EUZET_34_7;7ème circonscription;M;EUZET;Christophe;50;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;12186;11.94;20.37;0.0341946128094;13273.3337695;13273;12120;-16.4696969697;-1.042;degrade;oui;;;41745;0.0440392981251;26894;0.0324577050496;29157
34;34;Hérault;7;Myriam ROQUES_34_7;7ème circonscription;F;ROQUES;Myriam;50;FN;3;Non;Non;Oui;13.95;41.5487450702;8;17838;17.47;29.82;-0.0556916526793;15691.1403473;15691;11483;0.337844217152;0.337844217152;améliore;oui;;;60621;0.040893260993;22931;0.0708514271063;27870
34;34;Hérault;8;Gérard PRATO_34_8;8ème circonscription;M;PRATO;Gérard;54;FN;3;Non;Non;Non;13.95;41.5487450702;8;12598;14.22;23.9;-0.0174098107128;12102.9654439;12103;8758;0.12890625;0.12890625;améliore;oui;;;60621;0.040893260993;16973;0.0591914893935;19875
34;34;Hérault;8;Nicolas DÉMOULIN_34_8;8ème circonscription;M;DÉMOULIN;Nicolas;37;EM-MODEM;2;Non;Non;Non;13.95;41.5487450702;8;12333;13.92;23.39;0.0191826853972;12916.2970267;12916;12954;0.938808373591;0.938808373591;améliore;oui;;;41745;0.0440392981251;26513;0.0132398104277;27360
34;34;Hérault;9;Guillaume VOUZELLAUD_34_9;9ème circonscription;M;VOUZELLAUD;Guillaume;48;FN;3;Non;Non;Non;13.95;41.5487450702;8;11416;13.9;23.83;-0.0183380377427;10943.9959174;10944;7749;0.128715571312;0.128715571312;améliore;oui;;;60621;0.040893260993;15493;0.0508370121512;17690
34;34;Hérault;9;Patrick VIGNAL_34_9;9ème circonscription;M;VIGNAL;Patrick;59;EM-MODEM;2;Oui;Oui;Non;13.95;41.5487450702;8;13209;16.09;27.57;0.12166616679;19520.4184559;19520;15033;3.45997807018;1.715;surestime;oui;;;41745;0.0440392981251;23743;0.0393423560416;26230
35;35;Ille-et-Vilaine;1;Mostapha LAABID_35_1;1ère circonscription;M;LAABID;Mostapha;48;EM-MODEM;4;Non;Non;Oui;7.8;39.4885329281;5;19296;21.54;41.15;0.0223890232463;20373.8715328;20374;16583;-0.397346111316;-0.397346111316;degrade;oui;;;41745;0.0440392981251;23178;0.0484904696494;26283
35;35;Ille-et-Vilaine;1;Patrick BERGOGNÉ_35_1;1ère circonscription;M;BERGOGNÉ;Patrick;47;FG-FI;5;Non;Non;Non;7.8;39.4885329281;5;10252;11.44;21.86;-0.136851575003;7480.95465822;7481;6207;0.685043263288;0.685043263288;améliore;non;;;71423;0.0576651973747;17243;-0.0112203175904;16803
35;35;Ille-et-Vilaine;2;Bertrand PLOUVIER_35_2;2ème circonscription;M;PLOUVIER;Bertrand;40;LR-UMP;2;Non;Non;Oui;7.8;39.4885329281;5;12423;13.47;20.84;-0.0984720980845;9902.71743745;9903;6472;0.423458242312;0.423458242312;améliore;oui;;;15078;0.0310684164536;14570;0.00439910212142;14720
35;35;Ille-et-Vilaine;2;Laurence MAILLART-MÉHAIGNERIE_35_2;2ème circonscription;F;MAILLART-MÉHAIGNERIE;Laurence;50;EM-MODEM;2;Non;Non;Non;7.8;39.4885329281;5;21721;23.55;36.43;0.030401899704;23419.1546865;23419;24727;0.564870259481;0.564870259481;améliore;oui;;;41745;0.0440392981251;27748;0.0696020555139;33586
35;35;Ille-et-Vilaine;3;François ANDRÉ_35_3;3ème circonscription;M;ANDRÉ;François;49;PS;3;Oui;Oui;Oui;7.8;39.4885329281;5;16710;19.41;30.97;0.0304145099044;18016.9980635;18017;21125;0.296036240091;0.296036240091;améliore;oui;;;16996;0.0266309411454;25394;0.0674571631378;30523
35;35;Ille-et-Vilaine;3;Mélina PARMENTIER_35_3;3ème circonscription;F;PARMENTIER;Mélina;35;LR-UMP;5;Non;Non;Oui;7.8;39.4885329281;5;17057;19.82;31.61;-0.142743834173;12278.8817022;12279;6832;0.46728606357;0.46728606357;améliore;oui;;;15078;0.0310684164536;20370;-0.00974938141554;19918
35;35;Ille-et-Vilaine;4;Gaël LE BOHEC_35_4;4ème circonscription;M;LE BOHEC;Gaël;39;EM-MODEM;2;Non;Non;Oui;7.8;39.4885329281;5;16582;18.38;29.2;0.0189899169563;17357.8247113;17358;19421;0.273335681578;0.273335681578;améliore;oui;;;41745;0.0440392981251;25012;0.0617111696951;29519
35;35;Ille-et-Vilaine;4;Marc MARTIN_35_4;4ème circonscription;M;MARTIN;Marc;39;FG-FI;6;Non;Non;Non;7.8;39.4885329281;5;10733;11.9;18.9;-0.126289351352;8024.75492551;8025;6314;0.612808327676;0.612808327676;améliore;oui;;;71423;0.0576651973747;16233;-0.00906926563477;15898
35;35;Ille-et-Vilaine;5;Isabelle LE CALLENNEC_35_5;5ème circonscription;F;LE CALLENNEC;Isabelle;50;LR-UMP;3;Oui;Oui;Oui;7.8;39.4885329281;5;13075;12.68;20.02;0.00244405131817;13149.2075663;13149;16667;0.0206013363029;0.0206013363029;améliore;oui;;;15078;0.0310684164536;18583;0.0438154054841;20790
35;35;Ille-et-Vilaine;5;Christine CLOAREC_35_5;5ème circonscription;F;CLOAREC;Christine;52;EM-MODEM;5;Non;Non;Non;7.8;39.4885329281;5;20879;20.24;31.97;-0.0192848653209;19972.1504517;19972;22797;-0.472888425443;-0.472888425443;degrade;oui;;;41745;0.0440392981251;26711;0.0706483067809;32442
35;35;Ille-et-Vilaine;6;Nolwenn VAHÉ_35_6;6ème circonscription;F;VAHÉ;Nolwenn;35;EM-MODEM;3;Non;Non;Oui;7.8;39.4885329281;5;17655;20.33;41.71;0.0188676496549;18475.3400422;18475;15305;-0.348936170213;-0.348936170213;degrade;oui;;;41745;0.0440392981251;24435;0.0316328061538;26432
35;35;Ille-et-Vilaine;6;Gilles PENNELLE_35_6;6ème circonscription;M;PENNELLE;Gilles;54;FN;4;Non;Non;Non;7.8;39.4885329281;5;9910;11.41;23.41;-0.0860623557514;8128.51663279;8129;5303;0.386585630562;0.386585630562;améliore;non;;;60621;0.040893260993;10944;0.0245179488319;11619
35;35;Ille-et-Vilaine;7;Gilles LURTON_35_7;7ème circonscription;M;LURTON;Gilles;53;LR-UMP;4;Oui;Oui;Non;7.8;39.4885329281;5;13026;13.2;22.22;0.020332516093;13681.7755104;13682;18641;0.116829919858;0.116829919858;améliore;oui;;;15078;0.0310684164536;16782;0.0722107863631;20488
35;35;Ille-et-Vilaine;7;Valérie FRIBOLLE_35_7;7ème circonscription;F;FRIBOLLE;Valérie;46;EM-MODEM;2;Non;Non;Non;7.8;39.4885329281;5;20274;20.55;34.59;0.0279566390768;21718.0234575;21718;19605;-2.15844544096;-1.042;degrade;oui;;;41745;0.0440392981251;23295;0.0658755931354;27858
35;35;Ille-et-Vilaine;8;Florian BACHELIER_35_8;8ème circonscription;M;BACHELIER;Florian;38;EM-MODEM;3;Non;Non;Non;7.8;39.4885329281;5;18160;21.78;34.63;0.0142806480717;18788.0664317;18788;18989;0.75753920386;0.75753920386;améliore;oui;;;41745;0.0440392981251;26753;0.0665943696598;32067
35;35;Ille-et-Vilaine;8;Enora LE PAPE_35_8;8ème circonscription;F;LE PAPE;Enora;34;FG-FI;8;Non;Non;Non;7.8;39.4885329281;5;10092;12.1;19.25;-0.18277196332;6625.29588407;6625;6561;0.981874822996;0.981874822996;améliore;oui;;;71423;0.0576651973747;16887;-0.0216763300258;16065
36;36;Indre;1;Jean-Paul CHANTEGUET_36_1;1ère circonscription;M;CHANTEGUET;Jean-Paul;67;PS;3;Oui;Oui;Oui;9.75;45.8117035111;4;10887;13.56;23.87;0.0559128597604;12621.1314203;12621;5234;-0.306739784185;-0.306739784185;degrade;non;;;16996;0.0266309411454;17727;0.0216330744867;18681
36;36;Indre;1;Mylène WUNSCH_36_1;1ère circonscription;F;WUNSCH;Mylène;58;FN;2;Non;Non;Non;9.75;45.8117035111;4;10120;12.6;22.19;-0.131248067188;7480.5313149;7481;5499;0.571088508981;0.571088508981;améliore;oui;;;60621;0.040893260993;10627;0.0323691533681;11518
36;36;Indre;1;Paulette PICARD_36_1;1ère circonscription;F;PICARD;Paulette;68;LR-UMP;2;Non;Non;Oui;9.75;45.8117035111;4;13695;17.05;30.02;-0.172133789245;9213.57652586;9214;4496;0.487118165018;0.487118165018;améliore;non;;;15078;0.0310684164536;14347;0.0256467537539;15276
36;36;Indre;2;Dominique LANYI_36_2;2ème circonscription;M;LANYI;Dominique;53;FN;2;Non;Non;Non;9.75;45.8117035111;4;12649;14.04;24.21;-0.122572672934;9538.57545714;9539;7035;0.553972212326;0.553972212326;améliore;non;;;60621;0.040893260993;12649;0.031427127142;13675
36;36;Indre;2;Nicolas FORISSIER_36_2;2ème circonscription;M;FORISSIER;Nicolas;56;LR-UMP;2;Non;Non;Oui;9.75;45.8117035111;4;12363;13.72;23.66;-0.128144886828;9204.05027881;9204;11432;3.39312567132;1.715;surestime;oui;;;15078;0.0310684164536;12363;0.0121250675548;12723
36;36;Indre;2;Sophie GUERIN_36_2;2ème circonscription;F;GUERIN;Sophie;52;EM-MODEM;2;Non;Non;Non;9.75;45.8117035111;4;12552;13.93;24.02;-0.02048486863;11973.6914315;11974;13405;-0.677608440797;-0.677608440797;degrade;oui;;;41745;0.0440392981251;16724;0.0419378274272;18611
37;37;Indre-et-Loire;1;Céline BALLESTEROS_37_1;1ère circonscription;F;BALLESTEROS;Céline;46;LR-UMP;2;Oui;Non;Oui;9.1;41.6122160371;4;8494;12.37;21.74;-0.00860935459948;8327.27490442;8327;4387;0.0406622839055;0.0406622839055;améliore;non;;;15078;0.0310684164536;10766;0.0139239018934;11129
37;37;Indre-et-Loire;1;Philippe CHALUMEAU_37_1;1ère circonscription;M;CHALUMEAU;Philippe;53;EM-MODEM;3;Non;Non;Non;9.1;41.6122160371;4;11787;17.17;30.17;0.066683422073;14132.4052719;14132;12149;6.47790055249;1.715;surestime;oui;;;41745;0.0440392981251;15418;0.0235410014192;16327
37;37;Indre-et-Loire;2;Stanislas DE LA RUFFIE_37_2;2ème circonscription;M;DE LA RUFFIE;Stanislas;48;FN;3;Non;Non;Non;9.1;41.6122160371;4;11115;12.54;20.27;-0.122127706246;8390.38251799;8390;4187;0.393331408776;0.393331408776;améliore;non;;;60621;0.040893260993;11792;0.0263412564667;12579
37;37;Indre-et-Loire;2;Daniel LABARONNE_37_2;2ème circonscription;M;LABARONNE;Daniel;61;EM-MODEM;3;Oui;Non;Non;9.1;41.6122160371;4;14581;16.45;26.59;0.120616356727;21446.7142058;21447;17087;2.73982442139;1.715;surestime;oui;;;41745;0.0440392981251;19077;0.051392413141;21818
37;37;Indre-et-Loire;2;Claude GREFF_37_2;2ème circonscription;F;GREFF;Claude;63;LR-UMP;5;Oui;Oui;Oui;9.1;41.6122160371;4;11952;13.48;21.79;-0.0188499831105;11444.3360361;11444;9663;0.221930974225;0.221930974225;améliore;oui;;;15078;0.0310684164536;13015;0.0224202207316;13743
37;37;Indre-et-Loire;3;Sophie AUCONIE_37_3;3ème circonscription;F;AUCONIE;Sophie;53;LR-UMP;2;Non;Non;Non;9.1;41.6122160371;4;14053;14.41;25.69;-0.15955765014;9732.20831094;9732;9675;0.986980356327;0.986980356327;améliore;oui;;;15078;0.0310684164536;14452;0.00978788469137;14789
37;37;Indre-et-Loire;3;Marisol TOURAINE_37_3;3ème circonscription;F;TOURAINE;Marisol;58;PS;3;Oui;Oui;Oui;9.1;41.6122160371;4;15532;15.93;28.39;0.0510134093462;17743.5508148;17744;13792;-1.27126436782;-1.042;degrade;oui;;;16996;0.0266309411454;24234;0.0476406452291;27412
37;37;Indre-et-Loire;4;Fabienne COLBOC_37_4;4ème circonscription;F;COLBOC;Fabienne;45;EM-MODEM;2;Non;Non;Non;9.1;41.6122160371;4;14557;16.14;26.78;-0.0193195113478;13923.6266859;13924;15618;-0.596606974552;-0.596606974552;degrade;oui;;;41745;0.0440392981251;18668;0.0489820407816;21199
37;37;Indre-et-Loire;4;Hervé NOVELLI_37_4;4ème circonscription;M;NOVELLI;Hervé;68;LR-UMP;2;Non;Non;Oui;9.1;41.6122160371;4;11726;13.0;21.57;-0.129077138081;8711.09503503;8711;8100;0.831494760066;0.831494760066;améliore;oui;;;15078;0.0310684164536;17163;0.0199387690814;18009
37;37;Indre-et-Loire;5;Sabine THILLAYE_37_5;5ème circonscription;F;THILLAYE;Sabine;58;EM-MODEM;2;Non;Non;Non;9.1;41.6122160371;4;15343;18.28;30.59;-0.0163422663727;14776.378893;14776;16281;-0.60447761194;-0.60447761194;degrade;oui;;;41745;0.0440392981251;17057;0.0475585101884;19289
37;37;Indre-et-Loire;5;Fabrice BOIGARD_37_5;5ème circonscription;M;BOIGARD;Fabrice;60;LR-UMP;3;Non;Non;Oui;9.1;41.6122160371;4;11043;13.16;22.02;-0.122079483673;8336.95751785;8337;7935;0.870656370656;0.870656370656;améliore;oui;;;15078;0.0310684164536;16328;0.0119216053787;16795
38;38;Isère;1;Olivier VERAN_38_1;1ère circonscription;M;VERAN;Olivier;37;EM-MODEM;3;Non;Non;Non;8.35;39.7581532234;7;19331;23.28;48.52;0.0319282744056;20927.5059705;20928;21572;0.712628290942;0.712628290942;améliore;oui;;;41745;0.0440392981251;21197;0.0688660053042;25595
38;38;Isère;1;Elsa RÉGIS_38_1;1ère circonscription;F;RÉGIS;Elsa;18;FG-FI;8;Non;Non;Non;8.35;39.7581532234;7;10107;12.17;25.37;-0.231407868872;5932.18104474;5932;4795;0.785956325301;0.785956325301;améliore;non;;;71423;0.0576651973747;13520;-0.00797837047212;13274
38;38;Isère;2;Jean-Charles COLAS-ROY_38_2;2ème circonscription;M;COLAS-ROY;Jean-Charles;39;EM-MODEM;3;Non;Non;Non;8.35;39.7581532234;7;12326;15.93;27.67;0.030384135453;13289.0220489;13289;13927;0.601499063086;0.601499063086;améliore;oui;;;41745;0.0440392981251;18484;0.0379644776074;20342
38;38;Isère;2;Taha BOUHAFS_38_2;2ème circonscription;M;BOUHAFS;Taha;20;FG-FI;8;Non;Non;Non;8.35;39.7581532234;7;9263;11.97;20.8;-0.210281602749;5707.81727179;5708;3911;0.664237668161;0.664237668161;améliore;non;;;71423;0.0576651973747;14123;-0.00591024382033;13932
38;38;Isère;3;Emilie CHALAS_38_3;3ème circonscription;F;CHALAS;Emilie;39;EM-MODEM;3;Non;Non;Non;8.35;39.7581532234;7;9651;16.18;28.62;0.00949870012591;9869.23343762;9869;9940;0.754325259516;0.754325259516;améliore;oui;;;41745;0.0440392981251;14290;0.00136881575435;14335
38;38;Isère;3;Raphaël BRIOT_38_3;3ème circonscription;M;BRIOT;Raphaël;51;FG-FI;3;Non;Non;Non;8.35;39.7581532234;7;7676;12.87;22.76;-0.0763602183153;6438.35245717;6438;4040;0.340484048405;0.340484048405;améliore;oui;;;71423;0.0576651973747;11770;0.00957759281228;12038
38;38;Isère;4;Sandrine MARTIN-GRAND_38_4;4ème circonscription;F;MARTIN-GRAND;Sandrine;46;LR-UMP;3;Non;Non;Oui;8.35;39.7581532234;7;10307;11.48;19.21;-0.126843654529;7696.41755497;7696;6187;0.633737864078;0.633737864078;améliore;non;;;15078;0.0310684164536;15572;0.00272456921055;15671
38;38;Isère;4;Fabrice HUGELÉ_38_4;4ème circonscription;M;HUGELÉ;Fabrice;47;EM-MODEM;3;Non;Non;Non;8.35;39.7581532234;7;14825;16.51;27.63;0.0542997905774;17102.789165;17103;14754;-32.0845070423;-1.042;degrade;oui;;;41745;0.0440392981251;19069;0.0319337327322;20644
38;38;Isère;5;Muriel BURGAZ_38_5;5ème circonscription;F;BURGAZ;Muriel;55;FN;2;Non;Non;Non;8.35;39.7581532234;7;11262;11.01;18.25;-0.105003418782;8843.25410229;8843;6078;0.46662808642;0.46662808642;améliore;non;;;60621;0.040893260993;16497;0.0298678498453;17761
38;38;Isère;5;Catherine KAMOWSKI_38_5;5ème circonscription;F;KAMOWSKI;Catherine;59;EM-MODEM;4;Non;Non;Non;8.35;39.7581532234;7;17707;17.3;28.7;0.00175580524472;17779.0241512;17779;20917;0.0224299065421;0.0224299065421;améliore;oui;;;41745;0.0440392981251;34893;0.0641044606815;41493
38;38;Isère;6;Gérard DÉZEMPTE_38_6;6ème circonscription;M;DÉZEMPTE;Gérard;65;FN;8;Non;Non;Non;8.35;39.7581532234;7;14044;16.88;29.24;-0.105471562766;11015.8815645;11016;10260;0.80021141649;0.80021141649;améliore;oui;;;60621;0.040893260993;14044;0.0478084020708;15894
38;38;Isère;6;Alain MOYNE-BRESSAND_38_6;6ème circonscription;M;MOYNE-BRESSAND;Alain;71;LR-UMP;2;Oui;Oui;Oui;8.35;39.7581532234;7;10921;13.12;22.74;-0.0800593052228;9082.4518024;9082;6966;0.464981036662;0.464981036662;améliore;non;;;15078;0.0310684164536;10921;0.0196231913688;11450
38;38;Isère;6;Cendra MOTIN_38_6;6ème circonscription;F;MOTIN;Cendra;42;EM-MODEM;3;Non;Non;Non;8.35;39.7581532234;7;11369;13.66;23.67;0.012840568491;11720.7143809;11721;12499;0.311504424779;0.311504424779;améliore;oui;;;41745;0.0440392981251;14662;0.00258615681937;14750
38;38;Isère;7;Monique LIMON_38_7;7ème circonscription;F;LIMON;Monique;63;EM-MODEM;7;Non;Non;Non;8.35;39.7581532234;7;14053;15.37;25.85;8.20116803928E-4;14079.6129021;14080;15050;0.0270812437312;0.0270812437312;améliore;oui;;;41745;0.0440392981251;25797;0.0234481060144;27312
38;38;Isère;7;Pierre DELACROIX_38_7;7ème circonscription;M;DELACROIX;Pierre;68;FN;3;Non;Non;Non;8.35;39.7581532234;7;14895;16.29;27.4;-0.0960755933282;11938.9164846;11939;8050;0.43184806428;0.43184806428;améliore;non;;;60621;0.040893260993;19595;0.0413746443768;21771
38;38;Isère;8;Thibaut MONNIER_38_8;8ème circonscription;M;MONNIER;Thibaut;30;FN;3;Non;Non;Non;8.35;39.7581532234;7;11412;14.52;25.52;-0.122649512943;8604.23473564;8604;6966;0.631578947368;0.631578947368;améliore;oui;;;60621;0.040893260993;14722;0.0161648481016;15302
38;38;Isère;8;Caroline ABADIE_38_8;8ème circonscription;F;ABADIE;Caroline;40;EM-MODEM;2;Non;Non;Non;8.35;39.7581532234;7;11852;15.08;26.5;0.0165294081278;12330.3425914;12330;11757;-5.03157894737;-1.042;degrade;oui;;;41745;0.0440392981251;23990;-0.00650110258128;23634
38;38;Isère;9;Elodie JACQUIER-LAFORGE_38_9;9ème circonscription;F;JACQUIER-LAFORGE;Elodie;39;EM-MODEM;3;Non;Non;Non;8.35;39.7581532234;7;17517;18.01;30.31;0.00949870012591;17913.1035257;17913;18427;0.435164835165;0.435164835165;améliore;oui;;;41745;0.0440392981251;24816;0.063267313533;29432
38;38;Isère;9;Marie-Pierre MICOUD_38_9;9ème circonscription;F;MICOUD;Marie-Pierre;52;FG-FI;3;Non;Non;Non;8.35;39.7581532234;7;12965;13.33;22.43;-0.159791012154;8973.90585297;8974;6253;0.594606674613;0.594606674613;améliore;non;;;71423;0.0576651973747;15945;-0.00816089346005;15648
38;38;Isère;10;Marjolaine MEYNIER-MILLEFERT_38_10;10ème circonscription;F;MEYNIER-MILLEFERT;Marjolaine;34;EM-MODEM;2;Non;Non;Non;8.35;39.7581532234;7;13073;13.96;24.06;0.0190754450978;13687.596667;13688;14324;0.491606714628;0.491606714628;améliore;oui;;;41745;0.0440392981251;26768;0.023533266583;28346
38;38;Isère;10;Alain BREUIL_38_10;10ème circonscription;M;BREUIL;Alain;58;FN;3;Non;Non;Non;8.35;39.7581532234;7;14194;15.16;26.12;-0.0982508821657;11320.1952794;11320;7778;0.447942643392;0.447942643392;améliore;oui;;;60621;0.040893260993;18953;0.0266007540624;20231
39;39;Jura;1;Jean-Paul ECARD_39_1;1ère circonscription;M;ECARD;Jean-Paul;54;FN;2;Non;Non;Non;7.45;42.9248434639;5;8489;12.95;21.8;-0.164031243631;5818.69093616;5819;4274;0.633451957295;0.633451957295;améliore;non;;;60621;0.040893260993;11852;0.0285667850354;12717
39;39;Jura;1;Danielle BRULEBOIS_39_1;1ère circonscription;F;BRULEBOIS;Danielle;69;EM-MODEM;7;Non;Non;Non;7.45;42.9248434639;5;9834;15.0;25.25;-0.03119196509;9152.46841606;9152;12266;-0.280427631579;-0.280427631579;degrade;oui;;;41745;0.0440392981251;20605;0.0071482811798;20953
39;39;Jura;2;Anne PROST-GROSJEAN_39_2;2ème circonscription;F;PROST-GROSJEAN;Anne;59;EM-MODEM;3;Non;Non;Non;7.45;42.9248434639;5;8765;15.86;28.08;-0.0171822499978;8424.99536141;8425;7482;0.265003897116;0.265003897116;améliore;oui;;;41745;0.0440392981251;16508;-0.00498956588716;16319
39;39;Jura;2;Nathalie DESSEIGNE_39_2;2ème circonscription;F;DESSEIGNE;Nathalie;43;FN;3;Non;Non;Non;7.45;42.9248434639;5;7103;12.85;22.75;-0.163763598531;4871.67397109;4872;3209;0.572932717001;0.572932717001;améliore;non;;;60621;0.040893260993;9726;0.0231693661613;10290
39;39;Jura;3;Jean-Bernard MARCUZZI_39_3;3ème circonscription;M;MARCUZZI;Jean-Bernard;63;FG-FI;3;Non;Non;Non;7.45;42.9248434639;5;9223;13.27;22.47;-0.104300423013;7253.90369777;7254;5280;0.499365965001;0.499365965001;améliore;non;;;71423;0.0576651973747;10528;0.00750570927954;10715
39;39;Jura;3;Stéphane MONTRELAY_39_3;3ème circonscription;M;MONTRELAY;Stéphane;40;FN;6;Non;Non;Non;7.45;42.9248434639;5;10136;14.58;24.7;-0.172479538063;6813.76363046;6814;5690;0.747188484031;0.747188484031;améliore;non;;;60621;0.040893260993;13279;0.0167750528754;13823
39;39;Jura;3;Paul-Henri BARD_39_3;3ème circonscription;M;BARD;Paul-Henri;50;EM-MODEM;3;Non;Non;Non;7.45;42.9248434639;5;10869;15.64;26.48;0.0430987232195;12135.0446728;12135;9758;-1.1395139514;-1.042;degrade;oui;;;41745;0.0440392981251;14581;9.05832289792E-4;14612
40;40;Landes;1;Geneviève DARRIEUSSECQ_40_1;1ère circonscription;F;DARRIEUSSECQ;Geneviève;61;EM-MODEM;3;Non;Non;Non;9.65;43.9947820418;6;16382;16.16;27.54;0.00307552889104;16499.2569403;16499;23213;0.0171277997365;0.0171277997365;améliore;oui;;;41745;0.0440392981251;21470;0.068389161158;25885
40;40;Landes;1;Marie-Françoise NADAU_40_1;1ère circonscription;F;NADAU;Marie-Françoise;57;LR-UMP;3;Non;Non;Oui;9.65;43.9947820418;6;11309;11.15;19.01;-0.156185932156;7892.93037651;7893;6214;0.670461236506;0.670461236506;améliore;non;;;15078;0.0310684164536;17155;0.00440064895918;17332
40;40;Landes;2;Lionel CAUSSE_40_2;2ème circonscription;M;CAUSSE;Lionel;46;EM-MODEM;3;Non;Non;Non;9.65;43.9947820418;6;19217;17.12;29.02;0.0590332417579;22491.8235592;22492;25414;0.528481523318;0.528481523318;améliore;oui;;;41745;0.0440392981251;24827;0.0757914224367;30676
